period,item_code,village_years,outlet_village_pairs,reversed_endpoint_pairs,low_share_lt_0_1,low_share_lt_0_5,low_share_lt_1,low_n_unique_3dp,low_modal_value_share_3dp,community_low_n,community_low_mean,community_low_sd,community_low_p01,community_low_p10,community_low_p25,community_low_p50,community_low_p75,community_low_p90,community_low_p95,community_low_p99,community_low_max,community_high_n,community_high_mean,community_high_sd,community_high_p01,community_high_p10,community_high_p25,community_high_p50,community_high_p75,community_high_p90,community_high_p95,community_high_p99,community_high_max,community_mid_n,community_mid_mean,community_mid_sd,community_mid_p01,community_mid_p10,community_mid_p25,community_mid_p50,community_mid_p75,community_mid_p90,community_mid_p95,community_mid_p99,community_mid_max,item_order,module,item_name,analytic_family,family_order,previous_six_group,community_categories,community_mapping_count,quantity_unit,price_unit,fixed_questionnaire_item
2023,shuiguo_5,16,17,0,0.0,0.0,0.0,8,0.23076923076923078,13,18.475153846153844,14.724700177174823,7.08284,8.0696,9.5,12.0,14.5,44.0,44.0,44.0,44.0,17,46.49176470588235,49.10023666380006,8.9124,11.916,15.0,24.0,39.9,109.0,122.91399999999994,167.4388,178.57,13,28.164115384615382,27.73770831689375,8.438279999999999,10.66,10.99,15.25,18.0,76.5,76.5,76.5,76.5,60,水果制品,其他水果干（不含果脯）,水果制品,17,水果,其他除果脯以外的水果干（苹果干/草莓干/香蕉干/干枣等）,1,斤/月,元/斤,1
2024,shuiguo_5,19,19,0,0.0,0.0,0.0,10,0.1875,16,25.1875,12.871305295112847,9.8,10.9,12.4,21.5,36.0,43.6,43.6,43.6,43.6,19,63.67263157894737,42.342894044023396,9.9,12.22,20.0,60.0,105.0,118.0,118.0,118.0,118.0,16,44.421875,27.47456380454474,9.850000000000001,11.125,21.4875,37.325,74.3,77.0,77.0,77.0,77.0,60,水果制品,其他水果干（不含果脯）,水果制品,17,水果,其他除果脯以外的水果干（苹果干/草莓干/香蕉干/干枣等）,1,斤/月,元/斤,1
pooled_2023_2024,shuiguo_5,35,36,0,0.0,0.0,0.0,17,0.13793103448275862,29,22.17851724137931,13.900175211179095,7.21996,9.4,12.0,14.5,36.0,43.68,44.0,44.0,44.0,36,55.559444444444445,45.82399377396982,8.9575,11.82,15.0,39.9,105.0,115.0,118.0,157.3704999999999,178.57,29,37.13391379310345,28.316524162476025,8.62132,10.450000000000001,12.4,24.5,74.3,76.6,77.0,77.0,77.0,60,水果制品,其他水果干（不含果脯）,水果制品,17,水果,其他除果脯以外的水果干（苹果干/草莓干/香蕉干/干枣等）,1,斤/月,元/斤,1
2023,tiaoliao_1,159,236,1,0.0,0.0,0.08403361344537816,24,0.19327731092436976,119,1.6968882352941177,0.8467126465292828,0.5,1.0,1.125,1.45,2.0,2.5,2.86,3.125,7.5,235,2.6472770212765955,1.9249237087733964,0.99,1.22,1.5,2.0,2.86,4.093999999999997,7.219999999999993,11.383799999999981,13.23,119,2.488961344537815,1.3259404158941557,1.0,1.25,1.566975,2.1875,3.1,4.053,4.518749999999999,7.5525,7.5525,61,调料,盐,调料,18,未纳入原六类,盐,1,斤/月,元/斤,1
2024,tiaoliao_1,160,237,2,0.0,0.0,0.016216216216216217,34,0.2918918918918919,185,2.2503783783783784,1.1211433980964176,0.8,1.0,1.5,2.0,2.8,3.57,4.8999999999999915,6.0,7.5,237,3.7901687763713086,2.8933117082135067,1.0,1.5,2.0,3.0,5.0,6.25,10.0,14.0,19.98,185,3.0428918918918924,1.8041787746088573,1.0,1.5,2.0,2.5,3.5,5.299999999999997,6.485999999999999,9.698399999999996,13.74,61,调料,盐,调料,18,未纳入原六类,盐,1,斤/月,元/斤,1
pooled_2023_2024,tiaoliao_1,319,473,3,0.0,0.0,0.04276315789473684,44,0.20723684210526316,304,2.033716118421053,1.05627656374279,0.5075000000000001,1.0,1.25,2.0,2.5,3.0,4.0,6.0,7.5,472,3.2211442796610172,2.522422655521518,0.9971,1.25,1.96875,2.5,3.75,6.0,7.8,14.0,19.98,304,2.826057236842105,1.6536885000142767,1.0,1.495,1.875,2.5,3.2025,4.5,6.0,7.986574999999987,13.74,61,调料,盐,调料,18,未纳入原六类,盐,1,斤/月,元/斤,1
2023,tiaoliao_2,153,216,4,0.0,0.0,0.0,55,0.19148936170212766,188,10.840590425531913,4.55206664675347,1.4935,4.72,8.1875,10.0,14.0,16.621000000000002,18.772000000000002,21.977999999999994,25.0,216,20.47194907407408,9.417938319403678,3.18125,8.575,12.725000000000001,20.0,27.5,30.625,36.08,44.78399999999999,49.5,188,16.173728723404256,6.066557294707822,3.10875,8.195,12.309375,17.5,19.6875,22.55,25.4685,31.704999999999984,34.75,62,调料,味精/鸡精,调料,18,未纳入原六类,味精/鸡精,1,斤/月,元/斤,1
2024,tiaoliao_2,154,226,2,0.0,0.0,0.0,67,0.13043478260869565,207,13.372057971014494,7.802544310356056,3.06,7.375,8.4,12.0,15.0,23.132000000000012,25.0,49.063999999999965,55.18,226,20.77999115044248,9.374019424388356,4.46,10.0,14.475000000000001,20.0,25.0,30.0,36.25,50.0,62.5,207,17.255299516908213,7.244913662048274,4.59,10.0,12.495000000000001,16.565,20.0,26.033000000000005,33.75,38.861,50.0,62,调料,味精/鸡精,调料,18,未纳入原六类,味精/鸡精,1,斤/月,元/斤,1
pooled_2023_2024,tiaoliao_2,307,442,6,0.0,0.0,0.0,96,0.15949367088607594,395,12.167207594936707,6.5778163262415275,1.97,6.0,8.254999999999999,11.0,15.0,18.768,24.649999999999977,34.1086,55.18,442,20.629454751131224,9.386112899848168,3.27875,10.0,14.0,20.0,25.0,30.0,36.25,50.0,62.5,395,16.74052658227848,6.723343758737126,3.4615,8.75,12.45125,16.815,20.0,24.095,29.736,37.545,50.0,62,调料,味精/鸡精,调料,18,未纳入原六类,味精/鸡精,1,斤/月,元/斤,1
2023,tiaoliao_3,159,236,2,0.0,0.0,0.0,73,0.19545454545454546,220,4.4692431818181815,1.5699000051624332,1.0,2.5,3.6,4.5,5.0,6.024999999999999,7.019999999999993,9.0,10.0,236,10.483933050847458,7.955529116827505,2.435,5.0,6.959,9.0,11.6,15.8,20.25,55.85000000000011,62.5,220,7.598947045454545,4.0789282227755805,2.599275,4.7075,5.3875,6.88125,8.5125,10.541999999999998,12.75,30.610100000000035,33.5,63,调料,酱油类（生抽/老抽/味极鲜/蚝油等）,调料,18,未纳入原六类,酱油类,1,斤/月,元/斤,1
2024,tiaoliao_3,156,235,3,0.0,0.0,0.0,77,0.10407239819004525,221,6.224531674208144,2.2291640379485522,1.4552,3.75,4.86,6.0,7.8,9.0,9.9,10.537200000000004,20.0,235,12.299217021276595,8.787212810332296,4.2278,6.0,8.0,10.0,14.0,18.0,25.8,48.23399999999998,77.5,221,9.412890271493211,4.88116986531898,3.8965,5.5,7.0,8.0,10.370000000000001,12.6,18.5,27.79,42.8,63,调料,酱油类（生抽/老抽/味极鲜/蚝油等）,调料,18,未纳入原六类,酱油类,1,斤/月,元/斤,1
pooled_2023_2024,tiaoliao_3,315,471,5,0.0,0.0,0.0,129,0.14965986394557823,441,5.348877551020407,2.1173766500445756,1.2776,3.0,4.0,5.0,6.67,8.0,9.0,10.0,20.0,471,11.389647983014862,8.421048143375884,2.5,5.0,7.27,9.61,13.0,16.5,24.0,49.9,77.5,441,8.507975283446712,4.584581475372739,3.2110000000000003,4.833,6.0975,7.5,9.5,11.65,16.0,29.11600000000005,42.8,63,调料,酱油类（生抽/老抽/味极鲜/蚝油等）,调料,18,未纳入原六类,酱油类,1,斤/月,元/斤,1
2023,tiaoliao_4,158,231,4,0.0,0.005263157894736842,0.02631578947368421,59,0.07368421052631578,190,2.702208421052631,1.7255899279989004,0.7186899999999999,1.1,1.4286,2.0,3.75,5.0,6.0,9.695299999999996,11.0,231,6.579381385281386,4.108439958781539,1.1116300000000001,2.03,3.75,5.0,9.9,12.0,14.5,19.329999999999977,22.7,190,4.888982105263158,2.558567327605378,1.2088875000000001,2.0,2.7536625,4.5,6.56,8.135,9.55,11.554999999999993,16.185,64,调料,醋,调料,18,未纳入原六类,醋,1,斤/月,元/斤,1
2024,tiaoliao_4,154,231,1,0.0,0.0,0.0,79,0.16417910447761194,201,4.890751243781094,1.8881293593954163,1.5,2.631,3.75,4.9,5.56,7.0,8.3,11.9,11.9,231,10.252441558441559,8.445630841359707,2.5258,4.444,5.95,7.27,11.95,18.0,30.5,44.75,49.9,201,7.808798507462687,4.6889435100508265,2.586,3.9225000000000003,5.115,6.15,8.9,12.5,19.015,24.875,26.04,64,调料,醋,调料,18,未纳入原六类,醋,1,斤/月,元/斤,1
pooled_2023_2024,tiaoliao_4,312,462,5,0.0,0.0025575447570332483,0.01278772378516624,125,0.10741687979539642,391,3.8272649616368284,2.114424749393103,0.84616,1.4,2.0,3.75,5.0,6.0,7.880000000000001,10.100000000000023,11.9,462,8.415911471861472,6.883928274220952,1.4286,3.012,4.5,6.705,10.0,15.0,19.80499999999998,39.35149999999988,49.9,391,6.389961892583121,4.072161239960472,1.42574,2.3600000000000003,3.985,5.664999999999999,7.5,10.850000000000001,13.11,24.875,26.04,64,调料,醋,调料,18,未纳入原六类,醋,1,斤/月,元/斤,1
2023,yanjiu_1,60,76,0,0.0,0.0,0.0,14,0.24,75,7.126666666666667,1.9331624652669825,4.37,5.0,6.0,7.0,8.0,8.800000000000004,11.0,14.52000000000001,16.0,73,59.56164383561644,29.213764973500773,21.6,25.0,30.0,53.0,100.0,100.0,100.0,100.0,100.0,73,33.36986301369863,14.664364733479923,13.3,16.0,19.0,29.75,52.5,53.75,54.0,55.5,55.5,65,烟酒糖茶,烟,烟草,19,未纳入原六类,烟,1,包/月,元/包,1
2024,yanjiu_1,145,184,2,0.0,0.0,0.0,29,0.2541436464088398,181,27.526248618784532,50.35538586772864,5.0,6.0,7.0,8.0,12.0,111.667,140.0,218.3335999999999,300.0,184,237.72559782608695,520.8481750143641,22.490000000000002,40.6,65.0,100.0,100.0,475.0001000000014,1611.0999999999979,2500.0,4000.0,181,134.21480939226518,281.94222475402324,15.5,25.5,36.0,53.5,55.5,341.5,883.0,1369.9999999999995,2080.0,65,烟酒糖茶,烟,烟草,19,未纳入原六类,烟,1,包/月,元/包,1
pooled_2023_2024,yanjiu_1,205,260,2,0.0,0.0,0.0,36,0.23828125,256,21.54980859375,43.33015890594218,5.0,6.0,7.0,8.0,10.0,34.5,120.0,207.50014999999982,300.0,257,187.1187159533074,447.9345287837147,21.68,30.0,45.0,100.0,100.0,100.0,846.6663999999993,2219.999999999999,4000.0,254,105.23181299212598,242.2960260652684,15.265,19.0,28.5,53.0,54.375,88.75000000000009,489.1249999999997,1207.4749999999997,2080.0,65,烟酒糖茶,烟,烟草,19,未纳入原六类,烟,1,包/月,元/包,1
2023,yanjiu_2,67,91,0,0.0,0.0,0.0,34,0.16853932584269662,89,15.612561797752809,18.736578641884545,3.0,4.0,5.0,12.0,16.0,25.0,35.99999999999994,102.40000000000009,120.0,91,342.2220098901099,368.7789300163756,5.75,20.0,120.0,178.0,449.0,1180.0,1199.0,1289.1999999999998,1300.0,89,182.63511741573035,185.67247390403406,4.35,20.667000000000005,67.75,103.95,232.5,596.0,602.0,653.109,657.575,66,烟酒糖茶,白酒,酒类,20,未纳入原六类,白酒,1,斤/月,元/斤,1
2024,yanjiu_2,139,192,1,0.0,0.0,0.0,70,0.11956521739130435,184,15.398244565217391,12.845421572143536,3.01875,5.0,7.585,12.0,18.0,30.0,42.124999999999986,60.0,95.0,192,641.6424322916666,944.559434629138,5.50596,15.100000000000001,55.545,278.0,750.0,1592.8800000000003,2980.0,4362.0,4362.0,184,341.21365217391303,478.0126983653386,6.4475,15.0,40.0,145.665,417.835625,898.7550000000023,1492.8125,2187.2,2187.2,66,烟酒糖茶,白酒,酒类,20,未纳入原六类,白酒,1,斤/月,元/斤,1
pooled_2023_2024,yanjiu_2,206,283,1,0.0,0.0,0.0,87,0.10989010989010989,273,15.468113553113554,14.986742810863543,3.0,5.0,6.5,12.0,16.7,29.98,40.99999999999994,88.51999999999975,120.0,283,545.3623671378091,816.8951796149782,5.45592,16.0,65.6665,228.261,519.0,1380.0,2911.9999999999845,3806.8600000000047,4362.0,273,289.5158880952381,412.8318174049628,4.29,15.0,48.0,132.5,302.305,712.1000000000001,1492.8125,1946.2159999999908,2187.2,66,烟酒糖茶,白酒,酒类,20,未纳入原六类,白酒,1,斤/月,元/斤,1
2023,yanjiu_3,66,85,0,0.0,0.0,0.0,31,0.10810810810810811,74,3.6966493243243246,4.096535961902089,1.419,1.89,2.5,2.92,3.75,4.6469,5.0699999999999985,24.334999999999958,32.0,84,12.485434523809523,27.66245294878482,2.0,3.2593,4.0,5.0,8.0,12.5,44.17499999999997,148.485,148.485,74,8.276679391891893,15.094186120705412,1.9445000000000001,3.0,3.5104249999999997,4.1875,5.15,8.25,33.299999999999955,76.57600000000001,76.57600000000001,67,烟酒糖茶,啤酒,酒类,20,未纳入原六类,啤酒,1,斤/月,元/斤,1
2024,yanjiu_3,134,186,3,0.0,0.006060606060606061,0.006060606060606061,69,0.10909090909090909,165,3.6501636363636365,2.729880706968599,1.064,1.79,2.5,3.16,4.0,5.05,6.411999999999991,12.015999999999954,30.0,186,7.863763440860215,8.646788212844776,1.784,2.5,3.76,6.0,7.7524999999999995,12.0,33.8,34.0375,75.0,165,6.001263636363636,5.380831787115315,1.6808,2.3408,3.37,4.904999999999999,6.0,9.679999999999994,18.549999999999997,18.65,52.5,67,烟酒糖茶,啤酒,酒类,20,未纳入原六类,啤酒,1,斤/月,元/斤,1
pooled_2023_2024,yanjiu_3,200,271,3,0.0,0.0041841004184100415,0.0041841004184100415,85,0.1087866108786611,239,3.664556694560669,3.2067002347201328,1.1038000000000001,1.87,2.5,3.03,4.0,5.0,6.051499999999997,18.650000000000034,32.0,270,9.301616666666668,17.09153643830738,1.79,2.99167,4.0,5.437,7.9,12.5,33.8,97.78035000000017,148.485,239,6.705785669456066,9.536478613794037,1.7714,2.561,3.48825,4.550000000000001,5.95,9.120000000000001,18.549999999999997,67.40635000000012,76.57600000000001,67,烟酒糖茶,啤酒,酒类,20,未纳入原六类,啤酒,1,斤/月,元/斤,1
2023,yanjiu_4,39,64,2,0.0,0.0,0.0,28,0.06896551724137931,58,20.188725862068967,35.40539521343456,1.828,4.840000000000001,6.8125,12.5,19.9,25.33,39.499999999999986,200.0,200.0,64,79.62389218749999,90.27231119635832,2.315,6.0,7.9,32.5,129.75,189.687,197.69499999999996,400.0,400.0,58,53.53625172413793,60.426636981657914,2.164,5.42,8.0,44.0625,75.33,105.95,115.16274999999996,300.0,300.0,68,烟酒糖茶,葡萄酒/果酒/米酒/黄酒,酒类,20,未纳入原六类,葡萄酒/果酒; 米酒/黄酒,2,斤/月,元/斤,1
2024,yanjiu_4,66,106,0,0.0,0.0,0.0,52,0.06741573033707865,89,31.766516853932586,44.01390489485639,2.916,5.0,6.67,20.0,36.0,88.0,93.0,180.32000000000085,344.0,106,108.64235849056602,121.58616809295128,3.125,6.385,10.424999999999999,86.66499999999999,159.3,253.0,419.75,515.2,516.0,89,76.86876404494383,73.01627231088045,3.11,6.45,12.995000000000001,69.05,92.665,173.0,232.5,305.2800000000002,344.0,68,烟酒糖茶,葡萄酒/果酒/米酒/黄酒,酒类,20,未纳入原六类,葡萄酒/果酒; 米酒/黄酒,2,斤/月,元/斤,1
pooled_2023_2024,yanjiu_4,105,170,2,0.0,0.0,0.0,75,0.04081632653061224,147,27.19840884353742,41.10083461493829,2.138,5.0,6.6475,16.6667,26.0,52.80000000000007,91.49999999999994,200.0,344.0,170,97.71775941176472,111.45174057977613,2.5,6.1,10.0,76.33500000000001,159.3,192.59999999999997,344.0,504.96000000000004,516.0,147,67.6627387755102,69.06453380417186,2.5949999999999998,6.15,9.2,62.65,92.665,128.89000000000004,232.5,300.0,344.0,68,烟酒糖茶,葡萄酒/果酒/米酒/黄酒,酒类,20,未纳入原六类,葡萄酒/果酒; 米酒/黄酒,2,斤/月,元/斤,1
2023,yanjiu_7,150,217,1,0.0,0.0,0.0,27,0.16049382716049382,81,4.975513580246913,1.6070653044255145,1.4,3.98,4.0,4.5,5.18,7.5,8.3333,10.0,10.0,217,5.96221935483871,3.0244289803405295,3.08,4.0,4.5,5.0,6.26,9.7,12.049999999999997,15.0,29.0,81,6.231717283950617,2.6280458142786496,2.75,3.99,4.5,5.23,7.615,9.25,11.25,13.10000000000002,18.5,69,烟酒糖茶,白糖,糖,21,未纳入原六类,白糖,1,斤/月,元/斤,1
2024,yanjiu_7,143,204,1,0.0,0.0,0.0,33,0.273972602739726,146,5.552979452054795,5.190220066385038,2.8,3.98,4.0,4.645,5.0,7.6,12.375,12.5,62.5,204,6.346911764705882,5.0190837556142425,2.5,3.99,4.0,5.0,6.4725,11.775000000000013,12.907999999999998,18.6,62.5,146,6.10667808219178,5.2849788120606584,3.09,3.995,4.0,5.0,6.205,9.45,12.375,13.100000000000001,62.5,69,烟酒糖茶,白糖,糖,21,未纳入原六类,白糖,1,斤/月,元/斤,1
pooled_2023_2024,yanjiu_7,293,421,2,0.0,0.0,0.0,47,0.23348017621145375,227,5.346923348017621,4.274875682116359,2.578,3.98,4.0,4.5,5.0,7.5,10.0,12.5,62.5,421,6.1486261282660335,4.113034949469039,2.5,4.0,4.18,5.0,6.3,10.0,12.375,18.6,62.5,227,6.151295594713657,4.513176216337561,3.0,3.99,4.0,5.0,6.725,9.45,12.375,13.100000000000001,62.5,69,烟酒糖茶,白糖,糖,21,未纳入原六类,白糖,1,斤/月,元/斤,1
2023,yanjiu_8,64,80,0,0.0,0.0,0.0,17,0.10344827586206896,29,7.719182758620691,3.3893760409833718,2.628,4.644,5.5,6.9,8.3333,11.757799999999996,15.469,15.469,15.469,80,13.033030000000002,18.343661191193988,4.0,4.5,4.8,6.25,9.05,28.055000000000028,40.5,92.0,92.0,29,16.703943103448275,14.408963009323672,4.586399999999999,5.08,6.65,9.0,20.205,29.706899999999976,53.7345,53.7345,53.7345,70,烟酒糖茶,红糖,糖,21,未纳入原六类,红糖,1,斤/月,元/斤,1
2024,yanjiu_8,78,100,0,0.0,0.0,0.0,24,0.19718309859154928,71,6.721478873239437,2.7612233823804306,3.0,4.0,5.0,5.99,8.2,11.125,12.8,13.79,14.0,100,9.93735,8.46432139001316,3.0,4.0,5.0,6.0,10.0,23.480000000000015,27.5,37.52300000000001,39.8,71,9.006126760563381,5.926906426096351,3.0,4.5,5.0,6.0,12.76,16.75,21.78125,25.088749999999994,26.9,70,烟酒糖茶,红糖,糖,21,未纳入原六类,红糖,1,斤/月,元/斤,1
pooled_2023_2024,yanjiu_8,142,180,0,0.0,0.0,0.0,37,0.16,100,7.010813000000001,2.974403824133706,2.989,4.0,5.0,6.0,8.349975,11.125,12.844999999999999,15.469,15.469,180,11.31320777777778,13.802568991951926,3.0,4.5,5.0,6.0,9.850000000000001,26.857129999999994,37.5,92.0,92.0,100,11.238493499999999,9.791964442179198,3.0,4.545,5.18625,6.60625,15.6,22.68300000000001,24.3125,53.7345,53.7345,70,烟酒糖茶,红糖,糖,21,未纳入原六类,红糖,1,斤/月,元/斤,1
2023,yanjiu_9,40,50,0,0.0,0.0,0.0,22,0.13333333333333333,45,32.18533333333334,15.558191294737199,6.88,12.2,20.0,35.0,45.0,55.0,56.0,58.24000000000001,60.0,50,195.952,169.98530817667262,20.82,45.0,75.0,150.0,241.25,502.66,600.0,600.0,600.0,45,115.79933333333332,88.63085150319735,26.8,36.25,55.0,85.0,132.0,281.86,322.99999999999994,328.0,328.0,71,烟酒糖茶,茶,茶,22,未纳入原六类,茶,1,斤/月,元/斤,1
2024,yanjiu_9,75,82,0,0.0,0.0,0.0,35,0.08108108108108109,74,53.45594594594594,68.13100679902722,5.65,15.0,20.0,34.5,63.0,73.20000000000002,161.8999999999998,350.0,350.0,82,214.9775,201.56730659461778,8.48,24.1,50.0,137.5,340.0,480.0,480.66499999999996,758.8699999999997,899.0,74,133.15469594594595,116.90424741363363,7.84,20.550000000000004,41.87,92.5,191.65625,274.5,380.5499999999997,449.1549999999995,541.5,71,烟酒糖茶,茶,茶,22,未纳入原六类,茶,1,斤/月,元/斤,1
pooled_2023_2024,yanjiu_9,115,132,0,0.0,0.0,0.0,47,0.08403361344537816,119,45.41243697478991,55.40032255254548,6.18,14.500000000000002,20.0,35.0,52.5,69.0,75.71999999999996,350.0,350.0,132,207.7708712121212,189.77845556229306,10.620000000000001,30.125,60.0,150.0,333.975,480.0,600.0,726.0,899.0,119,126.59174369747899,107.02960256176368,10.09,27.5,48.75,85.5,179.5,275.6,328.0,415.0,541.5,71,烟酒糖茶,茶,茶,22,未纳入原六类,茶,1,斤/月,元/斤,1
