period,item_code,households,module_observed_households,consumer_households,participation_total,participation_purchase,participation_own,participation_gift,quantity_total_sum,quantity_household_mean_all,quantity_household_sd_all,quantity_household_mean_winsor_p99,quantity_household_mean_excl_top1pct_consumers,quantity_consumer_mean_excl_top1pct_consumers,quantity_percap_mean_all,purchase_quantity_share,own_quantity_share,gift_quantity_share,top1pct_quantity_share,outer_fence_3iqr,share_consumers_above_outer_fence,quantity_consumer_n,quantity_consumer_mean,quantity_consumer_sd,quantity_consumer_p01,quantity_consumer_p10,quantity_consumer_p25,quantity_consumer_p50,quantity_consumer_p75,quantity_consumer_p90,quantity_consumer_p95,quantity_consumer_p99,quantity_consumer_max,quantity_pc_consumer_n,quantity_pc_consumer_mean,quantity_pc_consumer_sd,quantity_pc_consumer_p01,quantity_pc_consumer_p10,quantity_pc_consumer_p25,quantity_pc_consumer_p50,quantity_pc_consumer_p75,quantity_pc_consumer_p90,quantity_pc_consumer_p95,quantity_pc_consumer_p99,quantity_pc_consumer_max,item_order,module,item_name,analytic_family,family_order,previous_six_group,community_categories,community_mapping_count,quantity_unit,price_unit,fixed_questionnaire_item
2024,roulei_2,1803,1803,1218,0.6755407653910149,0.5917914586799778,0.07154742096505824,0.01552967276760954,6139.279567105163,3.4050358109290975,8.306343257848662,3.140080577587841,2.9450085370898758,4.374742972108611,1.29493475253927,0.8426603067925965,0.13966350421403717,0.017676188993366274,0.14133812872174456,32.879464285714285,0.008210180623973728,1218,5.040459414700462,9.690751418300072,0.055248618784530384,0.17341040462427745,0.46875,2.0,8.571428571428571,12.857142857142858,17.142857142857142,30.0,192.85714285714286,1218,1.8998755359504724,3.227747348205312,0.017127515456045718,0.061813186813186816,0.1672668067226891,0.6923076923076923,2.142857142857143,4.371428571428559,8.044999999999959,14.042857142857038,38.57142857142857,18,肉类,猪排骨,畜禽肉,5,肉类及制品,猪排骨,1,斤/月,元/斤,1
pooled_2023_2024,roulei_2,3565,3565,2448,0.6866760168302946,0.6224403927068723,0.04908835904628331,0.01879382889200561,10901.092461389817,3.0578099470939177,16.95260555828786,2.549264565406885,2.3018017445411103,3.362929498834309,1.2142410514383157,0.8501202423116475,0.1195215523771875,0.03035820531116479,0.252517286268695,16.117944555444556,0.05555555555555555,2448,4.453060645992571,20.30671214562438,0.08,0.17045454545454544,0.34163752913752915,1.0,4.285714285714286,10.087114285714337,17.142857142857142,37.5900000000006,878.5714285714286,2447,1.76007887595084,9.628444724728256,0.020972348283308816,0.05881093919371433,0.1274787535410765,0.4166666666666667,1.5,4.285714285714286,6.428571428571429,16.64999999999996,439.2857142857143,18,肉类,猪排骨,畜禽肉,5,肉类及制品,猪排骨,1,斤/月,元/斤,1
2023,roulei_3,1762,1762,808,0.4585698070374574,0.4307604994324631,0.006242905788876277,0.024971623155505107,1814.1388224756736,1.0295907051507796,12.74033721666043,0.6487194008969556,0.542034478906613,1.1892195763745843,0.5894092327732045,0.6458270679711663,0.04393061271306843,0.3102423193157654,0.476232783427998,3.4667586206896552,0.08787128712871287,808,2.245221314945141,18.747440705076134,0.0258851570964247,0.10238977264473015,0.1724137931034483,0.41500000000000004,0.996,3.0,6.949999999999997,21.428571428571427,514.7142857142857,807,1.2854526018349937,18.207743642166285,0.01050465578989256,0.041799664804469276,0.083,0.16,0.4,1.137142857142857,2.5,11.385714285714242,514.7142857142857,19,肉类,牛肉,畜禽肉,5,肉类及制品,牛肉,1,斤/月,元/斤,1
2024,roulei_3,1803,1803,960,0.5324459234608985,0.5063782584581253,0.0033277870216306157,0.024403771491957847,2687.8625748625104,1.4907723654256853,5.109214298076552,1.3643323052085863,1.2341676379601285,2.329329026171063,0.6141736475209426,0.9004960203494091,0.005368456678832057,0.09413552297175878,0.1767203444262016,7.787113606817853,0.11354166666666667,960,2.7998568488151148,6.736582175367729,0.03790232558139535,0.16,0.261438321536906,0.8,2.142857142857143,8.571428571428571,12.857142857142858,24.702857142857088,128.57142857142856,960,1.143258654291588,4.68605609326763,0.010245833333333332,0.0415,0.09993074792243767,0.27719852262234534,0.8342499999999999,2.857142857142857,4.285714285714286,12.857142857142858,128.57142857142856,19,肉类,牛肉,畜禽肉,5,肉类及制品,牛肉,1,斤/月,元/斤,1
pooled_2023_2024,roulei_3,3565,3565,1768,0.49593267882187936,0.46900420757363254,0.004768583450210378,0.024684431977559606,4502.001397338184,1.2628334915394626,9.667129384329865,1.017296057491509,0.8977946399251127,1.8197014787510712,0.6018856943334548,0.7978739212843711,0.02090756876827633,0.18121850994735264,0.29265290994862814,5.534607438016528,0.09332579185520362,1768,2.5463808808473893,13.609672143239903,0.03264791208791209,0.1282051282051282,0.24793388429752067,0.501,1.5696022727272727,5.0,9.65934065934057,24.56571428571416,514.7142857142857,1767,1.2081995233733809,12.776374735756988,0.0104025,0.0415,0.083,0.20750000000000002,0.5447500000000001,2.142857142857143,4.285714285714286,12.752380952380939,514.7142857142857,19,肉类,牛肉,畜禽肉,5,肉类及制品,牛肉,1,斤/月,元/斤,1
2023,roulei_4,1762,1762,629,0.3569807037457435,0.3195232690124858,0.01532349602724177,0.026674233825198637,2369.7640290407116,1.3449285068335481,14.214688356789283,0.8876072809538669,0.6955920393394371,1.9626431335059678,0.6540433184501406,0.5887293342793464,0.16804087148251518,0.24322979423813854,0.4848584018996689,5.654143646408841,0.07631160572337042,629,3.767510380032928,23.61049617227023,0.01705905205905206,0.09977401129943504,0.24861878453038672,0.51,1.6,4.328571428571438,10.428571428571445,49.02857142857167,514.7142857142857,628,1.832987644064088,20.786518385220358,0.0074105114940769545,0.04148093922651934,0.083,0.21186609743446516,0.5837252124645892,1.6902857142857166,4.285714285714286,14.13142857142858,514.7142857142857,20,肉类,羊肉,畜禽肉,5,肉类及制品,羊肉,1,斤/月,元/斤,1
2024,roulei_4,1803,1803,466,0.2584581253466445,0.24348308374930672,0.007210205213533,0.008319467554076539,1305.228470358942,0.7239203939872114,6.4810931550880975,0.5651103072061993,0.4967105746474331,1.937278987453546,0.27733286679734626,0.9172600329196494,0.03420587903016131,0.04853408805018916,0.3157629997371391,5.680000000000001,0.10085836909871244,466,2.8009194642895747,12.527927862916618,0.040859504132231404,0.16241758241758242,0.32,0.667,1.6600000000000001,5.714561983471075,10.0,25.161654135338512,250.0,466,1.063506079328021,4.335384622871298,0.012816666666666667,0.04885714285714286,0.1,0.25,0.6665,2.142857142857143,4.251785714285714,13.169642857142877,83.33333333333333,20,肉类,羊肉,畜禽肉,5,肉类及制品,羊肉,1,斤/月,元/斤,1
pooled_2023_2024,roulei_4,3565,3565,1095,0.3071528751753156,0.28106591865357644,0.011220196353436185,0.017391304347826087,3674.9924993996538,1.0308534360167332,11.00783975267274,0.7113054496412562,0.60080985190922,1.9698138502632545,0.46425432011251905,0.7054119183451062,0.12050737515357764,0.17408070650131607,0.41897072877449765,5.87,0.08584474885844749,1095,3.356157533698314,19.67081569692041,0.01983584,0.13547120000000004,0.25,0.6,1.655,5.0,10.0,36.411428571428196,514.7142857142857,1094,1.505219445556769,16.000116493783217,0.008249423076923078,0.042242257376579564,0.0835,0.22133333333333335,0.6241875,2.0525000000000033,4.285714285714286,13.787499999999966,514.7142857142857,20,肉类,羊肉,畜禽肉,5,肉类及制品,羊肉,1,斤/月,元/斤,1
2023,roulei_9,1762,1762,259,0.14699205448354144,0.13053348467650397,0.009080590238365494,0.007945516458569807,403.50096155919675,0.22900168079409577,1.5535382420326114,0.21782525789803603,0.18553615941804413,1.2748363453763267,0.09113522340293435,0.6490532923953776,0.31263192189254263,0.03831478571207979,0.19118382480369797,3.4899999999999998,0.08494208494208494,259,1.557918770498829,3.794079864035238,0.016744965661739032,0.08211570247933885,0.17,0.41500000000000004,1.0,2.6396600566572315,8.505868069607446,19.149999999999952,34.285714285714285,258,0.6216976480200173,1.6643051324528788,0.005745423728813559,0.0231539,0.07186614730878187,0.17,0.41437500000000005,1.1280000000000021,2.667857142857128,6.0,17.142857142857142,21,肉类,下水内脏,畜禽肉,5,肉类及制品,下水内脏,1,斤/月,元/斤,1
2024,roulei_9,1803,1803,332,0.1841375485302274,0.14586799778147533,0.03105934553521908,0.00887409872434831,659.20920994761,0.3656179755671714,2.149193102721261,0.34071850655939806,0.2938305623192379,1.61158896833021,0.1465898344135942,0.7068335204857962,0.26753481751248487,0.025631662001718788,0.19812834281499342,6.141049861495845,0.07530120481927711,332,1.9855699094807526,4.681907909730317,0.01994234180958013,0.08310249307479224,0.167,0.499,1.6605124653739614,4.285714285714286,8.571428571428571,21.428571428571427,42.857142857142854,332,0.7890241990876288,2.8478459906300064,0.008330591594760692,0.02762854511970534,0.06899999999999999,0.16572058823529412,0.6488095238095237,1.7142857142857142,2.6196428571428556,9.164285714285702,42.857142857142854,21,肉类,下水内脏,畜禽肉,5,肉类及制品,下水内脏,1,斤/月,元/斤,1
pooled_2023_2024,roulei_9,3565,3565,591,0.16577840112201964,0.138288920056101,0.020196353436185133,0.008415147265077139,1062.7101715068065,0.29809541977750537,1.8795271655711416,0.2818960129112619,0.2462455345482495,1.4980989016362736,0.11907359100260989,0.6848949165101363,0.2846577598431185,0.030447323646745336,0.1753274966639325,4.496691011235955,0.08460236886632826,591,1.7981559585563567,4.3171193550939915,0.01687331746712965,0.083,0.16776966292134832,0.46153846153846156,1.25,4.285714285714286,8.571428571428571,21.428571428571427,42.857142857142854,590,0.7158542835360292,2.4027492410979523,0.007010585459738002,0.02611516034985423,0.07020538243626062,0.16666666666666666,0.5,1.5,2.6303571428571377,6.518571428571493,42.857142857142854,21,肉类,下水内脏,畜禽肉,5,肉类及制品,下水内脏,1,斤/月,元/斤,1
2023,roulei_5,1762,1762,818,0.4642451759364359,0.4108967082860386,0.03064699205448354,0.023269012485811577,2378.5596044577496,1.3499203203505956,7.255101570165337,1.145120579796031,1.018981112476917,2.2080023364302046,0.5150021381833131,0.8718107727769556,0.10814535283356969,0.020043874389474758,0.2490102468635593,7.232408216783217,0.10880195599022005,818,2.907774577576711,10.436461902837026,0.03453551652892562,0.16648149584487534,0.25586392773892774,0.49723756906077343,2.0,8.571428571428571,12.857142857142858,25.714285714285715,240.0,818,1.1080730601499158,3.0943579761505813,0.013142863986203812,0.05599250936329588,0.08595988538681948,0.2,0.8300000000000001,3.0,5.0,12.711428571428607,54.0,22,肉类,鸡肉,畜禽肉,5,肉类及制品,鸡肉,1,斤/月,元/斤,1
2024,roulei_5,1803,1803,420,0.23294509151414308,0.16528008874098724,0.06267332224070993,0.009428729894620078,2022.307208926695,1.1216346139360482,4.391105308207304,1.1073726695576311,0.9912720850537791,4.2947161660884206,0.43246921803755034,0.6299391754577117,0.3219451761903946,0.04811564835189356,0.11867633114326676,18.756906077348066,0.05952380952380952,420,4.815017164111178,8.068421597598338,0.043628805342735104,0.24793388429752067,0.4143646408839779,1.0860172820109977,5.0,13.030714285714325,21.428571428571427,42.857142857142854,60.0,420,1.8400535538883391,3.2091974782822024,0.01745152213709404,0.08241758241758242,0.14141781183932345,0.4184173669467788,2.0,6.428571428571429,8.571428571428571,16.73752565597668,21.428571428571427,22,肉类,鸡肉,畜禽肉,5,肉类及制品,鸡肉,1,斤/月,元/斤,1
pooled_2023_2024,roulei_5,3565,3565,1238,0.3472650771388499,0.28667601683029453,0.046844319775596076,0.016269284712482467,4400.866813384445,1.2344647442873617,5.980822542802146,1.1091939180245785,1.0034561705398712,2.9096133206184676,0.4734215550706889,0.760664788216438,0.20639166256664063,0.0329435492169213,0.19009675391277073,11.212827988338192,0.09693053311793215,1238,3.554819720019745,9.73677641300763,0.04180529329608939,0.1694915254237288,0.26239067055393583,0.66,3.0,9.599999999999975,17.142857142857142,30.0,240.0,1238,1.3564024683648899,3.1516207003814074,0.013304138856066171,0.05763688760806917,0.10643352272727273,0.25,1.1003571428571428,4.285714285714286,6.428571428571429,12.857142857142858,54.0,22,肉类,鸡肉,畜禽肉,5,肉类及制品,鸡肉,1,斤/月,元/斤,1
2023,roulei_6,1762,1762,134,0.07604994324631101,0.06696935300794551,0.0028376844494892167,0.006242905788876277,190.94759130177886,0.10836980210089606,0.9755826338967017,0.10240580015505517,0.08170723531756914,1.0894298042342554,0.044036705754170666,0.8427378559926174,0.1277033190223526,0.02955882498503,0.24688898572358142,3.490803158705701,0.1044776119402985,134,1.4249820246401408,3.272864080955395,0.06109511865714837,0.12733532357473035,0.16973228043143296,0.3609104046242775,1.0,3.4200000000000017,5.812185714285713,18.317142857142738,25.714285714285715,134,0.5783925531891073,1.4439632097551252,0.017210881728728533,0.042508499271491015,0.08307500000000001,0.15000000000000002,0.41625,1.0436260623229463,2.3489499999999945,5.787857142857135,12.857142857142858,23,肉类,其他禽肉（鸭肉/鹅肉/其他）,畜禽肉,5,肉类及制品,其他禽肉（鸭肉/鹅肉/其他）,1,斤/月,元/斤,1
2024,roulei_6,1803,1803,311,0.17249029395452026,0.13921242373821408,0.02273987798114254,0.012201885745978924,1250.9882722131888,0.6938370894138596,3.2909092951871872,0.6732365030894795,0.6080296915343699,3.5630143813365844,0.30567839494027615,0.7224944619848458,0.2372085824551177,0.04029695556003638,0.12561497228494994,16.122857142857143,0.08038585209003216,311,4.022470328659771,7.037166356876902,0.04460641399416909,0.16483516483516483,0.34,1.0,4.285714285714286,12.857142857142858,20.64935064935065,30.0,50.0,311,1.7564221599944485,3.436773213223725,0.016602049861495844,0.043859649122807015,0.12758113871286414,0.42,1.6575000000000002,4.285714285714286,9.033892128279884,15.0,25.0,23,肉类,其他禽肉（鸭肉/鹅肉/其他）,畜禽肉,5,肉类及制品,其他禽肉（鸭肉/鹅肉/其他）,1,斤/月,元/斤,1
pooled_2023_2024,roulei_6,3565,3565,445,0.12482468443197756,0.10350631136044881,0.012903225806451613,0.009256661991584854,1441.9358635149674,0.40447008794248734,2.4559713526429916,0.391406573616701,0.3524699456101434,2.851802287209342,0.17585336732044374,0.7384176296074095,0.22270740607381737,0.03887496431877327,0.12978583991014978,10.097196444270782,0.0898876404494382,445,3.24030531126959,6.26160649956883,0.04679965507329693,0.13183720116618075,0.254957507082153,0.7828124999999999,2.7155172413793105,8.571428571428571,17.142857142857142,28.114285714285725,50.0,445,1.4016896491811546,3.027207129176365,0.016585767955801106,0.04365550206793681,0.10330578512396695,0.3,1.0,4.285714285714286,6.999999999999967,14.057142857142862,25.0,23,肉类,其他禽肉（鸭肉/鹅肉/其他）,畜禽肉,5,肉类及制品,其他禽肉（鸭肉/鹅肉/其他）,1,斤/月,元/斤,1
2023,roulei_7,1762,1762,448,0.2542565266742338,0.19069239500567536,0.051645856980703744,0.01362088535754824,2759.5294328216837,1.566134751885178,14.728279502680019,1.175872063381854,0.98192585004893,3.8944553465823244,0.5740874941200337,0.3719862697063353,0.5949957084776742,0.03301802181599057,0.37480510335710854,8.756906077348066,0.11607142857142858,448,6.159663912548402,28.744187055944565,0.04200400172623485,0.2525965442356718,0.4143646408839779,0.8300000000000001,2.5,12.0,25.714285714285715,69.3285714285714,514.2857142857142,448,2.2553437269001324,9.435350516973186,0.019288274837511606,0.07419180542449241,0.1652892561983471,0.34,1.0,4.350000000000002,10.0,31.42346938775506,171.42857142857142,24,肉类,活禽（鸡）,畜禽肉,5,肉类及制品,活禽（鸡）,1,斤/月,元/斤,1
2024,roulei_7,1803,1803,743,0.4120909595119246,0.18469217970049917,0.2168607875762618,0.012756516916250694,9218.064221207684,5.112625746648743,93.12142656840652,2.806112792049266,2.627612379502888,6.417094178513855,1.598380679749862,0.6149229162395322,0.376883584408961,0.008193499351506664,0.48833463208506983,49.74500499500499,0.009421265141318977,743,12.406546731100516,144.80671904391968,0.08287292817679558,0.32967032967032966,0.5611888111888111,1.8461538461538463,12.857142857142858,21.428571428571427,25.714285714285715,42.857142857142854,3937.5,743,3.8442883912691843,29.24377413624742,0.033074159241161256,0.08746355685131195,0.20689694534496142,0.7466666666666667,3.345771144278607,8.428571428571477,10.714285714285714,21.428571428571427,787.5,24,肉类,活禽（鸡）,畜禽肉,5,肉类及制品,活禽（鸡）,1,斤/月,元/斤,1
pooled_2023_2024,roulei_7,3565,3565,1191,0.3340813464235624,0.18765778401122019,0.13520336605890604,0.013183730715287518,11977.593654029366,3.359773815997017,67.0431952853465,1.9836768414428196,1.816680293442386,5.474694726548597,1.0901325808751798,0.5589525063405598,0.42713464847143157,0.01391284518800873,0.46110502083785515,23.234436299292213,0.06297229219143577,1191,10.056753697757655,115.73374970849125,0.08241758241758242,0.25787965616045844,0.4798255813953488,1.308139534883721,6.1684782608695645,21.428571428571427,25.714285714285715,51.42857142857143,3937.5,1191,3.246599718189977,23.8175369805652,0.027400000000000004,0.0847457627118644,0.17316053372424248,0.5172413793103449,2.5,6.428571428571429,10.714285714285714,25.714285714285715,787.5,24,肉类,活禽（鸡）,畜禽肉,5,肉类及制品,活禽（鸡）,1,斤/月,元/斤,1
2023,roulei_8,1762,1762,83,0.047105561861521,0.036322360953461974,0.007945516458569807,0.0028376844494892167,558.1228835016957,0.3167553254833687,5.511609592999665,0.2535965773075939,0.20011845416661556,4.297665826675732,0.09251234541840532,0.35787452359369964,0.6350059782604334,0.007119498145867015,0.36858242475854464,6.679999999999999,0.10843373493975904,83,6.724372090381876,24.673264693730186,0.025263217391304355,0.25113636363636366,0.49,1.0465116279069768,2.0374999999999996,8.05714285714285,32.999999999999886,94.42857142857042,205.71428571428572,82,1.9856308284926019,5.420250110093311,0.013125261731740362,0.08047457627118644,0.2112676056338028,0.4666666666666667,1.1274373259052926,2.4585000000000026,8.485714285714291,30.45408163265305,35.0,25,肉类,活禽（鸭/鹅/其他）,畜禽肉,5,肉类及制品,活禽（鸭/鹅/其他）,1,斤/月,元/斤,1
2024,roulei_8,1803,1803,344,0.19079312257348863,0.11425402107598447,0.07432057681641709,0.003882418191902385,8662.658901784567,4.804580644361934,152.7502748734714,1.1202450132708957,1.0274447957192074,5.436391727937806,1.190650060996659,0.8546643381723968,0.12642447761889927,0.018911184208703843,0.7866274998871219,22.256413994169094,0.061046511627906974,344,25.182147970303973,349.3805640216306,0.16207912087912088,0.3346,0.5811953352769679,2.0,5.999999999999999,17.87012987012986,25.714285714285715,42.857142857142854,6480.0,344,6.185150171514621,69.98889952831448,0.043264617691154424,0.10208548553719009,0.1906960227272727,0.6816666666666666,2.150621118012422,6.428571428571429,10.649999999999984,21.428571428571427,1296.0,25,肉类,活禽（鸭/鹅/其他）,畜禽肉,5,肉类及制品,活禽（鸭/鹅/其他）,1,斤/月,元/斤,1
pooled_2023_2024,roulei_8,3565,3565,427,0.11977559607293127,0.07573632538569425,0.04151472650771389,0.0033660589060308557,9220.781785286264,2.5864745540774936,108.7074248574541,0.681846223081701,0.6105727326245525,5.150803147259258,0.6457607518853744,0.8245942453903099,0.1572083070428444,0.018197447566845666,0.7642673930737722,17.709570883661797,0.09836065573770492,427,21.594336733691485,313.7745553215714,0.09834372172514325,0.31444897959183676,0.5070661157024794,1.6600000000000001,4.807692307692308,17.142857142857142,25.714285714285715,51.42857142857143,6480.0,426,5.376791988116016,62.941887069985576,0.03245910955181104,0.09062931204415534,0.19257102272727272,0.625,1.7804621848739495,6.428571428571429,10.214285714285715,27.39795918367347,1296.0,25,肉类,活禽（鸭/鹅/其他）,畜禽肉,5,肉类及制品,活禽（鸭/鹅/其他）,1,斤/月,元/斤,1
2023,shuichan_1,1762,1762,1096,0.6220204313280363,0.5601589103291714,0.018161180476730987,0.060158910329171394,3846.133864290997,2.1828228514704864,8.79369318647406,1.9072192922034183,1.6165817696040614,2.608879888089135,0.8576134640116804,0.6648946944451463,0.21521098360165855,0.11989432195319517,0.26403116000266535,7.226154545454547,0.12956204379562045,1096,3.50924622654288,10.940888802492077,0.04221584507042254,0.1694915254237288,0.2556818181818182,0.5194816011727275,1.9983000000000002,8.571428571428571,16.415024630541872,48.17142857142841,171.42857142857142,1095,1.378447211562153,3.822108605990281,0.012866459167037199,0.05640168695790563,0.1,0.22266666666666668,0.75,4.025862068965519,6.428571428571429,17.314285714285557,42.857142857142854,26,肉类,水产品（淡水鱼/海水鱼/虾/蟹/贝壳类）,水产品,6,肉类及制品,水产品（淡水鱼/海水鱼/虾/蟹/贝壳类）,1,斤/月,元/斤,1
2024,shuichan_1,1803,1803,1312,0.7276760953965613,0.625069328896284,0.05379922351636162,0.07598447032723239,10499.424214416707,5.82330793922169,14.79980784554924,5.3569423580474576,4.929327597294336,6.793965386409527,2.4479013719493423,0.7443600808525913,0.1068400550976401,0.14879986404976872,0.1600904114864857,35.329306503198296,0.03048780487804878,1312,8.00260991952493,16.840853643027838,0.08241758241758242,0.249,0.50075,2.64,9.207889125799573,21.428571428571427,25.714285714285715,60.0,343.9285714285714,1312,3.334146152190149,9.875224514253572,0.020667435276927996,0.08317213203546944,0.20899790502793295,1.0,3.2142857142857144,8.571428571428571,12.857142857142858,29.690934065934268,232.5,26,肉类,水产品（淡水鱼/海水鱼/虾/蟹/贝壳类）,水产品,6,肉类及制品,水产品（淡水鱼/海水鱼/虾/蟹/贝壳类）,1,斤/月,元/斤,1
pooled_2023_2024,shuichan_1,3565,3565,2408,0.6754558204768584,0.5929873772791023,0.0361851332398317,0.06816269284712483,14345.558078707705,4.02399946106808,12.339730814011705,3.685930395519323,3.2883136501595613,4.884863752230318,1.6588101066631047,0.7230549136347136,0.13589497897980052,0.14105010738548596,0.1885550734451821,24.694455685957102,0.046511627906976744,2408,5.957457673881938,14.62663743603399,0.04250986658918671,0.17341040462427745,0.33994334277620397,1.0,6.428571428571429,17.142857142857142,21.428571428571427,59.98846153846151,343.9285714285714,2407,2.444453447583727,7.792864838884584,0.017513361259569555,0.06446991404011461,0.13005780346820808,0.4285714285714286,2.142857142857143,6.428571428571429,10.714285714285714,25.714285714285715,232.5,26,肉类,水产品（淡水鱼/海水鱼/虾/蟹/贝壳类）,水产品,6,肉类及制品,水产品（淡水鱼/海水鱼/虾/蟹/贝壳类）,1,斤/月,元/斤,1
2023,xiancai_3,1762,1762,426,0.24177071509648126,0.13280363223609534,0.09080590238365494,0.02043132803632236,764.0139242578359,0.43360608641193865,3.609143652501751,0.36270451352398664,0.29859834996084944,1.246169360762975,0.17867222179530098,0.49249527642272356,0.28079164463706296,0.2267130789402133,0.31331447736263984,3.410604737642584,0.1056338028169014,426,1.7934599160982063,7.178348846488733,0.008325840336134455,0.08293646408839779,0.1691334447362139,0.41152340809875054,0.9795012679628065,4.0,8.29111570247934,22.88961038961039,128.57142857142856,426,0.7381763153984267,2.468631851404904,0.004376544943820225,0.023057818976186324,0.05625912524598489,0.15608333333333335,0.41437500000000005,1.4600243506493507,3.1004273504273505,11.714680347277032,25.714285714285715,27,肉制品,腊肉/熏肉/精肉火腿/香肠（不含淀粉火腿肠）,肉制品,7,肉类及制品,腊肉/熏肉/精肉火腿/香肠（不包括含淀粉的火腿肠）,1,斤/月,元/斤,1
2024,xiancai_3,1803,1803,931,0.5163616195230172,0.136993899057127,0.36217415418746535,0.024403771491957847,15307.32844175177,8.489921487383123,71.0376099241821,5.910886545619433,3.804581235938361,7.406747183536898,3.633038817517867,0.14344977438671105,0.7748102602314109,0.08173996538187792,0.5543563214184996,33.04262036306235,0.06015037593984962,931,16.44181357868074,98.21955930960597,0.04132231404958678,0.168,0.4143646408839779,1.5785319652722967,8.571428571428571,21.30681818181818,42.857142857142854,383.5714285714354,1628.5714285714284,931,6.973405335020867,43.214593548070695,0.012335860058309039,0.051169590643274844,0.14211726721205992,0.5540166204986149,2.5714285714285716,8.571428571428571,14.285714285714285,141.78571428571445,642.8571428571429,27,肉制品,腊肉/熏肉/精肉火腿/香肠（不含淀粉火腿肠）,肉制品,7,肉类及制品,腊肉/熏肉/精肉火腿/香肠（不包括含淀粉的火腿肠）,1,斤/月,元/斤,1
pooled_2023_2024,xiancai_3,3565,3565,1357,0.38064516129032255,0.13492286115007013,0.22805049088359047,0.02244039270687237,16071.342366009603,4.5080904252481355,50.73612220980063,2.4370585679049217,1.8931325808451234,5.005594783753561,1.9190029538382174,0.16004301331360316,0.7513251590767664,0.08863182760963047,0.5817080091082533,16.360248447204967,0.09801031687546058,1357,11.843288405312899,81.72368151514877,0.024837620396600566,0.08746355685131195,0.2608695652173913,0.8350000000000001,4.285714285714286,15.012000000000004,25.714285714285715,140.40000000000094,1628.5714285714284,1357,5.015993719428267,35.93185126845976,0.008264462809917356,0.041620498614958444,0.08746355685131195,0.32967032967032966,1.6700000000000002,6.09000000000002,10.93683932346724,75.5994285714302,642.8571428571429,27,肉制品,腊肉/熏肉/精肉火腿/香肠（不含淀粉火腿肠）,肉制品,7,肉类及制品,腊肉/熏肉/精肉火腿/香肠（不包括含淀粉的火腿肠）,1,斤/月,元/斤,1
2023,roulei_11,1762,1762,639,0.3626560726447219,0.35414301929625425,0.0028376844494892167,0.0073779795686719635,1175.2272669811837,0.6669848280256434,12.462460826940179,0.2956225078421786,0.2519697201241701,0.6996943968637951,0.23740341489805655,0.9840089762860912,0.00306029666300219,0.012930727050906782,0.6237265155072357,2.4297066531267406,0.08763693270735524,639,1.8391663020049822,20.65269191084092,0.008547008547008548,0.03476250314149284,0.07009778229108658,0.1652892561983471,0.66,2.028571428571435,4.285714285714286,11.240000000000009,500.0,638,0.6549059721325697,6.901256170775288,0.002768109269490485,0.010764841498559078,0.02161108533190055,0.056179775280898875,0.25,0.8571428571428571,1.4285714285714286,4.825714285714281,166.66666666666666,28,肉制品,含淀粉的火腿肠,肉制品,7,肉类及制品,含淀粉的火腿肠,1,斤/月,元/斤,1
2024,roulei_11,1803,1803,368,0.2041042706600111,0.1930116472545757,0.00776483638380477,0.004437049362174155,1504.1348846691662,0.8342400913306524,17.827034808330843,0.40369430256589506,0.3418219798843932,1.6893894005824819,0.2993273421672282,0.917413823998719,0.026439242105792873,0.056146933895488194,0.5911684862310214,7.625,0.07065217391304347,368,4.087323056166213,39.33327996063269,0.01710326165276288,0.058006470588235305,0.125,0.4386114911080711,2.0,4.285714285714286,8.571428571428571,28.23077142857131,750.0,368,1.4535270664479265,13.322859422071092,0.004649035967978352,0.017045454545454544,0.04175,0.14403156146179402,0.5714285714285715,1.5,2.8874999999999926,9.985714285714218,250.0,28,肉制品,含淀粉的火腿肠,肉制品,7,肉类及制品,含淀粉的火腿肠,1,斤/月,元/斤,1
pooled_2023_2024,roulei_11,3565,3565,1007,0.28246844319775594,0.2726507713884993,0.005329593267882188,0.005890603085553997,2679.3621516503504,0.7515742360870548,15.408871090747246,0.3411434606913422,0.28945876121683617,1.0328679090006385,0.26860106305988624,0.9466239249060103,0.016184721588396764,0.037191353505592925,0.6160517395041253,3.7503962603878116,0.09433962264150944,1007,2.6607369927014397,28.91505644785024,0.010325782795949251,0.041666666666666664,0.08320124653739612,0.24,1.0,3.428571428571429,5.102999999999991,17.0399999999999,750.0,1006,0.9470456964944497,9.754674584713257,0.0034543875050586812,0.013158890173410404,0.025659340659340658,0.08333333333333333,0.4,1.0714285714285714,2.0,7.107142857142889,250.0,28,肉制品,含淀粉的火腿肠,肉制品,7,肉类及制品,含淀粉的火腿肠,1,斤/月,元/斤,1
