period,item_code,households,purchase_uv_share_lt_0_1,purchase_uv_share_lt_0_5,purchase_uv_n_unique_3dp,own_price_share_lt_0_1,purchase_uv_n,purchase_uv_mean,purchase_uv_sd,purchase_uv_p01,purchase_uv_p10,purchase_uv_p25,purchase_uv_p50,purchase_uv_p75,purchase_uv_p90,purchase_uv_p95,purchase_uv_p99,purchase_uv_max,own_price_n,own_price_mean,own_price_sd,own_price_p01,own_price_p10,own_price_p25,own_price_p50,own_price_p75,own_price_p90,own_price_p95,own_price_p99,own_price_max,item_order,module,item_name,analytic_family,family_order,previous_six_group,community_categories,community_mapping_count,quantity_unit,price_unit,fixed_questionnaire_item
2023,shucai_1,1762,0.0031746031746031746,0.009523809523809525,49,0.0,315,3.362386273434528,2.3279062843024962,0.5,1.5,2.0,3.0,4.0,5.0,6.303571428571431,11.228571428571449,30.0,447,3.074049217002237,2.706386306612857,0.6459999999999999,1.2,2.0,2.0,3.25,5.0,7.0,16.08000000000004,20.0,43,_蔬菜,鲜豆类（豌豆/荷兰豆/扁豆/豇豆等）,鲜菜,13,蔬菜,鲜豆类（豌豆/荷兰豆/扁豆/豇豆等）,1,斤/月,元/斤,1
2024,shucai_1,1803,0.0,0.006329113924050633,55,0.0,316,4.295860988708258,2.668980919990296,0.8300000000000001,2.0,2.0,3.875,5.0,8.0,8.375,11.700000000000045,25.0,639,2.6471517996870113,1.997090052438221,0.876,1.0,2.0,2.0,3.0,4.0,5.0,8.620000000000005,33.0,43,_蔬菜,鲜豆类（豌豆/荷兰豆/扁豆/豇豆等）,鲜菜,13,蔬菜,鲜豆类（豌豆/荷兰豆/扁豆/豇豆等）,1,斤/月,元/斤,1
pooled_2023_2024,shucai_1,3565,0.001584786053882726,0.00792393026941363,83,0.0,631,3.8298633099266026,2.545759333667629,0.5499999999999999,1.75,2.0,3.0,5.0,7.0,8.0,11.828571428571454,30.0,1086,2.822863720073665,2.3238396229929963,0.8,1.0,2.0,2.0,3.0,5.0,6.0,14.150000000000091,33.0,43,_蔬菜,鲜豆类（豌豆/荷兰豆/扁豆/豇豆等）,鲜菜,13,蔬菜,鲜豆类（豌豆/荷兰豆/扁豆/豇豆等）,1,斤/月,元/斤,1
2023,shucai_2,1762,0.0012422360248447205,0.012422360248447204,187,0.0,805,2.4532531177474994,1.1755531402196906,0.4,1.3333333333333333,1.8823529411764706,2.3333333333333335,3.0,3.6866666666666674,4.0915750915750895,6.0,15.0,543,2.88395211786372,2.8822887983788625,0.6419999999999999,1.2,2.0,2.0,3.0,4.0,6.0,16.0,40.0,44,_蔬菜,茄果类（西红柿/茄子/青椒等）,鲜菜,13,蔬菜,茄果类（西红柿/茄子/青椒等）,1,斤/月,元/斤,1
2024,shucai_2,1803,0.0,0.003076923076923077,136,0.0,650,3.723442320775337,2.461293423627598,0.8943333333333333,2.0,2.3392857142857144,3.0,4.271978021978022,6.0,8.0,12.0,40.0,681,3.1822907488986782,2.1602650390334452,1.0,1.5,2.0,3.0,3.5,5.0,7.0,12.0,27.5,44,_蔬菜,茄果类（西红柿/茄子/青椒等）,鲜菜,13,蔬菜,茄果类（西红柿/茄子/青椒等）,1,斤/月,元/斤,1
pooled_2023_2024,shucai_2,3565,0.0006872852233676976,0.008247422680412371,256,0.0,1455,3.020691593326946,1.966517266382967,0.5,1.5,2.0,2.6,3.5,5.0,6.0,10.0,40.0,1224,3.04993954248366,2.5096688450462348,0.8023,1.5,2.0,2.5,3.0,5.0,6.4249999999999545,13.769999999999982,40.0,44,_蔬菜,茄果类（西红柿/茄子/青椒等）,鲜菜,13,蔬菜,茄果类（西红柿/茄子/青椒等）,1,斤/月,元/斤,1
2023,shucai_3,1762,0.0,0.0,50,0.0,257,3.23235573213529,1.6954478562031448,0.9266666666666667,1.5,2.0,3.0,4.0,5.0,6.0,8.439999999999998,14.0,25,2.9292000000000002,3.727340338632897,0.4908,1.0,1.5,2.5,3.0,3.0,5.3999999999999915,16.639999999999972,20.0,45,_蔬菜,花菜类（西兰花/菜花/芥蓝等）,鲜菜,13,蔬菜,花菜类（西兰花/菜花/芥蓝等）,1,斤/月,元/斤,1
2024,shucai_3,1803,0.0,0.0,49,0.0,263,4.925770255804276,2.593193986233628,1.5,2.5,3.0,4.5,6.0,7.900000000000006,8.96666666666666,15.379999999999995,20.0,36,3.658888888888889,2.893996522633687,0.7675000000000001,1.0,2.0,3.0,4.0,5.5,6.875,14.174999999999986,17.5,45,_蔬菜,花菜类（西兰花/菜花/芥蓝等）,鲜菜,13,蔬菜,花菜类（西兰花/菜花/芥蓝等）,1,斤/月,元/斤,1
pooled_2023_2024,shucai_3,3565,0.0,0.0,77,0.0,520,4.088832693144797,2.3517664278822874,1.0,2.0,2.5,3.5009727626459144,5.0,6.666666666666667,8.0,13.404999999999973,20.0,61,3.3598360655737705,3.2517223599211125,0.582,1.0,2.0,3.0,4.0,5.0,6.5,18.499999999999996,20.0,45,_蔬菜,花菜类（西兰花/菜花/芥蓝等）,鲜菜,13,蔬菜,花菜类（西兰花/菜花/芥蓝等）,1,斤/月,元/斤,1
2023,shucai_4,1762,0.0015360983102918587,0.009216589861751152,114,0.0,651,2.0271584733552888,1.5747562755711066,0.5,1.0,1.1666666666666667,1.6666666666666667,2.3875,3.3333333333333335,4.133333333333333,8.10377358490566,20.0,151,2.7833443708609273,4.164938443796991,0.5,1.0,1.2,2.0,2.4,4.0,7.0,24.5,30.0,46,_蔬菜,根茎类（萝卜/胡萝卜/藕/莴笋/竹笋/洋葱等）,鲜菜,13,蔬菜,根茎类（萝卜/胡萝卜/藕/莴笋/竹笋/洋葱等）,1,斤/月,元/斤,1
2024,shucai_4,1803,0.0016286644951140066,0.006514657980456026,125,0.0,614,3.5086394220326707,2.416245285960258,0.5,1.5,2.0,3.0,4.0,6.0,8.076086956521744,12.0,20.0,179,3.304932960893855,2.916182313850652,0.478,1.0,1.5,2.0,4.0,6.0,10.0,14.429999999999993,20.0,46,_蔬菜,根茎类（萝卜/胡萝卜/藕/莴笋/竹笋/洋葱等）,鲜菜,13,蔬菜,根茎类（萝卜/胡萝卜/藕/莴笋/竹笋/洋葱等）,1,斤/月,元/斤,1
pooled_2023_2024,shucai_4,3565,0.0015810276679841897,0.007905138339920948,191,0.0,1265,2.7462330207765633,2.1576065713682944,0.5,1.0,1.5,2.0,3.0,5.0,7.0,11.339999999999975,20.0,330,3.066266666666667,3.546488050308752,0.5,1.0,1.5,2.0,3.1500000000000004,5.0,8.550000000000011,20.0,30.0,46,_蔬菜,根茎类（萝卜/胡萝卜/藕/莴笋/竹笋/洋葱等）,鲜菜,13,蔬菜,根茎类（萝卜/胡萝卜/藕/莴笋/竹笋/洋葱等）,1,斤/月,元/斤,1
2023,shucai_5,1762,0.0017699115044247787,0.007079646017699115,107,0.0,565,2.072305355733524,1.1538912959646719,0.5,1.0,1.5,2.0,2.5,3.0,3.9666666666666592,6.0,12.0,584,2.2548116438356165,2.379160373135695,0.583,1.0,1.3,2.0,2.0,3.0,4.5,14.169999999999959,30.0,47,_蔬菜,瓜类（黄瓜/南瓜/西葫芦/角瓜/冬瓜/苦瓜等）,鲜菜,13,蔬菜,瓜类（黄瓜/南瓜/西葫芦/角瓜/冬瓜/苦瓜等）,1,斤/月,元/斤,1
2024,shucai_5,1803,0.0,0.007590132827324478,126,0.0,527,3.0669170634359464,1.9303843343843006,0.763,1.5,2.0,2.6,3.8350168350168348,5.0,6.0,8.826666666666673,20.0,749,2.7579145527369824,2.5434792627557794,0.8,1.0,2.0,2.0,3.0,4.5,5.0,12.0,35.0,47,_蔬菜,瓜类（黄瓜/南瓜/西葫芦/角瓜/冬瓜/苦瓜等）,鲜菜,13,蔬菜,瓜类（黄瓜/南瓜/西葫芦/角瓜/冬瓜/苦瓜等）,1,斤/月,元/斤,1
pooled_2023_2024,shucai_5,3565,0.0009157509157509158,0.007326007326007326,189,0.0,1092,2.5523056945239784,1.6529181565780775,0.5,1.0,1.6,2.0,3.0,4.0,5.0,8.029999999999973,20.0,1333,2.5375003750937735,2.48450142508887,0.7,1.0,1.5,2.0,3.0,4.0,5.0,12.680000000000064,35.0,47,_蔬菜,瓜类（黄瓜/南瓜/西葫芦/角瓜/冬瓜/苦瓜等）,鲜菜,13,蔬菜,瓜类（黄瓜/南瓜/西葫芦/角瓜/冬瓜/苦瓜等）,1,斤/月,元/斤,1
2023,shucai_6,1762,0.0,0.004338394793926247,101,0.0,461,2.390002133356253,1.3010155866952353,0.5,1.0,1.5,2.0,3.0,4.0,5.0,6.099999999999994,13.0,502,2.625760956175299,3.3398615528558953,0.601,1.0,1.5,2.0,2.5,3.7700000000000102,5.974999999999994,16.0,40.0,48,_蔬菜,叶菜类（菠菜/油菜/小白菜/芹菜/韭菜/蒜苗/白菜/生菜/卷心菜等）,鲜菜,13,蔬菜,叶菜类（菠菜/油菜/小白菜/芹菜/韭菜/蒜苗/白菜/生菜/卷心菜等）,1,斤/月,元/斤,1
2024,shucai_6,1803,0.0,0.00859106529209622,138,0.0,582,3.097390804438012,1.7323367252001531,0.7430000000000002,1.5,2.0,2.8333333333333335,4.0,5.0,6.0,10.0,20.0,716,2.5512653631284916,2.1031667796231703,1.0,1.0,1.5,2.0,3.0,4.0,5.0,10.0,29.0,48,_蔬菜,叶菜类（菠菜/油菜/小白菜/芹菜/韭菜/蒜苗/白菜/生菜/卷心菜等）,鲜菜,13,蔬菜,叶菜类（菠菜/油菜/小白菜/芹菜/韭菜/蒜苗/白菜/生菜/卷心菜等）,1,斤/月,元/斤,1
pooled_2023_2024,shucai_6,3565,0.0,0.006711409395973154,188,0.0,1043,2.784729081169852,1.5950118712129202,0.5,1.2885714285714287,2.0,2.5,3.3333333333333335,4.733333333333339,5.331249999999999,9.053333333333285,20.0,1218,2.5819688013136286,2.681810816940494,0.7033999999999999,1.0,1.5,2.0,3.0,4.0,5.574999999999932,15.0,40.0,48,_蔬菜,叶菜类（菠菜/油菜/小白菜/芹菜/韭菜/蒜苗/白菜/生菜/卷心菜等）,鲜菜,13,蔬菜,叶菜类（菠菜/油菜/小白菜/芹菜/韭菜/蒜苗/白菜/生菜/卷心菜等）,1,斤/月,元/斤,1
2023,shucai_7,1762,0.0,0.0,60,0.0,255,7.546898775196353,11.718155464564894,1.5,2.3333333333333335,3.0,5.0,7.5,13.2,20.0,44.60000000000008,150.0,10,3.45,2.55440795488896,0.635,1.85,2.5,3.0,3.0,5.499999999999998,7.749999999999995,9.55,10.0,49,_蔬菜,菌藻类（各类菌菇/海藻/海带等）,鲜菜,13,蔬菜,菌藻类（各类菌菇/海藻/海带等）,1,斤/月,元/斤,1
2024,shucai_7,1803,0.0,0.0,84,0.0,383,15.839566679424188,23.598863732091694,2.0,4.0,6.0,9.0,15.727272727272727,30.0,50.0,103.60000000000014,250.0,20,18.53,41.09856060995964,1.0,1.9000000000000001,2.75,5.0,12.0,34.00000000000006,75.50000000000009,159.09999999999985,180.0,49,_蔬菜,菌藻类（各类菌菇/海藻/海带等）,鲜菜,13,蔬菜,菌藻类（各类菌菇/海藻/海带等）,1,斤/月,元/斤,1
pooled_2023_2024,shucai_7,3565,0.0,0.0,110,0.0,638,12.525099100148173,20.13078661780109,1.574,3.0,5.0,7.0,13.0,25.0,38.299999999999955,92.59999999999991,250.0,30,13.503333333333334,34.07269594844826,0.645,1.9000000000000004,2.5,3.3,7.5,16.50000000000002,51.999999999999886,148.10000000000008,180.0,49,_蔬菜,菌藻类（各类菌菇/海藻/海带等）,鲜菜,13,蔬菜,菌藻类（各类菌菇/海藻/海带等）,1,斤/月,元/斤,1
2023,shucai_8,1762,0.0,0.003067484662576687,219,0.0,978,6.455131376750021,6.120423919534096,0.7885,2.0,3.0,5.0,7.666666666666667,12.0,15.0,33.48666666666668,80.0,564,4.393484042553191,5.463025849576171,0.889,1.2300000000000004,2.0,3.0,5.0,9.849999999999994,12.0,23.700000000000045,80.0,50,_蔬菜,辣椒和葱姜蒜类,鲜菜,13,蔬菜,辣椒和葱姜蒜类（辣椒/大蒜/大葱/姜等）,1,斤/月,元/斤,1
2024,shucai_8,1803,0.0009861932938856016,0.0019723865877712033,202,0.0,1014,7.70279726855428,5.581367216701752,1.3711111111111112,3.3333333333333335,5.0,7.0,8.666666666666666,11.0,15.0,31.74000000000001,71.55555555555556,583,5.334939965694683,3.483451655260055,1.0,2.0,3.0,5.0,7.0,8.800000000000068,10.0,17.17999999999995,31.0,50,_蔬菜,辣椒和葱姜蒜类,鲜菜,13,蔬菜,辣椒和葱姜蒜类（辣椒/大蒜/大葱/姜等）,1,斤/月,元/斤,1
pooled_2023_2024,shucai_8,3565,0.000502008032128514,0.0025100401606425703,336,0.0,1992,7.090238412035924,5.88392742857902,1.0,2.5,4.0,6.0,8.0,12.0,15.0,33.39333333333328,80.0,1147,4.872009590235397,4.587606437784924,1.0,1.5,2.0,4.0,6.0,9.0,11.0,20.0,80.0,50,_蔬菜,辣椒和葱姜蒜类,鲜菜,13,蔬菜,辣椒和葱姜蒜类（辣椒/大蒜/大葱/姜等）,1,斤/月,元/斤,1
2023,shucai_9,1762,0.0,0.0,17,0.0,26,8.628205128205128,8.80931422382112,1.4375,2.0,3.0,6.125,8.5625,20.5,29.0,33.75,35.0,31,8.903225806451612,14.746422930572411,1.0,1.0,2.0,5.0,7.25,15.0,45.0,60.0,60.0,51,_蔬菜,其他新鲜或冷冻蔬菜,鲜菜,13,蔬菜,其他新鲜或冷冻蔬菜（罐装菜/干菜/发酵菜/腌制菜除外）,1,斤/月,元/斤,1
2024,shucai_9,1803,0.0,0.0,18,0.0,25,8.985686274509803,8.329632482720553,1.24,2.2,3.0,6.0,10.0,21.000000000000007,28.59999999999998,30.0,30.0,15,5.09,4.877433458578102,1.119,1.9100000000000001,2.0,3.0,6.0,9.2,12.99999999999999,18.599999999999994,20.0,51,_蔬菜,其他新鲜或冷冻蔬菜,鲜菜,13,蔬菜,其他新鲜或冷冻蔬菜（罐装菜/干菜/发酵菜/腌制菜除外）,1,斤/月,元/斤,1
pooled_2023_2024,shucai_9,3565,0.0,0.0,27,0.0,51,8.803440984236833,8.493427828462375,1.125,2.0,3.0,6.0,10.0,23.0,30.0,32.5,35.0,46,7.659782608695653,12.475529913328632,1.0,1.0,2.0,4.0,6.875,12.5,27.5,60.0,60.0,51,_蔬菜,其他新鲜或冷冻蔬菜,鲜菜,13,蔬菜,其他新鲜或冷冻蔬菜（罐装菜/干菜/发酵菜/腌制菜除外）,1,斤/月,元/斤,1
2023,xiancai_1,1762,0.0,0.0,42,0.0,197,6.860773972717837,6.203835250558546,1.0,2.0,3.0,5.0,10.0,12.5,20.0,25.59999999999988,50.0,218,4.517339449541284,2.8816641512425383,1.0,1.5,2.0,4.0,6.0,8.600000000000023,10.0,12.0,15.0,52,蔬菜制品,咸菜（泡菜/榨菜/酸豆角等）,蔬菜制品,14,蔬菜,咸菜（泡菜/榨菜/酸豆角等）,1,斤/月,元/斤,1
2024,xiancai_1,1803,0.0,0.0,57,0.0,218,10.122370855970013,10.251269282997301,1.0425,2.0,4.521788990825688,7.142857142857143,12.0,20.0,30.0,40.0,100.0,317,4.8641955835962145,3.594830201388638,1.0,2.0,2.5,4.5,5.0,10.0,10.0,18.3599999999999,30.0,52,蔬菜制品,咸菜（泡菜/榨菜/酸豆角等）,蔬菜制品,14,蔬菜,咸菜（泡菜/榨菜/酸豆角等）,1,斤/月,元/斤,1
pooled_2023_2024,xiancai_1,3565,0.0,0.0,71,0.0,415,8.574094745125004,8.715669877352948,1.0,2.0,3.3333333333333335,6.0,10.0,19.200000000000045,21.42857142857143,40.0,100.0,535,4.722859813084113,3.3242700543380197,1.0,2.0,2.5,4.0,5.25,10.0,10.0,15.0,30.0,52,蔬菜制品,咸菜（泡菜/榨菜/酸豆角等）,蔬菜制品,14,蔬菜,咸菜（泡菜/榨菜/酸豆角等）,1,斤/月,元/斤,1
2023,xiancai_2,1762,0.0,0.0017064846416382253,87,0.0,586,5.6819080671260815,4.429898975569966,0.8,2.5,3.3333333333333335,5.0,6.666666666666667,9.0,10.0,23.299999999999955,50.0,110,9.009818181818181,4.302510251243071,3.0,3.95,6.0,9.0,12.0,15.0,15.0,16.819999999999993,30.0,53,蔬菜制品,干菜（脱水蔬菜/金针菜/粉条/粉皮等）,蔬菜制品,14,蔬菜,干菜（脱水蔬菜/金针菜/粉条/粉皮等）,1,斤/月,元/斤,1
2024,xiancai_2,1803,0.0,0.0,49,0.0,221,10.875034365864815,14.586594753936446,1.4400000000000002,3.0,5.0,7.0,10.0,20.0,30.0,69.00000000000006,130.0,44,10.227272727272727,6.087973796522606,1.43,4.0,5.0,10.0,12.75,15.700000000000003,19.700000000000003,28.550000000000004,35.0,53,蔬菜制品,干菜（脱水蔬菜/金针菜/粉条/粉皮等）,蔬菜制品,14,蔬菜,干菜（脱水蔬菜/金针菜/粉条/粉皮等）,1,斤/月,元/斤,1
pooled_2023_2024,xiancai_2,3565,0.0,0.0012391573729863693,106,0.0,807,7.104065331092947,8.81411542050778,1.0085714285714287,2.5,3.75,5.0,7.5,11.099999999999994,16.0,40.0,130.0,154,9.357662337662337,4.889681250849808,2.0,4.0,5.91,10.0,12.0,15.0,15.0,24.69999999999999,35.0,53,蔬菜制品,干菜（脱水蔬菜/金针菜/粉条/粉皮等）,蔬菜制品,14,蔬菜,干菜（脱水蔬菜/金针菜/粉条/粉皮等）,1,斤/月,元/斤,1
2023,shuiguo_1,1762,0.001467351430667645,0.005135730007336757,219,0.0,1363,1.8225923995329087,1.3289451588632935,0.5,1.0,1.0,1.5,2.0,3.0,4.0,6.315324675324666,25.0,54,4.044259259259259,9.599876100193354,0.453,0.7160000000000001,1.0,1.5,2.95,8.0,13.499999999999943,42.08999999999995,67.0,54,水果干果,瓜果类（西瓜/甜瓜/哈密瓜等）,鲜果,15,水果,瓜果类（西瓜/甜瓜/哈密瓜等）,1,斤/月,元/斤,1
2024,shuiguo_1,1803,0.0,0.008686210640608035,151,0.0,921,2.3423273739340447,1.8000655905626608,0.5,1.0,1.5,2.0,3.0,4.0,5.0,9.666666666666591,20.0,95,1.8442105263157893,1.9388917535032513,0.594,0.8,1.0,1.5,2.0,3.0,4.0,5.78000000000003,18.0,54,水果干果,瓜果类（西瓜/甜瓜/哈密瓜等）,鲜果,15,水果,瓜果类（西瓜/甜瓜/哈密瓜等）,1,斤/月,元/斤,1
pooled_2023_2024,shuiguo_1,3565,0.0008756567425569177,0.006567425569176883,292,0.0,2284,2.032170294201668,1.5570482751710153,0.5,1.0,1.2,1.6666666666666667,2.25,3.3333333333333335,4.5,7.5,25.0,149,2.6415436241610735,6.0428506702338955,0.5,0.8,1.0,1.5,2.0,4.0,6.799999999999983,20.0,67.0,54,水果干果,瓜果类（西瓜/甜瓜/哈密瓜等）,鲜果,15,水果,瓜果类（西瓜/甜瓜/哈密瓜等）,1,斤/月,元/斤,1
2023,shuiguo_2,1762,0.0,0.0,22,0.0,62,4.801979472140762,3.045822099280061,2.175,2.8714285714285714,3.0,4.0,5.681818181818182,6.666666666666667,9.899999999999991,17.35181818181819,21.030303030303035,2,5.5,0.7071067811865476,5.01,5.1,5.25,5.5,5.75,5.9,5.95,5.99,6.0,55,水果干果,柑橘类（橘/柑/橙/柚等）,鲜果,15,水果,柑橘类（橘/柑/橙/柚等）,1,斤/月,元/斤,1
2024,shuiguo_2,1803,0.0,0.004975124378109453,43,0.0,201,4.236621518172265,2.7313000176296396,1.0,2.0,3.0,3.3333333333333335,5.0,6.0,8.0,16.666666666666668,20.0,18,3.138888888888889,2.0494300180032523,1.085,1.85,2.0,3.0,3.375,4.600000000000001,6.599999999999994,9.319999999999993,10.0,55,水果干果,柑橘类（橘/柑/橙/柚等）,鲜果,15,水果,柑橘类（橘/柑/橙/柚等）,1,斤/月,元/斤,1
pooled_2023_2024,shuiguo_2,3565,0.0,0.0038022813688212928,50,0.0,263,4.369899819107804,2.8128957835865345,1.155,2.4200000000000004,3.0,3.3333333333333335,5.0,6.666666666666667,8.299999999999994,17.93333333333332,21.030303030303035,20,3.375,2.0766559657295187,1.095,1.9500000000000002,2.0,3.0,3.625,6.0,6.200000000000003,9.239999999999995,10.0,55,水果干果,柑橘类（橘/柑/橙/柚等）,鲜果,15,水果,柑橘类（橘/柑/橙/柚等）,1,斤/月,元/斤,1
2023,shuiguo_3,1762,0.0,0.0,73,0.0,346,7.407508533525356,4.637069230254468,1.725,2.8,4.0,6.0,10.0,13.166666666666668,15.689999999999998,23.21363636363641,30.0,65,8.598461538461539,8.351244149595548,0.964,2.0,4.0,6.0,10.0,15.600000000000001,25.799999999999997,37.19999999999999,50.0,56,水果干果,浆果类（葡萄/草莓等）,鲜果,15,水果,浆果类（葡萄/草莓等）,1,斤/月,元/斤,1
2024,shuiguo_3,1803,0.0,0.0018181818181818182,109,0.0,550,8.031551379032262,4.613108135484352,1.098,3.3333333333333335,5.0,7.0,10.0,12.820000000000006,15.0,29.019999999999982,32.0,51,6.117647058823529,3.6298598255223546,1.25,2.0,4.0,5.0,8.0,10.0,12.5,17.0,18.0,56,水果干果,浆果类（葡萄/草莓等）,鲜果,15,水果,浆果类（葡萄/草莓等）,1,斤/月,元/斤,1
pooled_2023_2024,shuiguo_3,3565,0.0,0.0011160714285714285,146,0.0,896,7.790570548066425,4.629777678758914,1.4850000000000003,3.0,5.0,7.0,10.0,13.0,15.0,28.033333333333303,32.0,116,7.507758620689655,6.787612128782449,1.0,2.0,4.0,6.0,10.0,15.0,18.5,29.69999999999999,50.0,56,水果干果,浆果类（葡萄/草莓等）,鲜果,15,水果,浆果类（葡萄/草莓等）,1,斤/月,元/斤,1
2023,shuiguo_7,1762,0.0,0.0014005602240896359,144,0.0,714,4.04897929990241,2.307551979261536,1.0,2.0,2.5,3.5,5.0,6.666666666666667,8.0,11.956666666666669,21.030303030303035,144,6.459006944444444,12.45730381064541,1.0,1.5,2.1500000000000004,3.0,5.0,11.400000000000034,20.0,70.37999999999977,104.0,57,水果干果,核果类（苹果/梨/桃/鲜枣等）,鲜果,15,水果,核果类（苹果/梨/桃/鲜枣/杏/杨梅/石榴/樱桃/枇杷/李子等）,1,斤/月,元/斤,1
2024,shuiguo_7,1803,0.0,0.0011876484560570072,200,0.0,842,4.784775483801892,3.3947951887098933,0.8136666666666668,2.0,3.0,4.0,5.867788461538462,8.0,8.881944444444436,13.995875000000005,64.0,222,3.7995495495495497,3.240750817252799,1.0,2.0,2.0,3.0,5.0,6.0,8.0,15.789999999999992,35.0,57,水果干果,核果类（苹果/梨/桃/鲜枣等）,鲜果,15,水果,核果类（苹果/梨/桃/鲜枣/杏/杨梅/石榴/樱桃/枇杷/李子等）,1,斤/月,元/斤,1
pooled_2023_2024,shuiguo_7,3565,0.0,0.0012853470437017994,263,0.0,1556,4.447141502243903,2.967993794591148,0.9400000000000001,2.0,3.0,4.0,5.0,7.5,8.323333333333334,13.40500000000004,64.0,366,4.845893442622951,8.297578078207934,1.0,1.775,2.0,3.0,5.0,7.0,12.75,31.750000000000114,104.0,57,水果干果,核果类（苹果/梨/桃/鲜枣等）,鲜果,15,水果,核果类（苹果/梨/桃/鲜枣/杏/杨梅/石榴/樱桃/枇杷/李子等）,1,斤/月,元/斤,1
2023,shuiguo_6,1762,0.006472491909385114,0.009708737864077669,81,0.0,309,8.788116108420708,6.326421071954774,1.1783529411764706,3.3333333333333335,5.0,8.0,10.0,14.0,19.45989333333331,36.13333333333344,62.5,47,6.074468085106383,3.357306638227991,1.23,3.0,4.0,5.0,7.75,10.0,10.0,16.319999999999993,20.0,58,水果干果,干果（花生/瓜子/核桃等）,干果,16,水果,干果（花生/瓜子/南瓜子/西瓜子/核桃/杏仁/开心果等）,1,斤/月,元/斤,1
2024,shuiguo_6,1803,0.0,0.0,71,0.0,392,9.39958473946871,8.340994319268663,1.9100000000000001,4.0,6.0,8.0,10.666666666666666,15.0,16.896634615384613,28.86249999999997,141.5,40,8.525,3.948303757831021,2.39,4.9,6.0,8.0,10.0,15.100000000000001,16.0,17.22,18.0,58,水果干果,干果（花生/瓜子/核桃等）,干果,16,水果,干果（花生/瓜子/南瓜子/西瓜子/核桃/杏仁/开心果等）,1,斤/月,元/斤,1
pooled_2023_2024,shuiguo_6,3565,0.0028530670470756064,0.0042796005706134095,119,0.0,701,9.13005006472715,7.520885303464384,1.1764705882352942,4.0,5.5,8.0,10.0,15.0,17.5,30.0,141.5,87,7.2011494252873565,3.8219529359810696,1.43,3.0,5.0,6.0,10.0,12.0,15.700000000000003,18.28,20.0,58,水果干果,干果（花生/瓜子/核桃等）,干果,16,水果,干果（花生/瓜子/南瓜子/西瓜子/核桃/杏仁/开心果等）,1,斤/月,元/斤,1
2023,shuiguo_4,1762,0.0,0.0,54,0.0,109,9.623732245692953,7.384868268662541,1.3599999999999999,3.5,6.0,8.5,11.428571428571429,15.0,17.085714285714285,40.733333333333356,60.0,14,10.714285714285714,8.333699625649428,2.26,4.0,5.25,9.0,10.0,23.60000000000001,27.4,29.479999999999997,30.0,59,水果制品,罐头/果脯/糖渍水果,水果制品,17,水果,罐头/果脯/糖渍水果,1,斤/月,元/斤,1
2024,shuiguo_4,1803,0.0,0.0,28,0.0,38,9.03251638712165,5.362882921105043,2.951488095238095,4.3125,5.0,8.416666666666668,10.0,15.0,18.299999999999997,26.300000000000026,30.0,1,50.0,,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,59,水果制品,罐头/果脯/糖渍水果,水果制品,17,水果,罐头/果脯/糖渍水果,1,斤/月,元/斤,1
pooled_2023_2024,shuiguo_4,3565,0.0,0.0,65,0.0,147,9.470900935313978,6.906372873323016,1.4866666666666666,3.8880952380952385,5.25,8.5,11.181818181818182,15.0,17.39285714285714,36.29999999999991,60.0,15,13.333333333333334,12.93757907728306,2.2800000000000002,4.0,5.5,10.0,14.0,28.4,35.99999999999998,47.19999999999999,50.0,59,水果制品,罐头/果脯/糖渍水果,水果制品,17,水果,罐头/果脯/糖渍水果,1,斤/月,元/斤,1
2023,shuiguo_5,1762,0.013513513513513514,0.013513513513513514,30,,74,10.999659988173502,8.878122004164586,1.4825,5.0,6.0,8.574324324324323,12.0,20.0,26.69999999999999,45.39999999999992,60.0,0,,,,,,,,,,,,60,水果制品,其他水果干（不含果脯）,水果制品,17,水果,其他除果脯以外的水果干（苹果干/草莓干/香蕉干/干枣等）,1,斤/月,元/斤,1
2024,shuiguo_5,1803,0.02,0.02,28,0.0,50,18.793166666666664,13.236579187984077,2.4755,7.416666666666667,10.0,15.0,23.75,30.22666666666667,42.766666666666644,62.74999999999995,75.0,2,52.5,38.890872965260115,25.55,30.5,38.75,52.5,66.25,74.5,77.25,79.45,80.0,60,水果制品,其他水果干（不含果脯）,水果制品,17,水果,其他除果脯以外的水果干（苹果干/草莓干/香蕉干/干枣等）,1,斤/月,元/斤,1
pooled_2023_2024,shuiguo_5,3565,0.016129032258064516,0.016129032258064516,47,0.0,124,14.14220300369494,11.459169968539713,0.5241666666666667,5.0,7.107142857142858,10.0,15.885416666666668,30.0,31.92666666666665,57.69999999999996,75.0,2,52.5,38.890872965260115,25.55,30.5,38.75,52.5,66.25,74.5,77.25,79.45,80.0,60,水果制品,其他水果干（不含果脯）,水果制品,17,水果,其他除果脯以外的水果干（苹果干/草莓干/香蕉干/干枣等）,1,斤/月,元/斤,1
2023,tiaoliao_1,1762,0.0008038585209003215,0.007234726688102894,127,0.0,1244,2.566623067262327,8.129039915323187,0.5,1.0,1.25,2.0,2.5,3.75,5.0,10.940476190476165,260.0,1,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,61,调料,盐,调料,18,未纳入原六类,盐,1,斤/月,元/斤,1
