item_order	analytic_family	item_name	quantity_unit	price_unit	participation_total	quantity_household_mean_all	quantity_consumer_p50	quantity_household_mean_winsor_p99	quantity_household_mean_excl_top1pct_consumers	quantity_consumer_mean	quantity_consumer_mean_excl_top1pct_consumers	quantity_consumer_p90	quantity_consumer_p99	quantity_consumer_max	quantity_percap_mean_all	purchase_quantity_share	own_quantity_share	gift_quantity_share	purchase_uv_n	purchase_uv_p10	purchase_uv_p50	purchase_uv_p90	purchase_uv_p99	community_low_n	community_low_p10	community_low_p50	community_low_p90	community_high_p50	community_mid_p50	top1pct_quantity_share	low_share_lt_0_5
25	畜禽肉	活禽（鸭/鹅/其他）	斤/月	元/斤	0.11977559607293127	2.5864745540774936	1.6600000000000001	0.681846223081701	0.6105727326245525	21.594336733691485	5.150803147259258	17.142857142857142	51.42857142857143	6480.0	0.6457607518853744	0.8245942453903099	0.1572083070428444	0.018197447566845666	84	8.0	13.0	22.700000000000003	31.700000000000017	6	10.5	19.5	25.0	17.0	21.75	0.7642673930737722	0.0
26	水产品	水产品（淡水鱼/海水鱼/虾/蟹/贝壳类）	斤/月	元/斤	0.6754558204768584	4.02399946106808	1.0	3.685930395519323	3.2883136501595613	5.957457673881938	4.884863752230318	17.142857142857142	59.98846153846151	343.9285714285714	1.6588101066631047	0.7230549136347136	0.13589497897980052	0.14105010738548596	1163	5.0	10.0	25.758241758241756	57.088888888888754	155	4.988	9.0	21.599999999999994	25.0	20.445	0.1885550734451821	0.0
27	肉制品	腊肉/熏肉/精肉火腿/香肠（不含淀粉火腿肠）	斤/月	元/斤	0.38064516129032255	4.5080904252481355	0.8350000000000001	2.4370585679049217	1.8931325808451234	11.843288405312899	5.005594783753561	15.012000000000004	140.40000000000094	1628.5714285714284	1.9190029538382174	0.16004301331360316	0.7513251590767664	0.08863182760963047	222	7.5	15.0	31.933333333333337	50.0	79	7.3718	10.83	25.84	22.0	17.5	0.5817080091082533	0.0
28	肉制品	含淀粉的火腿肠	斤/月	元/斤	0.28246844319775594	0.7515742360870548	0.24	0.3411434606913422	0.28945876121683617	2.6607369927014397	1.0328679090006385	3.428571428571429	17.0399999999999	750.0	0.26860106305988624	0.9466239249060103	0.016184721588396764	0.037191353505592925	551	5.0	12.0	28.333333333333336	67.5	178	4.85	9.7	17.113000000000003	16.667	13.59125	0.6160517395041253	0.0
29	肉制品	肉干/肉脯	斤/月	元/斤	0.050771388499298735	0.35594362778113386	0.25	0.056468921135258206	0.04758915269496626	7.010712889722333	0.9472634136992445	2.142857142857143	15.875776397515356	1071.4285714285713	0.12005370062179721	0.9583411962515007	0.01928120415185947	0.022377599596640152	48	10.0	40.0	117.0000000000001	179.32000000000005	29	18.700000000000003	39.5	100.0	109.14	74.325	0.8663764399728618	0.0
30	水产制品	咸鱼虾酱等腌制水产品	斤/月	元/斤	0.07349228611500701	0.1998295070930759	0.3791044776119403	0.16639732917281908	0.12780722505445213	2.719054170942044	1.7577194426407667	6.240259740259751	45.98571428571387	107.14285714285714	0.07130992909757505	0.4432969442033877	0.5030828041177546	0.05362025167885767	84	7.15	15.0	32.33333333333334	68.87500000000006	30	9.9	11.0	20.0	26.0	20.0	0.3609568714347316	0.0
31	蛋类	鸡蛋	斤/月	元/斤	0.9408134642356242	6.805417293792246	0.5974878405817632	3.929301474506721	3.554465278808724	7.233545811678401	3.7803665359860252	12.857142857142858	42.857142857142854	6000.0	2.9394856032201586	0.43467347721998734	0.5383811943313336	0.02694532844867912	2139	4.0	6.0	10.0	20.0	244	4.4	5.5	7.3	5.675	6.0	0.4826818697195309	0.0
32	蛋类	鸭蛋/鹅蛋	斤/月	元/斤	0.1946704067321178	0.7075380262714097	0.8426966292134831	0.5767173490524156	0.4969329256244691	3.6345433193913195	2.573635151924107	8.571428571428571	41.130000000000095	214.28571428571428	0.2944667145135632	0.39852535440197306	0.47883288586802014	0.12264175973000661	196	5.0	8.0	15.092592592592592	30.166666666666707	22	6.1	10.555	15.0	11.325	13.22	0.299038126101759	0.0
33	蛋制品	咸蛋/松花蛋	斤/月	元/斤	0.27545582047685835	1.0076954069649209	0.3514705882352941	0.603899082672103	0.48504326333463255	3.6582832238594127	1.7740008242331466	4.989795918367343	42.857142857142854	642.8571428571428	0.38226618892167863	0.5794359323134117	0.30075419176788093	0.11980987591870738	329	6.0	11.25	20.0	32.399999999999906	84	7.7250000000000005	12.5	21.439	13.215	13.8	0.5200110173888701	0.0
34	奶类	液态牛奶/羊奶	斤/月	元/斤	0.5214586255259467	4.360533888482186	1.3636363636363635	4.224598538184985	3.9027820691485897	8.362185751715435	7.521339791957009	25.714285714285715	64.28571428571428	205.71428571428572	1.6346539032968372	0.8982791773306993	0.00836115028059038	0.09335967238871049	1316	3.3333333333333335	5.833333333333333	11.071428571428571	30.0	372	3.5	5.2	9.17	11.67	8.93	0.10974620828870948	0.0
35	奶类	酸奶	斤/月	元/斤	0.2841514726507714	1.6940982322408382	1.0	1.5871056455848576	1.4328411200888385	5.961954785724173	5.082153034726279	16.97142857142863	51.42857142857143	257.1428571428571	0.6516637135819492	0.9146875249520686	0.004755371562711546	0.08055710348521988	605	2.9166666666666665	6.9	15.0	49.933333333333394	269	3.96	9.146	14.146320000000001	13.8	12.395	0.15682574702059293	0.0037174721189591076
36	奶类	奶粉	斤/月	元/斤	0.12903225806451613	0.37910364354737225	0.2589137663489249	0.3182204383934797	0.26249964045382385	2.938053237492135	2.0538433406936547	5.785714285714302	39.991428571428415	137.775	0.1321570662584088	0.8026703074698031	0.0015855346096941417	0.19574415792050284	293	14.133333333333335	55.55555555555555	214.5000000000002	386.59999999999866	88	14.700000000000001	29.0	55.624999999999986	71.0	60.980000000000004	0.3085493037935061	0.0
37	油脂	大豆油	斤/月	元/斤	0.2914446002805049	2.798862699620953	1.2362637362637363	2.1333456480489894	1.711813561778278	9.603412439026657	5.918079181478599	17.528000000000006	138.32653061224065	857.1428571428571	1.1983426873929512	0.6765940198842216	0.2729980359669766	0.05040794414880165	715	4.5	6.5	11.0	18.77400000000001	222	4.5	5.574999999999999	10.0	7.0	6.5200000000000005	0.39027674746910795	0.0
38	油脂	菜籽油	斤/月	元/斤	0.4715287517531557	4.810388136210624	0.7263922518159805	2.7490746950935407	2.1297777023699154	10.201685726109979	4.541136591351238	12.857142857142858	132.00000000000077	3000.0	2.0420417816216103	0.47706628093920617	0.47660312914151987	0.04633058991927412	940	5.0	8.0	12.0	21.37250000000003	242	5.2	6.95	10.796000000000001	10.0	8.525	0.5593657684896306	0.0
39	油脂	花生油	斤/月	元/斤	0.21626928471248247	2.144867363109432	2.142857142857143	1.8371134059866063	1.3303813424794522	9.91757736638797	6.202052995018888	17.142857142857142	227.14285714285518	514.2857142857142	0.912328892273766	0.41561834953370635	0.541143594444698	0.0432380560215957	396	5.925531914893616	10.0	16.0625	30.0	138	5.7	10.165	17.31	15.99	13.649999999999999	0.3811291377115265	0.0
40	油脂	色拉油/调和油	斤/月	元/斤	0.09004207573632539	0.865813222817539	2.34375	0.6060122477290465	0.5493132993049835	9.615651524437778	6.170677157176802	20.0	51.082251082251126	800.0	0.3416633257575927	0.9755296409149424	0.005686461242959187	0.018783897842098496	227	5.533333333333333	8.0	18.30000000000001	42.66000000000008	227	5.0	6.58	12.0	9.15	7.9	0.3662640572621054	0.0
41	油脂	其他植物油	斤/月	元/斤	0.1273492286115007	1.1123061295727035	1.7573529411764706	1.0691484457418068	0.909213461616646	8.734298131997111	7.208908515267837	20.57951482479781	114.94285714285638	192.85714285714286	0.4113325855025176	0.7561687780225265	0.23661127450190525	0.007219947475568214	242	6.0	8.0	16.600000000000005	71.80000000000007	94	5.64	8.69	12.9	10.295	9.778749999999999	0.18373346753953612	0.0
42	油脂	动物油	斤/月	元/斤	0.108835904628331	1.0793114174998977	0.4829937845303867	0.39744405624964735	0.3403625154936397	9.916869080894683	3.1563305147730496	8.700000000000005	51.21428571428542	2142.8571428571427	0.4954309955300072	0.13287988939670417	0.8641226874455954	0.0029974231577005886	94	4.300000000000001	9.0	15.0	27.827999999999726	3	14.9	14.9	18.82	17.35	14.9	0.6850022926138899	0.0
43	鲜菜	鲜豆类（豌豆/荷兰豆/扁豆/豇豆等）	斤/月	元/斤	0.7085553997194951	5.809240609454402	1.150577467857921	5.154873909615686	4.720456885095041	8.198710519677332	6.68227876654054	21.428571428571427	64.28571428571428	728.5714285714286	2.4135431594885826	0.17146855365910207	0.8094995211360779	0.019031925204819923	631	1.75	3.0	7.0	11.828571428571454	109	2.0	3.48	8.0	4.0	3.98	0.19334895804883934	0.0
44	鲜菜	茄果类（西红柿/茄子/青椒等）	斤/月	元/斤	0.9172510518934082	9.474703532846625	1.610182340501935	8.788067588146165	8.149418648365456	10.329455074800677	8.892105859137102	30.0	77.14285714285714	728.5714285714286	3.848807561882919	0.2786355739987507	0.7050164233293851	0.01634800267186425	1455	1.5	2.6	5.0	10.0	174	1.0	2.0	3.710000000000005	3.5	2.75	0.14783800817419002	0.0
45	鲜菜	花菜类（西兰花/菜花/芥蓝等）	斤/月	元/斤	0.3935483870967742	1.2001018069464775	0.8695652173913043	1.073534283912479	0.969418432798226	3.0494390176508857	2.479420343251947	8.571428571428571	25.714285714285715	160.0	0.48608146185036133	0.8012422370639558	0.1742552690764253	0.024502493859618935	520	2.0	3.5009727626459144	6.666666666666667	13.404999999999973	87	1.5899999999999999	2.98	4.076000000000001	4.58	4.1850000000000005	0.19561863187450418	0.0
46	鲜菜	根茎类（萝卜/胡萝卜/藕/莴笋/竹笋/洋葱等）	斤/月	元/斤	0.6594670406732118	3.955101504631885	1.0	3.1544979439142935	2.8414273541269544	5.997421039563024	4.323805011157519	12.857142857142858	49.34545454545455	1166.0	1.6558144326369897	0.658479076265178	0.30481415530853634	0.03670676842628564	1265	1.0	2.0	5.0	11.339999999999975	163	0.99	1.3	2.4	3.5	2.5	0.2864156515024162	0.0
47	鲜菜	瓜类（黄瓜/南瓜/西葫芦/角瓜/冬瓜/苦瓜等）	斤/月	元/斤	0.8976157082748948	9.630205631697102	1.5297450424929178	9.115786950798757	8.421999246176176	10.728650961562552	9.392336911849883	30.0	85.71428571428571	432.85714285714283	3.9322652434287964	0.20360025932284292	0.7674139329937059	0.02898580768345122	1092	1.0	2.0	4.0	8.029999999999973	171	0.763	1.29	2.5	3.0	2.3815	0.13331008940036063	0.017543859649122806
48	鲜菜	叶菜类（菠菜/油菜/小白菜/芹菜/韭菜/蒜苗/白菜/生菜/卷心菜等）	斤/月	元/斤	0.8653576437587658	9.152159480347006	1.7403314917127073	8.253274687720277	7.46101017996845	10.576158362216232	8.633664039295512	27.25714285714282	98.57142857142857	1380.0	3.7868345954342693	0.29567280047109923	0.6842166304365658	0.02011056909233487	1043	1.2885714285714287	2.5	4.733333333333339	9.053333333333285	227	0.99	1.38	3.696000000000003	4.0	3.0	0.19187030706145486	0.0
49	鲜菜	菌藻类（各类菌菇/海藻/海带等）	斤/月	元/斤	0.441234221598878	0.8394705221282908	0.5	0.7906141458684138	0.7087008819444623	1.902550801899146	1.6154010468984565	4.285714285714286	18.959999999999905	66.42857142857143	0.3290021755892017	0.7726124512084108	0.07711377574312975	0.15027377304845935	638	3.0	7.0	25.0	92.59999999999991	93	2.82	4.0	6.0	9.3	7.0	0.15956527581782765	0.0
50	鲜菜	辣椒和葱姜蒜类	斤/月	元/斤	0.9130434782608695	4.889464114870688	0.6703910614525139	3.5545518567740015	3.187341918208834	5.355127363905991	3.4940073417484796	12.0	42.857142857142854	2151.4071962949765	1.9981488603645805	0.30188138143566384	0.6769491344012369	0.021169484163098995	1992	2.5	6.0	12.0	33.39333333333328	165	1.3	2.98	8.0	10.4	7.140000000000001	0.35415462774004197	0.0
51	鲜菜	其他新鲜或冷冻蔬菜	斤/月	元/斤	0.05217391304347826	0.2033883903038147	0.8427564765203943	0.1976660901635623	0.17667925424127728	3.8982774808231166	3.421240124248212	12.857142857142858	37.58571428571433	51.42857142857143	0.07661460139818067	0.23565203689763686	0.6572178509427837	0.10713011215957949	51	2.0	6.0	23.0	32.5	19	1.4	4.5	18.0	9.8	7.65	0.1318081863900908	0.0
52	蔬菜制品	咸菜（泡菜/榨菜/酸豆角等）	斤/月	元/斤	0.44516129032258067	1.8671417737554543	0.41208791208791207	1.3530067306779126	1.163729137546486	4.194303984523121	2.628946345736779	8.571428571428571	43.33714285714242	857.1428571428571	0.6942271175232796	0.1392122975463192	0.8320545075898611	0.028733194863819693	415	2.0	6.0	19.200000000000045	40.0	216	3.6	7.5	15.0	11.32	11.285	0.379529585776369	0.004629629629629629
53	蔬菜制品	干菜（脱水蔬菜/金针菜/粉条/粉皮等）	斤/月	元/斤	0.5225806451612903	1.4466618349412426	0.4273504273504274	1.1476596309741	0.9336655422995209	2.768303511307316	1.7954327619273867	4.771034482758614	41.08571428571395	257.1428571428571	0.5831238787649525	0.6298867864520146	0.3429250881576081	0.027188125390377356	807	2.5	5.0	11.099999999999994	40.0	154	3.98	6.0	10.0	8.0	8.4	0.35804659922576354	0.0
54	鲜果	瓜果类（西瓜/甜瓜/哈密瓜等）	斤/月	元/斤	0.8218793828892006	15.44741861554901	2.521028184043688	14.769273816980553	13.439774827348947	18.795238008338643	16.382622074027076	55.071428571428505	171.42857142857142	514.2857142857142	5.954197438640208	0.7689380745120492	0.18223011872630934	0.048831806761641415	2284	1.0	1.6666666666666667	3.3333333333333335	7.5	164	0.8	1.5	3.210000000000005	3.99	2.89	0.13728775825670916	0.0
55	鲜果	柑橘类（橘/柑/橙/柚等）	斤/月	元/斤	0.5845722300140253	3.1064531951459515	2.0	2.6999022344967827	2.419524397850178	5.314062207627312	4.156468475996622	10.767285714285718	50.017	507.0	1.218733193285523	0.960771080726706	0.024765968632577365	0.014462950640716624	263	2.4200000000000004	3.3333333333333335	6.666666666666667	17.93333333333332	82	3.5	4.9	8.5	7.45	6.720000000000001	0.2257176307291438	0.0
56	鲜果	浆果类（葡萄/草莓等）	斤/月	元/斤	0.5416549789621319	4.734173779605374	1.0	2.190545248248933	1.9796516893029263	8.740201721539698	3.672352296482927	12.5	39.57142857142863	8571.42857142857	1.4977266721217188	0.39563570235903966	0.5719309233043288	0.032433374336631196	896	3.0	7.0	13.0	28.033333333333303	105	2.994	6.8	9.996	10.0	9.4	0.584183906080794	0.0
57	鲜果	核果类（苹果/梨/桃/鲜枣等）	斤/月	元/斤	0.7842917251051893	6.857725265776377	1.6700000000000002	6.146022200258451	5.548365604727553	8.743844983008865	7.089800991301067	21.428571428571427	81.64285714285792	1071.4285714285713	2.790420966213328	0.638675281673849	0.3032185625730005	0.0581061557531505	1556	2.0	4.0	7.5	13.40500000000004	161	1.98	3.0	5.0	8.0	5.8	0.1972865979144239	0.0
58	干果	干果（花生/瓜子/核桃等）	斤/月	元/斤	0.6283309957924264	2.2478518564796564	0.7	1.4403708204329562	1.1782141374487523	3.5774963697990954	1.8823791045753184	4.771777173913072	41.81250000000034	2000.0	0.962835578607817	0.8146128078304168	0.15267924961698667	0.03270794255259632	701	4.0	8.0	15.0	30.0	150	5.0	8.9	13.9	17.45	13.39	0.4792304695069572	0.0
59	水果制品	罐头/果脯/糖渍水果	斤/月	元/斤	0.13071528751753156	0.5764845825091555	0.498	0.41202856167164786	0.322318328913161	4.4102307653329165	2.489052605056081	8.571428571428571	64.28571428571428	428.57142857142856	0.2526879917354824	0.5059708205439107	0.42583818856839184	0.06819099088769735	147	3.8880952380952385	8.5	15.0	36.29999999999991	76	5.0	7.847049999999999	10.625	12.0	9.875	0.4416741066258962	0.0
60	水果制品	其他水果干（不含果脯）	斤/月	元/斤	0.09621318373071529	0.27402762001835096	0.2571428571428571	0.12704304778833653	0.08915470203225208	2.848129636633881	0.9365188611706481	2.142857142857143	33.85714285714251	428.57142857142856	0.09783892306921863	0.9240511604556672	0.045488252222627756	0.030460587321705042	124	5.0	10.0	30.0	57.69999999999996	29	9.4	14.5	43.68	39.9	24.5	0.6750157203130659	0.0
61	调料	盐	斤/月	元/斤	0.9610098176718093	5.502054995187934	0.4650751766536922	4.043687708738993	2.8089933942364054	5.72528489721103	2.924136444014895	5.0	128.57142857142856	2750.0	2.2892261077159577	0.9644376899170423	0.0004915504213585066	0.03507075966159918	2534	1.0	2.0	4.0	12.0	304	1.0	2.0	3.0	2.5	2.5	0.4944769506284413	0.0
62	调料	味精/鸡精	斤/月	元/斤	0.7893408134642356	0.48769525783038176	0.083	0.375795286862231	0.32966917354746983	0.6178513127808496	0.41856739592957026	1.257441000000003	6.0	200.0	0.20487565908573555	0.9556929602973764	0.0003941737937743705	0.0439128659088492	2057	5.0	12.5	30.0	80.0	395	6.0	11.0	18.768	20.0	16.815	0.3295250928223947	0.0
63	调料	酱油类（生抽/老抽/味极鲜/蚝油等）	斤/月	元/斤	0.91781206171108	1.6233811046063353	0.27236363636363636	1.350012855070715	1.1756548777823044	1.7687511118342254	1.2820046398045999	4.285714285714286	20.011599999999998	500.0	0.6682180088927882	0.9642974238428679	0.0015594545598252723	0.03414312159730692	2422	3.3333333333333335	7.666666666666667	15.0	23.0	441	3.0	5.0	8.0	9.61	7.5	0.2825022820243008	0.0
