base_ssp,diet_pathway,group_system,group_code,group_name,covered_production_mt,emissions_mtco2e,covered_production_mt_baseline,emissions_mtco2e_baseline,covered_production_mt_change,covered_production_mt_change_percent,emissions_mtco2e_change,emissions_mtco2e_change_percent
SSP1,PTS,UN_REPORTING_AREA,035,South-eastern Asia,565.907469362156,611.6362051866275,568.0014768389879,613.2902835280496,-2.094007476831848,-0.3686623296272562,-1.6540783414220641,-0.2697056167116685
SSP1,PTS,UN_REPORTING_AREA,039,Southern Europe,120.68074359072581,109.97508577130574,120.19335067212388,108.98413368430259,0.4873929186019268,0.40550738944908904,0.9909520870031514,0.909262709628611
SSP1,PTS,UN_REPORTING_AREA,053,Australia and New Zealand,153.04590942182256,142.63321586387633,152.93905544544978,141.79505123376967,0.1068539763727756,0.06986703040734454,0.838164630106661,0.5911099314212409
SSP1,PTS,UN_REPORTING_AREA,054,Melanesia,3.4125567414436877,2.982179724057144,3.4092795307916615,2.9421216228481897,0.003277210652026241,0.09612619389016697,0.040058101208954255,1.3615379084898294
SSP1,PTS,UN_REPORTING_AREA,057,Micronesia,0.0033727652151715,0.0297175160537462,0.0033029328012159995,0.02893567223863219,6.983241395550066e-05,2.1142547595818906,0.0007818438151140118,2.7020067433241257
SSP1,PTS,UN_REPORTING_AREA,061,Polynesia,0.013602233345235536,0.19808046213335126,0.013433162423918128,0.19438671048175385,0.0001690709213174081,1.2586084793880792,0.00369375165159741,1.9002079115609805
SSP1,PTS,UN_REPORTING_AREA,143,Central Asia,73.64864016921939,94.65491747125576,73.55889185047671,94.20619677237914,0.08974831874267863,0.12200879660491104,0.44872069887661326,0.4763176035657235
SSP1,PTS,UN_REPORTING_AREA,145,Western Asia,224.0992986493224,141.1916459388463,223.73948857624447,140.4863530401972,0.3598100730779379,0.16081652611596997,0.7052928986491054,0.5020365917302261
SSP1,PTS,UN_REPORTING_AREA,151,Eastern Europe,775.2015839202313,251.06673591520115,774.6310556440342,249.63239613541273,0.5705282761971375,0.07365161415104904,1.4343397797884165,0.5745807843827944
SSP1,PTS,UN_REPORTING_AREA,154,Northern Europe,144.51124712496608,106.73831743324253,144.080616888891,105.92604205401345,0.4306302360750749,0.298881449409083,0.812275379229078,0.7668325592821601
SSP1,PTS,UN_REPORTING_AREA,155,Western Europe,414.7057964476464,198.57696716927921,413.7027118002926,196.95169750967042,1.0030846473537736,0.24246508875629402,1.62526965960879,0.8252123135567224
SSP1,PTS,UN_SPECIAL_GROUP,LDC,Least developed countries,353.9384127020063,688.6063397607635,354.74201471917036,686.6834896985425,-0.803602017164053,-0.22653139008645962,1.9228500622209594,0.28001984772709765
SSP1,PTS,UN_SPECIAL_GROUP,LLDC,Landlocked developing countries,312.3297670799475,546.2478938728424,312.18439417283065,543.5134279752909,0.1453729071168368,0.046566359443445116,2.734465897551445,0.5031091702256463
SSP1,PTS,UN_SPECIAL_GROUP,PACIFIC_ISLANDS,Pacific island countries and areas,3.4295317400040948,3.2099777022442417,3.4260156260167953,3.1654440055685753,0.003516113987299452,0.10262982925701714,0.04453369667566642,1.4068704610577187
SSP1,PTS,UN_SPECIAL_GROUP,SIDS,Small island developing States,27.81247520924434,32.758134391466726,27.80930186327717,32.600111880616765,0.003173345967169894,0.011411095405322591,0.15802251084996044,0.4847299648192749
SSP1,PTS,UN_SUBREGION,015,Northern Africa,149.45597548225615,95.38660172821587,149.42078092947477,95.08794628481282,0.03519455278137684,0.023553987981084212,0.2986554434030495,0.31408338813891934
SSP1,PTS,UN_SUBREGION,021,Northern America,932.525456253978,426.6701997037461,931.1970464577646,423.84683703626723,1.32840979621335,0.14265614364505907,2.823362667478875,0.6661280492786359
SSP1,PTS,UN_SUBREGION,030,Eastern Asia,1541.5567879004254,972.498404963241,1541.6471445729076,969.8351393343871,-0.0903566724821303,-0.0058610475685227925,2.6632656288538783,0.2746101394801803
SSP1,PTS,UN_SUBREGION,034,Southern Asia,2198.844781892669,1358.7804154132327,2200.0689878631415,1356.3140120459618,-1.224205970472667,-0.055643981039965595,2.466403367270914,0.18184604342104116
SSP1,PTS,UN_SUBREGION,035,South-eastern Asia,565.907469362156,611.6362051866275,568.0014768389879,613.2902835280496,-2.094007476831848,-0.3686623296272562,-1.6540783414220641,-0.2697056167116685
SSP1,PTS,UN_SUBREGION,039,Southern Europe,120.68074359072581,109.97508577130574,120.19335067212388,108.98413368430259,0.4873929186019268,0.40550738944908904,0.9909520870031514,0.909262709628611
SSP1,PTS,UN_SUBREGION,053,Australia and New Zealand,153.04590942182256,142.63321586387633,152.93905544544978,141.79505123376967,0.1068539763727756,0.06986703040734454,0.838164630106661,0.5911099314212409
SSP1,PTS,UN_SUBREGION,054,Melanesia,3.4125567414436877,2.982179724057144,3.4092795307916615,2.9421216228481897,0.003277210652026241,0.09612619389016697,0.040058101208954255,1.3615379084898294
SSP1,PTS,UN_SUBREGION,057,Micronesia,0.0033727652151715,0.0297175160537462,0.0033029328012159995,0.02893567223863219,6.983241395550066e-05,2.1142547595818906,0.0007818438151140118,2.7020067433241257
SSP1,PTS,UN_SUBREGION,061,Polynesia,0.013602233345235536,0.19808046213335126,0.013433162423918128,0.19438671048175385,0.0001690709213174081,1.2586084793880792,0.00369375165159741,1.9002079115609805
SSP1,PTS,UN_SUBREGION,143,Central Asia,73.64864016921939,94.65491747125576,73.55889185047671,94.20619677237914,0.08974831874267863,0.12200879660491104,0.44872069887661326,0.4763176035657235
SSP1,PTS,UN_SUBREGION,145,Western Asia,224.0992986493224,141.1916459388463,223.73948857624447,140.4863530401972,0.3598100730779379,0.16081652611596997,0.7052928986491054,0.5020365917302261
SSP1,PTS,UN_SUBREGION,151,Eastern Europe,775.2015839202313,251.06673591520115,774.6310556440342,249.63239613541273,0.5705282761971375,0.07365161415104904,1.4343397797884165,0.5745807843827944
SSP1,PTS,UN_SUBREGION,154,Northern Europe,144.51124712496608,106.73831743324253,144.080616888891,105.92604205401345,0.4306302360750749,0.298881449409083,0.812275379229078,0.7668325592821601
SSP1,PTS,UN_SUBREGION,155,Western Europe,414.7057964476464,198.57696716927921,413.7027118002926,196.95169750967042,1.0030846473537736,0.24246508875629402,1.62526965960879,0.8252123135567224
SSP1,PTS,UN_SUBREGION,202,Sub-Saharan Africa,302.47577403304274,571.121503165347,302.4381796070275,568.5942158074996,0.03759442601523233,0.012430449774591956,2.527287357847399,0.4444799626141416
SSP1,PTS,UN_SUBREGION,419,Latin America and the Caribbean,1956.696720729189,1371.1994577371142,1955.310494513656,1362.8873293009794,1.3862262155330427,0.07089545212499715,8.312128436134799,0.6098910935211421
SSP1,PTS,WB_DEVELOPMENT_STATUS,DEVELOPING_ECONOMIES,"Developing economies (World Bank FY25 LIC, LMC and UMC)",7124.173799779904,5131.985801175434,7125.873715539411,5116.679381484219,-1.6999157595073484,-0.023855541472761477,15.306419691214614,0.2991475242049457
SSP1,PTS,WB_INCOME_FY25,HIC,High income,2420.338890602705,1273.1152074064041,2416.241055366519,1264.3834422394123,4.0978352361858015,0.16959546428880756,8.731765166991863,0.6905947100609433
SSP1,PTS,WB_INCOME_FY25,LIC,Low income,134.86098757925407,354.2261554183197,134.78372338033316,352.58184624321217,0.07726419892091485,0.05732457672422697,1.6443091751075372,0.46636240425528275
SSP1,PTS,WB_INCOME_FY25,LMC,Lower middle income,2744.6296003910975,2044.989408633712,2746.851108575657,2041.60960143217,-2.2215081845592977,-0.08087472151744324,3.3798072015420075,0.16554620428759215
SSP1,PTS,WB_INCOME_FY25,NCL,Not classified,12.273026335046094,50.238642580937224,12.240526380559249,49.940254049639776,0.03249995448684473,0.2655110856871534,0.2983885312974479,0.5974910159665114
SSP1,PTS,WB_INCOME_FY25,UMC,Upper middle income,4244.683211809552,2732.7702371234027,4244.238883583421,2722.487933808837,0.4443282261308923,0.010468973078991972,10.282303314565524,0.37768039986059154
SSP2,CGS,ECONOMIC,EU27,European Union (27),786.9723457460967,401.2689641122311,788.7812895044212,419.6860149591416,-1.8089437583245171,-0.22933400961641093,-18.417050846910456,-4.388292721334408
SSP2,CGS,FOCUS,CHINA_MAINLAND,China mainland,1408.7296536085314,826.5668071111784,1446.1145694426398,873.8699419468786,-37.38491583410837,-2.5851973712233023,-47.303134835700234,-5.413063496647386
SSP2,CGS,FOCUS,USA,United States,814.3861371387137,345.05948599635093,815.537543922867,363.1700708806918,-1.1514067841533233,-0.14118378641587714,-18.11058488434088,-4.98680544914466
SSP2,CGS,GLOBAL,WORLD,World,9336.281937776153,6041.240498089749,9407.248346960696,6295.783295072793,-70.9664091845425,-0.7543800967843128,-254.54279698304435,-4.043067956011992
SSP2,CGS,UN_REGION,002,Africa,448.92306031006353,649.110737105398,450.20354744146624,667.3161204054982,-1.2804871314027082,-0.2844240430089462,-18.205383300100152,-2.72814978439867
SSP2,CGS,UN_REGION,009,Oceania,157.8725205821814,138.073395310434,158.2650782898997,145.0238105009887,-0.39255770771828224,-0.2480381092025974,-6.950415190554708,-4.792602791599743
SSP2,CGS,UN_REGION,019,Americas,2894.6091839356804,1674.6179037062493,2899.5370980598127,1772.1743962355952,-4.927914124132258,-0.1699552017261574,-97.55649252934586,-5.5049036221588965
SSP2,CGS,UN_REGION,142,Asia,4411.095706834485,2958.3472247549153,4470.5031213344555,3065.0928580758946,-59.4074144999704,-1.3288753611749415,-106.74563332097932,-3.48262314597505
SSP2,CGS,UN_REGION,150,Europe,1423.7814661137434,621.0912372127517,1428.739501835062,646.1761098548168,-4.958035721318538,-0.3470216729467124,-25.08487264206508,-3.8820489119755885
SSP2,CGS,UN_REPORTING_AREA,005,South America,1704.9242289306794,1067.878583748688,1707.4880284063597,1132.2126498497819,-2.563799475680298,-0.15015036316671226,-64.33406610109387,-5.682153976077686
SSP2,CGS,UN_REPORTING_AREA,011,Western Africa,88.22456513978065,183.57654665727688,89.25003129930631,190.22306600090076,-1.0254661595256636,-1.1489812884061479,-6.646519343623879,-3.4940659318320577
SSP2,CGS,UN_REPORTING_AREA,013,Central America,241.46310125488637,182.37379549511002,241.3133998377978,193.20265894396167,0.1497014170885791,0.062036097949480506,-10.82886344885165,-5.60492464650425
SSP2,CGS,UN_REPORTING_AREA,014,Eastern Africa,147.4712768579613,317.7193995542725,147.52316724665835,327.13236278932516,-0.05189038869704632,-0.03517439983530268,-9.412963235052644,-2.877417310470942
SSP2,CGS,UN_REPORTING_AREA,015,Northern Africa,143.5178707829299,93.23774580198751,143.62277837910588,92.76323264894755,-0.1049075961759911,-0.07304384259930741,0.47451315303996466,0.5115314974368124
SSP2,CGS,UN_REPORTING_AREA,017,Middle Africa,16.73352704680053,26.613217722527107,16.83597120912288,27.76144573915107,-0.1024441623223531,-0.6084838293548667,-1.148228016623964,-4.136052666034806
SSP2,CGS,UN_REPORTING_AREA,018,Southern Africa,52.9758204825912,27.963827369333988,52.971599307272804,29.436013227173643,0.004221175318399162,0.007968751885156777,-1.472185857839655,-5.001308589169328
SSP2,CGS,UN_REPORTING_AREA,021,Northern America,932.138924737052,402.57273559255293,934.6342462978723,424.0466818628105,-2.4953215608203436,-0.26698375013588516,-21.473946270257557,-5.06405242364446
SSP2,CGS,UN_REPORTING_AREA,029,Caribbean,16.08292901306247,21.792788869898406,16.101423517782532,22.712405579041366,-0.01849450472006353,-0.1148625442939144,-0.9196167091429608,-4.048962167140802
SSP2,CGS,UN_REPORTING_AREA,030,Eastern Asia,1439.862820990199,876.4597984447234,1477.783465530999,926.6069297037452,-37.92064454079991,-2.566048776785723,-50.14713125902176,-5.4119098024719925
SSP2,CGS,UN_REPORTING_AREA,034,Southern Asia,2133.9312892324956,1286.2505337566165,2142.4129160428456,1309.5426298486284,-8.481626810350008,-0.39589132173530883,-23.29209609201189,-1.7786435936571365
SSP2,CGS,UN_REPORTING_AREA,035,South-eastern Asia,549.24681490105,572.7709858379488,563.33106401575,603.6272760252233,-14.084249114700015,-2.500172636371112,-30.856290187274453,-5.111811777369901
SSP2,CGS,UN_REPORTING_AREA,039,Southern Europe,118.96877368873348,101.3569919008815,119.80044580467123,107.43165736707077,-0.8316721159377494,-0.6942145418171064,-6.074665466189273,-5.654446384861633
SSP2,CGS,UN_REPORTING_AREA,053,Australia and New Zealand,154.53733250892856,135.25527095554946,154.9141231072435,141.8941964408873,-0.37679059831495465,-0.24322546631472264,-6.638925485337836,-4.67878577972961
SSP2,CGS,UN_REPORTING_AREA,054,Melanesia,3.319595919580226,2.6272968907515635,3.3340789545421856,2.9062899876032513,-0.014483034961959795,-0.4343938808716197,-0.2789930968516878,-9.59963038931868
SSP2,CGS,UN_REPORTING_AREA,057,Micronesia,0.0029089605574119,0.023480419679428894,0.0033066724875345,0.02889357457526679,-0.00039771193012259985,-12.027557359305918,-0.005413154895837897,-18.734805144087694
SSP2,CGS,UN_REPORTING_AREA,061,Polynesia,0.012683193115234555,0.1673470444535548,0.013569555626468041,0.19443049792288733,-0.000886362511233486,-6.531993645426349,-0.027083453469332525,-13.929632315231755
SSP2,CGS,UN_REPORTING_AREA,143,Central Asia,72.62559300204813,90.35837532667847,72.57223158536466,92.22932183465487,0.053361416683472385,0.0735286975717564,-1.8709465079763987,-2.0285810095519885
SSP2,CGS,UN_REPORTING_AREA,145,Western Asia,215.4291887086925,132.50753138894825,214.40344415949704,133.08670066364286,1.0257445491954513,0.47841794389851255,-0.5791692746946069,-0.43518193163295527
SSP2,CGS,UN_REPORTING_AREA,151,Eastern Europe,752.9481474552498,235.54434854587686,756.8533577380572,242.23870121500886,-3.9052102828073885,-0.5159797790259657,-6.694352669132002,-2.7635355686580265
SSP2,CGS,UN_REPORTING_AREA,154,Northern Europe,143.4064639690282,99.47204672845504,143.16397753096183,103.68246085046721,0.24248643806637915,0.16937671210897065,-4.210414122012168,-4.06087402582439
SSP2,CGS,UN_REPORTING_AREA,155,Western Europe,408.4580810007318,184.71785003753837,408.9217207613717,192.8232904222699,-0.4636397606399214,-0.11338105488176708,-8.105440384731537,-4.203558795714546
SSP2,CGS,UN_SPECIAL_GROUP,LDC,Least developed countries,354.25555299590985,673.4843184820094,359.362927437828,692.4628924835623,-5.107374441918125,-1.4212301970969787,-18.978574001552943,-2.7407351653869982
SSP2,CGS,UN_SPECIAL_GROUP,LLDC,Landlocked developing countries,307.05334581771365,517.6241536344058,307.81093096165455,532.733294875618,-0.7575851439409007,-0.2461202861035794,-15.109141241212114,-2.8361548614564747
SSP2,CGS,UN_SPECIAL_GROUP,PACIFIC_ISLANDS,Pacific island countries and areas,3.3351880732528723,2.818124354884547,3.350955182656188,3.1296140601014057,-0.015767109403315605,-0.4705258215604524,-0.3114897052168586,-9.95297500698108
SSP2,CGS,UN_SPECIAL_GROUP,SIDS,Small island developing States,27.305347540387828,30.015205894417186,27.429637292363722,31.526211001225228,-0.12428975197589409,-0.453122112593507,-1.5110051068080423,-4.792853498155292
SSP2,CGS,UN_SUBREGION,015,Northern Africa,143.5178707829299,93.23774580198751,143.62277837910588,92.76323264894755,-0.1049075961759911,-0.07304384259930741,0.47451315303996466,0.5115314974368124
SSP2,CGS,UN_SUBREGION,021,Northern America,932.138924737052,402.57273559255293,934.6342462978723,424.0466818628105,-2.4953215608203436,-0.26698375013588516,-21.473946270257557,-5.06405242364446
SSP2,CGS,UN_SUBREGION,030,Eastern Asia,1439.862820990199,876.4597984447234,1477.783465530999,926.6069297037452,-37.92064454079991,-2.566048776785723,-50.14713125902176,-5.4119098024719925
SSP2,CGS,UN_SUBREGION,034,Southern Asia,2133.9312892324956,1286.2505337566165,2142.4129160428456,1309.5426298486284,-8.481626810350008,-0.39589132173530883,-23.29209609201189,-1.7786435936571365
SSP2,CGS,UN_SUBREGION,035,South-eastern Asia,549.24681490105,572.7709858379488,563.33106401575,603.6272760252233,-14.084249114700015,-2.500172636371112,-30.856290187274453,-5.111811777369901
SSP2,CGS,UN_SUBREGION,039,Southern Europe,118.96877368873348,101.3569919008815,119.80044580467123,107.43165736707077,-0.8316721159377494,-0.6942145418171064,-6.074665466189273,-5.654446384861633
SSP2,CGS,UN_SUBREGION,053,Australia and New Zealand,154.53733250892856,135.25527095554946,154.9141231072435,141.8941964408873,-0.37679059831495465,-0.24322546631472264,-6.638925485337836,-4.67878577972961
SSP2,CGS,UN_SUBREGION,054,Melanesia,3.319595919580226,2.6272968907515635,3.3340789545421856,2.9062899876032513,-0.014483034961959795,-0.4343938808716197,-0.2789930968516878,-9.59963038931868
SSP2,CGS,UN_SUBREGION,057,Micronesia,0.0029089605574119,0.023480419679428894,0.0033066724875345,0.02889357457526679,-0.00039771193012259985,-12.027557359305918,-0.005413154895837897,-18.734805144087694
SSP2,CGS,UN_SUBREGION,061,Polynesia,0.012683193115234555,0.1673470444535548,0.013569555626468041,0.19443049792288733,-0.000886362511233486,-6.531993645426349,-0.027083453469332525,-13.929632315231755
SSP2,CGS,UN_SUBREGION,143,Central Asia,72.62559300204813,90.35837532667847,72.57223158536466,92.22932183465487,0.053361416683472385,0.0735286975717564,-1.8709465079763987,-2.0285810095519885
SSP2,CGS,UN_SUBREGION,145,Western Asia,215.4291887086925,132.50753138894825,214.40344415949704,133.08670066364286,1.0257445491954513,0.47841794389851255,-0.5791692746946069,-0.43518193163295527
SSP2,CGS,UN_SUBREGION,151,Eastern Europe,752.9481474552498,235.54434854587686,756.8533577380572,242.23870121500886,-3.9052102828073885,-0.5159797790259657,-6.694352669132002,-2.7635355686580265
SSP2,CGS,UN_SUBREGION,154,Northern Europe,143.4064639690282,99.47204672845504,143.16397753096183,103.68246085046721,0.24248643806637915,0.16937671210897065,-4.210414122012168,-4.06087402582439
SSP2,CGS,UN_SUBREGION,155,Western Europe,408.4580810007318,184.71785003753837,408.9217207613717,192.8232904222699,-0.4636397606399214,-0.11338105488176708,-8.105440384731537,-4.203558795714546
SSP2,CGS,UN_SUBREGION,202,Sub-Saharan Africa,305.40518952713364,555.8729913034105,306.58076906236033,574.5528877565506,-1.1755795352266887,-0.3834485570709645,-18.679896453140145,-3.2512057377484083
SSP2,CGS,UN_SUBREGION,419,Latin America and the Caribbean,1962.4702591986284,1272.0451681136965,1964.90285176194,1348.1277143727848,-2.432592563311573,-0.1238021798955713,-76.0825462590883,-5.643571113326285
SSP2,CGS,WB_DEVELOPMENT_STATUS,DEVELOPING_ECONOMIES,"Developing economies (World Bank FY25 LIC, LMC and UMC)",6929.609363248367,4800.11957873146,6992.979510117144,4996.163549847976,-63.37014686877683,-0.9061966616246475,-196.04397111651633,-3.923890184149026
SSP2,CGS,WB_INCOME_FY25,HIC,High income,2394.065330431137,1192.4732103137858,2401.74862137209,1248.9629734116788,-7.683290940952702,-0.3199040429369915,-56.48976309789305,-4.5229333695606
SSP2,CGS,WB_INCOME_FY25,LIC,Low income,135.1263931820947,347.0598782623991,135.16934947187198,353.0127447832457,-0.04295628977729393,-0.03177960828038007,-5.952866520846612,-1.6863035708531537
SSP2,CGS,WB_INCOME_FY25,LMC,Lower middle income,2662.5755152582024,1936.066708681842,2680.18215680284,1990.6927910909028,-17.60664154463757,-0.6569195866015454,-54.6260824090607,-2.744073955234727
SSP2,CGS,WB_INCOME_FY25,NCL,Not classified,12.607244096649701,48.647709044502584,12.52021547146274,50.65677181313807,0.08702862518696186,0.6951048517122249,-2.009062768635488,-3.9660300029510154
SSP2,CGS,WB_INCOME_FY25,UMC,Upper middle income,4131.90745480807,2516.992991787219,4177.628003842432,2652.458013973828,-45.72054903436219,-1.0944140788100354,-135.46502218660908,-5.10715047977931
SSP2,MTS,ECONOMIC,EU27,European Union (27),787.2032706855744,408.16543453327995,788.7812895044212,419.6860149591416,-1.5780188188468856,-0.2000578411080589,-11.520580425861624,-2.745047491511765
SSP2,MTS,FOCUS,CHINA_MAINLAND,China mainland,1423.3286216686245,844.730758657308,1446.1145694426398,873.8699419468786,-22.785947774015312,-1.5756668424132814,-29.13918328957061,-3.3344988642877382
SSP2,MTS,FOCUS,USA,United States,814.6004126561915,351.95468088143946,815.537543922867,363.1700708806918,-0.9371312666755784,-0.11490964133519244,-11.215389999252352,-3.088192254404365
SSP2,MTS,GLOBAL,WORLD,World,9360.59422549667,6134.959017807376,9407.248346960696,6295.783295072793,-46.65412146402559,-0.4959380229299315,-160.82427726541755,-2.554476063229205
SSP2,MTS,UN_REGION,002,Africa,449.2360631972001,655.4944227238099,450.20354744146624,667.3161204054982,-0.9674842442661316,-0.21489929383373685,-11.821697681688306,-1.7715288631877768
SSP2,MTS,UN_REGION,009,Oceania,157.9377860738072,140.6269106861823,158.2650782898997,145.0238105009887,-0.32729221609250203,-0.20680002160236022,-4.396899814806403,-3.0318468392308784
SSP2,MTS,UN_REGION,019,Americas,2896.0535721191677,1711.286924952836,2899.5370980598127,1772.1743962355952,-3.483525940644995,-0.12014076119171158,-60.88747128275918,-3.4357494054814586
SSP2,MTS,UN_REGION,142,Asia,4432.355304331655,2997.173580213004,4470.5031213344555,3065.0928580758946,-38.147817002800366,-0.8533226790682358,-67.9192778628908,-2.215896255277794
SSP2,MTS,UN_REGION,150,Europe,1425.0114997748399,630.3771792315439,1428.739501835062,646.1761098548168,-3.7280020602220247,-0.26092944553109954,-15.798930623272895,-2.4449883526060145
SSP2,MTS,UN_REPORTING_AREA,005,South America,1705.7643816731988,1091.9436864151412,1707.4880284063597,1132.2126498497819,-1.7236467331608765,-0.10094634366306643,-40.26896343464068,-3.5566607951239004
SSP2,MTS,UN_REPORTING_AREA,011,Western Africa,88.59609386081682,185.9901895026513,89.25003129930631,190.22306600090076,-0.6539374384894927,-0.7327027553597931,-4.232876498249453,-2.2252172605762843
SSP2,MTS,UN_REPORTING_AREA,013,Central America,241.33483654455628,186.44394683504765,241.3133998377978,193.20265894396167,0.021436706758493074,0.00888334703870175,-6.758712108914011,-3.498250047828988
SSP2,MTS,UN_REPORTING_AREA,014,Eastern Africa,147.42679480990628,321.0448470948923,147.52316724665835,327.13236278932516,-0.09637243675206264,-0.06532698460230968,-6.087515694432852,-1.8608723522573811
SSP2,MTS,UN_REPORTING_AREA,015,Northern Africa,143.47977688535244,92.90610134552175,143.62277837910588,92.76323264894755,-0.14300149375344517,-0.09956741915685408,0.14286869657419743,0.15401435729915924
SSP2,MTS,UN_REPORTING_AREA,017,Middle Africa,16.770705580054468,27.042171088869548,16.83597120912288,27.76144573915107,-0.06526562906841349,-0.3876558605246827,-0.7192746502815233,-2.590912076553542
SSP2,MTS,UN_REPORTING_AREA,018,Southern Africa,52.96269206107008,28.511113691874993,52.971599307272804,29.436013227173643,-0.00890724620272465,-0.016815135505077183,-0.9248995352986498,-3.1420679429673415
SSP2,MTS,UN_REPORTING_AREA,021,Northern America,932.8725867471786,410.77200343153584,934.6342462978723,424.0466818628105,-1.7616595506937074,-0.1884865184077822,-13.274678431274651,-3.1304757233236225
SSP2,MTS,UN_REPORTING_AREA,029,Caribbean,16.081767154233816,22.127288271111226,16.101423517782532,22.712405579041366,-0.019656363548715916,-0.12207842074961617,-0.5851173079301404,-2.5762013886810653
SSP2,MTS,UN_REPORTING_AREA,030,Eastern Asia,1454.6357247430133,895.6874422160563,1477.783465530999,926.6069297037452,-23.14774078798564,-1.5663824455951825,-30.91948748768891,-3.3368504482881978
SSP2,MTS,UN_REPORTING_AREA,034,Southern Asia,2135.80271704197,1293.6001913892187,2142.4129160428456,1309.5426298486284,-6.610199000875582,-0.3085399155026147,-15.942438459409686,-1.2174050768589684
SSP2,MTS,UN_REPORTING_AREA,035,South-eastern Asia,554.534187830899,584.4044981437157,563.33106401575,603.6272760252233,-8.796876184851044,-1.5615819447523105,-19.222777881507568,-3.1845442783974387
SSP2,MTS,UN_REPORTING_AREA,039,Southern Europe,119.22282906051635,103.69962870645898,119.80044580467123,107.43165736707077,-0.5776167441548807,-0.48214907738879376,-3.732028660611789,-3.4738630605504417
SSP2,MTS,UN_REPORTING_AREA,053,Australia and New Zealand,154.59611973157885,137.6822895987605,154.9141231072435,141.8941964408873,-0.3180033756646594,-0.20527720086858103,-4.211906842126808,-2.9683432781420827
SSP2,MTS,UN_REPORTING_AREA,054,Melanesia,3.3255433915781745,2.7403985667979853,3.3340789545421856,2.9062899876032513,-0.008535562964011145,-0.25600962305895036,-0.16589142080526598,-5.708013361119302
SSP2,MTS,UN_REPORTING_AREA,057,Micronesia,0.0030764601067212,0.02575931755251406,0.0033066724875345,0.02889357457526679,-0.00023021238081329977,-6.962055712537452,-0.0031342570227527317,-10.847591787537736
SSP2,MTS,UN_REPORTING_AREA,061,Polynesia,0.013046490543444478,0.17846320307132787,0.013569555626468041,0.19443049792288733,-0.0005230650830235634,-3.854695742602665,-0.015967294851559455,-8.21234066781653
SSP2,MTS,UN_REPORTING_AREA,143,Central Asia,72.53410705532622,90.95693384407143,72.57223158536466,92.22932183465487,-0.03812453003844496,-0.0525332199459827,-1.2723879905834394,-1.3795916149795917
SSP2,MTS,UN_REPORTING_AREA,145,Western Asia,214.84856766044663,132.52451461994175,214.40344415949704,133.08670066364286,0.44512350094959174,0.207610238116529,-0.5621860437011037,-0.4224209037399951
SSP2,MTS,UN_REPORTING_AREA,151,Eastern Europe,754.2333409709337,237.9461485844787,756.8533577380572,242.23870121500886,-2.620016767123502,-0.34617231202537235,-4.292552630530167,-1.7720341997376154
SSP2,MTS,UN_REPORTING_AREA,154,Northern Europe,143.17831570508451,101.01053451011643,143.16397753096183,103.68246085046721,0.014338174122684677,0.01001521078833889,-2.6719263403507796,-2.577028282733651
SSP2,MTS,UN_REPORTING_AREA,155,Western Europe,408.37701403830533,187.72086743048985,408.9217207613717,192.8232904222699,-0.5447067230663833,-0.13320562235045186,-5.10242299178006,-2.6461652949735015
SSP2,MTS,UN_SPECIAL_GROUP,LDC,Least developed countries,356.0222787182217,680.1340929896128,359.362927437828,692.4628924835623,-3.3406487196062926,-0.9296030459859383,-12.328799493949532,-1.7804274608465342
SSP2,MTS,UN_SPECIAL_GROUP,LLDC,Landlocked developing countries,307.18438776089977,522.9141672679872,307.81093096165455,532.733294875618,-0.6265432007547815,-0.20354806724938168,-9.819127607630776,-1.8431601144665355
SSP2,MTS,UN_SPECIAL_GROUP,PACIFIC_ISLANDS,Pacific island countries and areas,3.341666342228341,2.9446210874218273,3.350955182656188,3.1296140601014057,-0.009288840427847056,-0.27719978100345655,-0.18499297267957848,-5.911047468696006
SSP2,MTS,UN_SPECIAL_GROUP,SIDS,Small island developing States,27.343755063963297,30.581697837882295,27.429637292363722,31.526211001225228,-0.08588222840042548,-0.31310012409218047,-0.9445131633429327,-2.9959615613377233
SSP2,MTS,UN_SUBREGION,015,Northern Africa,143.47977688535244,92.90610134552175,143.62277837910588,92.76323264894755,-0.14300149375344517,-0.09956741915685408,0.14286869657419743,0.15401435729915924
SSP2,MTS,UN_SUBREGION,021,Northern America,932.8725867471786,410.77200343153584,934.6342462978723,424.0466818628105,-1.7616595506937074,-0.1884865184077822,-13.274678431274651,-3.1304757233236225
SSP2,MTS,UN_SUBREGION,030,Eastern Asia,1454.6357247430133,895.6874422160563,1477.783465530999,926.6069297037452,-23.14774078798564,-1.5663824455951825,-30.91948748768891,-3.3368504482881978
SSP2,MTS,UN_SUBREGION,034,Southern Asia,2135.80271704197,1293.6001913892187,2142.4129160428456,1309.5426298486284,-6.610199000875582,-0.3085399155026147,-15.942438459409686,-1.2174050768589684
SSP2,MTS,UN_SUBREGION,035,South-eastern Asia,554.534187830899,584.4044981437157,563.33106401575,603.6272760252233,-8.796876184851044,-1.5615819447523105,-19.222777881507568,-3.1845442783974387
SSP2,MTS,UN_SUBREGION,039,Southern Europe,119.22282906051635,103.69962870645898,119.80044580467123,107.43165736707077,-0.5776167441548807,-0.48214907738879376,-3.732028660611789,-3.4738630605504417
