base_ssp,diet_pathway,economy_id,commodity,primary_supply_mt,processing_supply_mt,production_mt,food_demand_mt,final_demand_mt,processing_demand_mt,demand_mt,net_import_mt,primary_supply_mt_baseline,processing_supply_mt_baseline,production_mt_baseline,food_demand_mt_baseline,final_demand_mt_baseline,processing_demand_mt_baseline,demand_mt_baseline,net_import_mt_baseline,primary_supply_mt_change,primary_supply_mt_change_percent,processing_supply_mt_change,processing_supply_mt_change_percent,production_mt_change,production_mt_change_percent,food_demand_mt_change,food_demand_mt_change_percent,final_demand_mt_change,final_demand_mt_change_percent,processing_demand_mt_change,processing_demand_mt_change_percent,demand_mt_change,demand_mt_change_percent,net_import_mt_change,net_import_mt_change_percent
SSP2,CGS,CHN,BDI,9.78180031729403,0.0,9.78180031729403,0.0,7.872182570629183,0.0,7.872182570629183,-1.9096177466648472,9.78180031729403,0.0,9.78180031729403,0.0,7.872182570629183,0.0,7.872182570629183,-1.9096177466648472,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
SSP2,CGS,CHN,BFV,12.033432565800958,0.0,12.033432565800958,3.80704347328728,3.80704347328728,0.0,3.80704347328728,-8.226389092513678,12.908990962648884,0.0,12.908990962648884,13.63006322777773,13.63006322777773,0.0,13.63006322777773,0.7210722651288481,-0.8755583968479268,-6.782547136188133,0.0,,-0.8755583968479268,-6.782547136188133,-9.823019754490451,-72.06877613356465,-9.823019754490451,-72.06877613356465,0.0,,-9.823019754490451,-72.06877613356465,-8.947461357642526,-1240.8550141702797
SSP2,CGS,CHN,BUT,0.0,0.206346020885716,0.206346020885716,0.582876330751865,0.5850811816529324,0.0,0.5850811816529324,0.3787351607672164,0.0,0.1910914300068724,0.1910914300068724,0.2707094953344008,0.272917877026096,0.0,0.272917877026096,0.0818264470192235,0.0,,0.015254590878843594,7.982875463486239,0.015254590878843594,7.982875463486239,0.31216683541746415,115.31432801492687,0.31216330462683645,114.37994023271254,0.0,,0.31216330462683645,114.37994023271254,0.29690871374799294,362.8517729460258
SSP2,CGS,CHN,CHE,0.0,0.3988817899072669,0.3988817899072669,0.9595901574738004,0.9756381562819908,0.0,0.9756381562819908,0.5767563663747237,0.0,0.369393561891345,0.369393561891345,0.4526310953721373,0.4689558749987746,0.0,0.4689558749987746,0.0995623131074296,0.0,,0.029488228015921936,7.9828754634862165,0.029488228015921936,7.9828754634862165,0.5069590621016631,112.00270314721953,0.5066822812832161,108.0447667458138,0.0,,0.5066822812832161,108.0447667458138,0.47719405326729414,479.2918508757352
SSP2,CGS,CHN,CRN,443.271861425408,0.0,443.271861425408,10.738572645826125,336.9070881445481,0.0,336.9070881445481,-106.36477328085994,443.271861425409,0.0,443.271861425409,10.73857264583118,336.9070881445526,0.0,336.9070881445526,-106.3647732808564,-9.663381206337363e-13,-2.220446049250313e-13,0.0,,-9.663381206337363e-13,-2.220446049250313e-13,-5.055511564933113e-12,-4.707345624410664e-11,-4.490630090003833e-12,-1.3322676295501878e-12,0.0,,-4.490630090003833e-12,-1.3322676295501878e-12,-3.538502824085299e-12,3.3306690738754696e-12
SSP2,CGS,CHN,CTN,0.0,7.8439665438896995,7.8439665438896995,0.0,7.159377527164156,0.0,7.159377527164156,-0.6845890167255435,0.0,7.8439665438896995,7.8439665438896995,0.0,7.159377527164156,0.0,7.159377527164156,-0.6845890167255435,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
SSP2,CGS,CHN,DDG,0.0,2.662640060610439,2.662640060610439,0.0,2.3878380362716096,0.0,2.3878380362716096,-0.2748020243388294,0.0,2.6626400606104403,2.6626400606104403,0.0,2.3878380362716083,0.0,2.3878380362716083,-0.274802024338832,0.0,,-1.3322676295501878e-15,-5.551115123125783e-14,-1.3322676295501878e-15,-5.551115123125783e-14,0.0,,1.3322676295501878e-15,6.661338147750939e-14,0.0,,1.3322676295501878e-15,6.661338147750939e-14,2.609024107869118e-15,-9.547918011776346e-13
SSP2,CGS,CHN,ETH,0.0,3.550186747480585,3.550186747480585,0.0,3.035184532205244,0.0,3.035184532205244,-0.5150022152753411,0.0,3.5501867474805877,3.5501867474805877,0.0,3.0351845322052435,0.0,3.0351845322052435,-0.5150022152753437,0.0,,-2.6645352591003757e-15,-7.771561172376096e-14,-2.6645352591003757e-15,-7.771561172376096e-14,0.0,,4.440892098500626e-16,2.220446049250313e-14,0.0,,4.440892098500626e-16,2.220446049250313e-14,2.6645352591003757e-15,-5.218048215738236e-13
SSP2,CGS,CHN,FMK,0.0,69.96307569582582,69.96307569582582,102.2144996946938,102.2144996946938,0.0,102.2144996946938,32.25142399886796,0.0,64.79089892311993,64.79089892311993,48.30185875332657,48.30185875332657,0.0,48.30185875332657,-16.489040169793356,0.0,,5.172176772705896,7.9828754634862165,5.172176772705896,7.9828754634862165,53.91264094136723,111.6160792417833,53.91264094136723,111.6160792417833,0.0,,53.91264094136723,111.6160792417833,48.74046416866132,-295.59309496953057
SSP2,CGS,CHN,MLK,81.93840331873825,0.0,81.93840331873825,0.0,0.0,78.78416435557166,78.78416435557166,-3.1542389631665912,79.18960169213713,0.0,79.18960169213713,0.0,0.0,72.95986888422144,72.95986888422144,-6.229732807915696,2.7488016266011215,3.471164859860698,0.0,,2.7488016266011215,3.471164859860698,0.0,,0.0,,5.824295471350226,7.9828754634862165,5.824295471350226,7.9828754634862165,3.075493844749105,-49.36798960047347
