base_ssp,diet_pathway,economy_id,commodity,primary_supply_mt,processing_supply_mt,production_mt,food_demand_mt,final_demand_mt,processing_demand_mt,demand_mt,net_import_mt,primary_supply_mt_baseline,processing_supply_mt_baseline,production_mt_baseline,food_demand_mt_baseline,final_demand_mt_baseline,processing_demand_mt_baseline,demand_mt_baseline,net_import_mt_baseline,primary_supply_mt_change,primary_supply_mt_change_percent,processing_supply_mt_change,processing_supply_mt_change_percent,production_mt_change,production_mt_change_percent,food_demand_mt_change,food_demand_mt_change_percent,final_demand_mt_change,final_demand_mt_change_percent,processing_demand_mt_change,processing_demand_mt_change_percent,demand_mt_change,demand_mt_change_percent,net_import_mt_change,net_import_mt_change_percent,absolute_production_change_mt
SSP2,CGS,PAK,FMK,0.0,56.74159160998651,56.74159160998651,68.59233246161597,68.59233246161597,0.0,68.59233246161597,11.85074085162946,0.0,53.412925280750606,53.412925280750606,70.00874366644209,70.00874366644209,0.0,70.00874366644209,16.59581838569148,0.0,,3.328666329235901,6.231949124186076,3.328666329235901,6.231949124186076,-1.4164112048261188,-2.023191862397411,-1.4164112048261188,-2.023191862397411,0.0,,-1.4164112048261188,-2.023191862397411,-4.74507753406202,-28.59200687658231,3.328666329235901
SSP2,CGS,RUS,WHE,131.2371933702293,0.0,131.2371933702293,20.394540738245936,49.80049058215808,0.0,49.80049058215808,-81.43670278807123,134.5400947067027,0.0,134.5400947067027,20.08871735875533,49.0537145441194,0.0,49.0537145441194,-85.48638016258329,-3.302901336473383,-2.454956898665561,0.0,,-3.302901336473383,-2.454956898665561,0.305823379490608,1.5223638922736926,0.7467760380386821,1.5223638922736926,0.0,,0.7467760380386821,1.5223638922736926,4.049677374512058,-4.737219387240554,3.302901336473383
SSP2,CGS,PAK,MLK,108.48175437679754,0.0,108.48175437679754,0.0,0.0,97.25891747225302,97.25891747225302,-11.222836904544522,105.18376866968777,0.0,105.18376866968777,0.0,0.0,91.5533587344392,91.5533587344392,-13.63040993524855,3.297985707109774,3.1354511716218836,0.0,,3.297985707109774,3.1354511716218836,0.0,,0.0,,5.705558737813817,6.231949124186076,5.705558737813817,6.231949124186076,2.407573030704029,-17.663247416190984,3.297985707109774
SSP2,CGS,BRA,FMK,0.0,43.16999296048277,43.16999296048277,32.06122495948775,32.06122495948775,0.0,32.06122495948775,-11.10876800099502,0.0,39.924343462830095,39.924343462830095,32.673773194422445,32.673773194422445,0.0,32.673773194422445,-7.25057026840765,0.0,,3.2456494976526784,8.129499989585076,3.2456494976526784,8.129499989585076,-0.6125482349346925,-1.8747398143758254,-0.6125482349346925,-1.8747398143758254,0.0,,-0.6125482349346925,-1.8747398143758254,-3.858197732587371,53.21233488900037,3.2456494976526784
SSP2,CGS,USA,PRK,9.372637870224224,0.0,9.372637870224224,14.517776985522508,14.517776985522508,0.0,14.517776985522508,5.145139115298285,12.231427633437823,0.0,12.231427633437823,12.518865381536104,12.518865381536104,0.0,12.518865381536104,0.287437748098279,-2.858789763213599,-23.37249460069849,0.0,,-2.858789763213599,-23.37249460069849,1.9989116039864037,15.967194654353989,1.9989116039864037,15.967194654353989,0.0,,1.9989116039864037,15.967194654353989,4.857701367200006,1690.0011913324238,2.858789763213599
SSP2,PTS,IND,FMK,0.0,210.4258703609019,210.4258703609019,219.87886762657928,219.87886762657928,0.0,219.87886762657928,9.452997265677368,0.0,207.6959183563076,207.6959183563076,220.7240669337854,220.7240669337854,0.0,220.7240669337854,13.028148577477822,0.0,,2.7299520045943098,1.3143984851502921,2.7299520045943098,1.3143984851502921,-0.8451993072061157,-0.38292122782408455,-0.8451993072061157,-0.38292122782408455,0.0,,-0.8451993072061157,-0.38292122782408455,-3.575151311800454,-27.441745007275497,2.7299520045943098
SSP2,PTS,IND,RIC,288.35461169050245,0.0,288.35461169050245,217.84506471835527,254.2934403477452,0.0,254.2934403477452,-34.06117134275726,290.97342385459007,0.0,290.97342385459007,217.31491439154536,253.67458882278515,0.0,253.67458882278515,-37.29883503180491,-2.6188121640876147,-0.9000176474523447,0.0,,-2.6188121640876147,-0.9000176474523447,0.5301503268099168,0.24395487456270182,0.6188515249600357,0.2439548745626796,0.0,,0.6188515249600357,0.2439548745626796,3.2376636890476505,-8.680334617118412,2.6188121640876147
SSP2,MTS,IDN,RIC,77.17270021100849,0.0,77.17270021100849,69.49461544295696,77.03619969762617,0.0,77.03619969762617,-0.136500513382316,79.7480193677439,0.0,79.7480193677439,68.99024317169696,76.47709274001413,0.0,76.47709274001413,-3.2709266277297644,-2.5753191567354037,-3.229320523760937,0.0,,-2.5753191567354037,-3.229320523760937,0.5043722712599958,0.7310776829772214,0.5591069576120447,0.7310776829772436,0.0,,0.5591069576120447,0.7310776829772436,3.1344261143474483,-95.82685492774088,2.5753191567354037
SSP2,CGS,BGD,RIC,51.12547956305035,0.0,51.12547956305035,69.19531839726507,94.56913350869269,0.0,94.56913350869269,43.44365394564234,53.62809140894311,0.0,53.62809140894311,68.26830517637313,93.30218598852176,0.0,93.30218598852176,39.67409457957866,-2.5026118458927655,-4.666606213540215,0.0,,-2.5026118458927655,-4.666606213540215,0.9270132208919364,1.3578969310823918,1.2669475201709304,1.3578969310823918,0.0,,1.2669475201709304,1.3578969310823918,3.7695593660636817,9.50131163926795,2.5026118458927655
SSP2,MTS,VNM,RIC,75.010990729515,0.0,75.010990729515,31.608624669364534,45.945553896706656,0.0,45.945553896706656,-29.065436832808345,77.27221774657559,0.0,77.27221774657559,31.340642594783795,45.55602145169223,0.0,45.55602145169223,-31.71619629488336,-2.261227017060591,-2.926313082506038,0.0,,-2.261227017060591,-2.926313082506038,0.26798207458073975,0.8550624760493619,0.3895324450144244,0.8550624760493841,0.0,,0.3895324450144244,0.8550624760493841,2.6507594620750154,-8.357747055887188,2.261227017060591
SSP2,MTS,USA,MLK,115.14624446094518,0.0,115.14624446094518,0.0,0.0,131.03028605782305,131.03028605782305,15.884041596877864,112.94688034276308,0.0,112.94688034276308,0.0,0.0,128.76494744147817,128.76494744147817,15.818067098715105,2.1993641181821033,1.9472553040045248,0.0,,2.1993641181821033,1.9472553040045248,0.0,,0.0,,2.265338616344877,1.759282057234124,2.265338616344877,1.759282057234124,0.06597449816275969,0.4170831856448398,2.1993641181821033
SSP2,MTS,IND,WHE,166.16236037801823,0.0,166.16236037801823,138.27419504227646,162.30813475147374,0.0,162.30813475147374,-3.8542256265444905,168.34638518583762,0.0,168.34638518583762,137.75346754430913,161.69689771709406,0.0,161.69689771709406,-6.649487468743558,-2.184024807819384,-1.2973398896616861,0.0,,-2.184024807819384,-1.2973398896616861,0.5207274979673286,0.37801407634245887,0.611237034379684,0.37801407634245887,0.0,,0.611237034379684,0.37801407634245887,2.795261842199068,-42.03725257530625,2.184024807819384
SSP2,CGS,RUS,FMK,0.0,34.2912097945,34.2912097945,21.31149818143908,21.31149818143908,0.0,21.31149818143908,-12.979711613060918,0.0,32.13311639847865,32.13311639847865,21.65709907088166,21.65709907088166,0.0,21.65709907088166,-10.476017327596988,0.0,,2.15809339602135,6.716103627357861,2.15809339602135,6.716103627357861,-0.3456008894425793,-1.5957856973893847,-0.3456008894425793,-1.5957856973893847,0.0,,-0.3456008894425793,-1.5957856973893847,-2.5036942854639292,23.899295000863006,2.15809339602135
SSP2,MTS,RUS,WHE,132.5211337981537,0.0,132.5211337981537,20.274202126087896,49.50664126246205,0.0,49.50664126246205,-83.01449253569166,134.5400947067027,0.0,134.5400947067027,20.08871735875533,49.0537145441194,0.0,49.0537145441194,-85.48638016258329,-2.0189609085489906,-1.5006388340593313,0.0,,-2.0189609085489906,-1.5006388340593313,0.1854847673325679,0.9233280752577677,0.45292671834264553,0.9233280752577455,0.0,,0.45292671834264553,0.9233280752577455,2.471887626891629,-2.8915572541385437,2.0189609085489906
SSP2,PTS,IND,MLK,346.3302431289044,0.0,346.3302431289044,0.0,0.0,328.91953334971873,328.91953334971873,-17.41070977918565,344.3363203462345,0.0,344.3363203462345,0.0,0.0,324.6523083270623,324.6523083270623,-19.6840120191722,1.9939227826698698,0.5790625806377125,0.0,,1.9939227826698698,0.5790625806377125,0.0,,0.0,,4.267225022656419,1.3143984851503143,4.267225022656419,1.3143984851503143,2.273302239986549,-11.548978113670916,1.9939227826698698
SSP2,CGS,THA,RIC,35.23333329976919,0.0,35.23333329976919,13.133492851708604,26.317585307894387,0.0,26.317585307894387,-8.915747991874806,37.14440530617842,0.0,37.14440530617842,12.956910782707356,25.96374084951177,0.0,25.96374084951177,-11.180664456666651,-1.9110720064092277,-5.14497941387515,0.0,,-1.9110720064092277,-5.14497941387515,0.17658206900124895,1.362840818792388,0.3538444583826177,1.362840818792388,0.0,,0.3538444583826177,1.362840818792388,2.2649164647918454,-20.257440633962975,1.9110720064092277
SSP2,CGS,RUS,MLK,53.652986807239074,0.0,53.652986807239074,0.0,0.0,54.85983789200508,54.85983789200508,1.206851084766008,51.7688935077646,0.0,51.7688935077646,0.0,0.0,51.407272217855926,51.407272217855926,-0.3616212899086761,1.884093299474472,3.639431271970084,0.0,,1.884093299474472,3.639431271970084,0.0,,0.0,,3.452565674149156,6.716103627357861,3.452565674149156,6.716103627357861,1.5684723746746843,-433.73341626838027,1.884093299474472
SSP2,CGS,DEU,MLK,51.71260025496174,0.0,51.71260025496174,0.0,0.0,40.228284420370734,40.228284420370734,-11.484315834591008,49.89664611267288,0.0,49.89664611267288,0.0,0.0,41.21728453823416,41.21728453823416,-8.679361574438722,1.8159541422888594,3.639431271970084,0.0,,1.8159541422888594,3.639431271970084,0.0,,0.0,,-0.9890001178634265,-2.399479075206923,-0.9890001178634265,-2.399479075206923,-2.804954260152286,32.31751824250595,1.8159541422888594
SSP2,MTS,PAK,FMK,0.0,55.22796980074536,55.22796980074536,69.23946266826644,69.23946266826644,0.0,69.23946266826644,14.011492867521085,0.0,53.412925280750606,53.412925280750606,70.00874366644209,70.00874366644209,0.0,70.00874366644209,16.59581838569148,0.0,,1.815044519994757,3.398137268188295,1.815044519994757,3.398137268188295,-0.7692809981756454,-1.0988355995086851,-0.7692809981756454,-1.0988355995086851,0.0,,-0.7692809981756454,-1.0988355995086851,-2.5843255181703952,-15.5721487070414,1.815044519994757
SSP2,MTS,PAK,MLK,106.95033428531642,0.0,106.95033428531642,0.0,0.0,94.6644675378723,94.6644675378723,-12.285866747444118,105.18376866968777,0.0,105.18376866968777,0.0,0.0,91.5533587344392,91.5533587344392,-13.63040993524855,1.7665656156286502,1.6795040128066319,0.0,,1.7665656156286502,1.6795040128066319,0.0,,0.0,,3.1111088034330976,3.398137268188295,3.1111088034330976,3.398137268188295,1.3445431878044332,-9.864290173162093,1.7665656156286502
SSP2,MTS,BRA,FMK,0.0,41.66864438391605,41.66864438391605,32.34120120666826,32.34120120666826,0.0,32.34120120666826,-9.327443177247794,0.0,39.924343462830095,39.924343462830095,32.673773194422445,32.673773194422445,0.0,32.673773194422445,-7.25057026840765,0.0,,1.7443009210859586,4.369015918094976,1.7443009210859586,4.369015918094976,-0.3325719877541857,-1.0178560822322047,-0.3325719877541857,-1.0178560822322047,0.0,,-0.3325719877541857,-1.0178560822322047,-2.0768729088401443,28.644269787847488,1.7443009210859586
SSP2,CGS,BRA,MLK,50.14516660970632,0.0,50.14516660970632,0.0,0.0,60.53780091322167,60.53780091322167,10.392634303515344,48.46293813123873,0.0,48.46293813123873,0.0,0.0,55.98638754368846,55.98638754368846,7.523449412449729,1.682228478467593,3.471164859860698,0.0,,1.682228478467593,3.471164859860698,0.0,,0.0,,4.551413369533215,8.129499989585076,4.551413369533215,8.129499989585076,2.869184891065615,38.136561220411956,1.682228478467593
SSP2,MTS,USA,PRK,10.563409803744916,0.0,10.563409803744916,13.583021212338815,13.583021212338815,0.0,13.583021212338815,3.019611408593901,12.231427633437823,0.0,12.231427633437823,12.518865381536104,12.518865381536104,0.0,12.518865381536104,0.287437748098279,-1.6680178296929071,-13.637147516067072,0.0,,-1.6680178296929071,-13.637147516067072,1.0641558308027115,8.5004175567877,1.0641558308027115,8.5004175567877,0.0,,1.0641558308027115,8.5004175567877,2.732173660495622,950.5270892817647,1.6680178296929071
SSP2,CGS,BGD,FMK,0.0,20.967403660363463,20.967403660363463,22.752678704356995,22.752678704356995,0.0,22.752678704356995,1.7852750439935292,0.0,19.392720018372543,19.392720018372543,23.22251473267246,23.22251473267246,0.0,23.22251473267246,3.8297947142999194,0.0,,1.5746836419909194,8.119973064629793,1.5746836419909194,8.119973064629793,-0.46983602831546634,-2.0231918623974,-0.46983602831546634,-2.0231918623974,0.0,,-0.46983602831546634,-2.0231918623974,-2.04451967030639,-53.38457601062634,1.5746836419909194
SSP2,MTS,BGD,RIC,52.05876555414491,0.0,52.05876555414491,68.84294010506748,94.08753864747568,0.0,94.08753864747568,42.02877309333076,53.62809140894311,0.0,53.62809140894311,68.26830517637313,93.30218598852176,0.0,93.30218598852176,39.67409457957866,-1.5693258547982012,-2.926313082506038,0.0,,-1.5693258547982012,-2.926313082506038,0.5746349286943513,0.8417301809525934,0.7853526589539257,0.8417301809526156,0.0,,0.7853526589539257,0.8417301809526156,2.3546785137521056,5.935052932409257,1.5693258547982012
SSP2,CGS,RUS,PRK,4.880339765336457,0.0,4.880339765336457,5.99221206329344,6.001292866497022,0.0,6.001292866497022,1.1209531011605651,6.368913799170793,0.0,6.368913799170793,5.167907232507198,5.175738855963957,0.0,5.175738855963957,-1.1931749432068353,-1.488574033834336,-23.372494600698513,0.0,,-1.488574033834336,-23.372494600698513,0.8243048307862422,15.950457190895296,0.8255540105330645,15.950457190895296,0.0,,0.8255540105330645,15.950457190895296,2.3141280443674006,-193.94708693327374,1.488574033834336
SSP2,CGS,BRA,PRK,4.879006877818111,0.0,4.879006877818111,5.967434223167999,5.967434223167999,0.0,5.967434223167999,1.0884273453498876,6.290591756276858,0.0,6.290591756276858,5.013017576220852,5.013017576220852,0.0,5.013017576220852,-1.277574180056006,-1.411584878458747,-22.439619882346427,0.0,,-1.411584878458747,-22.439619882346427,0.9544166469471467,19.038765223453492,0.9544166469471467,19.038765223453492,0.0,,0.9544166469471467,19.038765223453492,2.3660015254058937,-185.19484522630015,1.411584878458747
SSP2,CGS,USA,FMK,0.0,44.15162911332039,44.15162911332039,35.26565439428525,35.26565439428525,0.0,35.26565439428525,-8.88597471903514,0.0,42.78582019390405,42.78582019390405,35.83754480863699,35.83754480863699,0.0,35.83754480863699,-6.948275385267053,0.0,,1.365808919416338,3.192199923307615,1.365808919416338,3.192199923307615,-0.571890414351742,-1.5957856973893847,-0.571890414351742,-1.5957856973893847,0.0,,-0.571890414351742,-1.5957856973893847,-1.9376993337680872,27.88748612176104,1.365808919416338
SSP2,CGS,TUR,MLK,39.2220525126677,0.0,39.2220525126677,0.0,0.0,34.3610238025402,34.3610238025402,-4.861028710127506,37.906263610532726,0.0,37.906263610532726,0.0,0.0,32.34234625250502,32.34234625250502,-5.563917358027709,1.315788902134976,3.471164859860698,0.0,,1.315788902134976,3.471164859860698,0.0,,0.0,,2.0186775500351857,6.241592784502559,2.0186775500351857,6.241592784502559,0.7028886479002026,-12.632981453005653,1.315788902134976
SSP2,CGS,FRA,MLK,36.59113186496492,0.0,36.59113186496492,0.0,0.0,19.76636089476405,19.76636089476405,-16.82477097020087,35.306187438391724,0.0,35.306187438391724,0.0,0.0,22.26982177602372,22.26982177602372,-13.036365662368002,1.2849444265731975,3.6394312719700617,0.0,,1.2849444265731975,3.6394312719700617,0.0,,0.0,,-2.50346088125967,-11.24149490929004,-2.50346088125967,-11.24149490929004,-3.7884053078328677,29.060287245308203,1.2849444265731975
SSP2,CGS,VNM,PRK,4.93695060441403,0.0,4.93695060441403,8.209542237175043,8.209542237175043,0.0,8.209542237175043,3.2725916327610127,6.213100379535736,0.0,6.213100379535736,6.801041974140853,6.801041974140853,0.0,6.801041974140853,0.587941594605117,-1.2761497751217057,-20.53966131506576,0.0,,-1.2761497751217057,-20.53966131506576,1.40850026303419,20.71006572801104,1.40850026303419,20.71006572801104,0.0,,1.40850026303419,20.71006572801104,2.6846500381558958,456.61849115455163,1.2761497751217057
SSP2,CGS,DEU,PRK,4.150782505635861,0.0,4.150782505635861,4.139248115941484,4.139248115941484,0.0,4.139248115941484,-0.0115343896943764,5.416831050425528,0.0,5.416831050425528,3.5693267637272084,3.5693267637272084,0.0,3.5693267637272084,-1.84750428669832,-1.2660485447896672,-23.372494600698513,0.0,,-1.2660485447896672,-23.372494600698513,0.5699213522142759,15.967194654353968,0.5699213522142759,15.967194654353968,0.0,,0.5699213522142759,15.967194654353968,1.8359698970039435,-99.37567724321823,1.2660485447896672
SSP2,CGS,USA,WHE,49.58015928353965,0.0,49.58015928353965,35.430836963799266,43.71035875342205,0.0,43.71035875342205,-5.869800530117601,50.82796388949607,0.0,50.82796388949607,35.23930577050526,43.47407031406326,0.0,43.47407031406326,-7.3538935754328065,-1.2478046059564178,-2.45495689866555,0.0,,-1.2478046059564178,-2.45495689866555,0.19153119329400425,0.5435157960867354,0.23628843935878763,0.5435157960867354,0.0,,0.23628843935878763,0.5435157960867354,1.4840930453152055,-20.181051440193855,1.2478046059564178
SSP2,CGS,TUR,FMK,0.0,20.47156082251631,20.47156082251631,17.226625254557735,17.226625254557735,0.0,17.226625254557735,-3.2449355679585743,0.0,19.26887604559944,19.26887604559944,17.555749887409235,17.555749887409235,0.0,17.555749887409235,-1.713126158190203,0.0,,1.2026847769168683,6.241592784502514,1.2026847769168683,6.241592784502514,-0.3291246328514994,-1.8747398143758254,-0.3291246328514994,-1.8747398143758254,0.0,,-0.3291246328514994,-1.8747398143758254,-1.5318094097683712,89.41603059675533,1.2026847769168683
SSP2,MTS,THA,RIC,35.94489340219705,0.0,35.94489340219705,13.066369075421209,26.18307914654206,0.0,26.18307914654206,-9.761814255654992,37.14440530617842,0.0,37.14440530617842,12.956910782707356,25.96374084951177,0.0,25.96374084951177,-11.180664456666651,-1.1995119039813673,-3.229320523760937,0.0,,-1.1995119039813673,-3.229320523760937,0.10945829271385321,0.8447869600209046,0.21933829703029062,0.8447869600208824,0.0,,0.21933829703029062,0.8447869600208824,1.4188502010116597,-12.690213596076994,1.1995119039813673
SSP2,MTS,RUS,FMK,0.0,33.2998554362212,33.2998554362212,21.469583086003016,21.469583086003016,0.0,21.469583086003016,-11.830272350218184,0.0,32.13311639847865,32.13311639847865,21.65709907088166,21.65709907088166,0.0,21.65709907088166,-10.476017327596988,0.0,,1.166739037742552,3.630955128266966,1.166739037742552,3.630955128266966,-0.18751598487864385,-0.8658407308611449,-0.18751598487864385,-0.8658407308611449,0.0,,-0.18751598487864385,-0.8658407308611449,-1.3542550226211958,12.9271934197138,1.166739037742552
SSP2,CGS,AUS,WHE,45.92292507462432,0.0,45.92292507462432,3.2251818401512318,14.789307665535777,0.0,14.789307665535777,-31.133617409088544,47.07868653757976,0.0,47.07868653757976,3.1612708931446107,14.496239334718078,0.0,14.496239334718078,-32.58244720286168,-1.1557614629554465,-2.45495689866555,0.0,,-1.1557614629554465,-2.45495689866555,0.06391094700662103,2.0216852388454054,0.29306833081769845,2.0216852388454276,0.0,,0.29306833081769845,2.0216852388454276,1.448829793773136,-4.446657381971875,1.1557614629554465
SSP2,CGS,FRA,WHE,45.00679958247396,0.0,45.00679958247396,7.695326365335171,20.902537171502203,0.0,20.902537171502203,-24.10426241097176,46.1395045319922,0.0,46.1395045319922,7.579570742951965,20.58811435370272,0.0,20.58811435370272,-25.55139017828948,-1.1327049495182422,-2.454956898665539,0.0,,-1.1327049495182422,-2.454956898665539,0.11575562238320547,1.527205514782537,0.3144228177994819,1.527205514782537,0.0,,0.3144228177994819,1.527205514782537,1.4471277673177205,-5.663596998911302,1.1327049495182422
SSP2,CGS,ESP,PRK,3.654616915098938,0.0,3.654616915098938,3.559768544038669,3.559768544038669,0.0,3.559768544038669,-0.094848371060269,4.7693277969248005,0.0,4.7693277969248005,3.069634093200872,3.069634093200872,0.0,3.069634093200872,-1.6996937037239288,-1.1147108818258626,-23.372494600698523,0.0,,-1.1147108818258626,-23.372494600698523,0.4901344508377967,15.967194654353968,0.4901344508377967,15.967194654353968,0.0,,0.4901344508377967,15.967194654353968,1.6048453326636598,-94.41967862489213,1.1147108818258626
SSP2,CGS,PAK,RIC,21.3730072082141,0.0,21.3730072082141,4.599256794606154,6.059872760287946,0.0,6.059872760287946,-15.313134447926156,22.41922411373308,0.0,22.41922411373308,4.5382424668368415,5.979481714658541,0.0,5.979481714658541,-16.439742399074536,-1.0462169055189783,-4.666606213540236,0.0,,-1.0462169055189783,-4.666606213540236,0.06101432776931226,1.3444483897714576,0.0803910456294048,1.3444483897714354,0.0,,0.0803910456294048,1.3444483897714354,1.1266079511483795,-6.8529537981799615,1.0462169055189783
SSP2,CGS,MMR,RIC,21.24439002678391,0.0,21.24439002678391,18.68345031891725,27.87129986157059,0.0,27.87129986157059,6.62690983478668,22.28431107191031,0.0,22.28431107191031,18.427647726321972,27.489702745305006,0.0,27.489702745305006,5.205391673394697,-1.0399210451263983,-4.666606213540225,0.0,,-1.0399210451263983,-4.666606213540225,0.25580259259527693,1.388145662399931,0.3815971162655849,1.388145662399931,0.0,,0.3815971162655849,1.388145662399931,1.4215181613919832,27.308572545222898,1.0399210451263983
SSP2,CGS,BRA,BFV,14.09328363043364,0.0,14.09328363043364,11.27886600466645,11.27886600466645,0.0,11.27886600466645,-2.814417625767192,15.118717790995143,0.0,15.118717790995143,10.936262146343498,10.936262146343498,0.0,10.936262146343498,-4.182455644651647,-1.0254341605615025,-6.7825471361881,0.0,,-1.0254341605615025,-6.7825471361881,0.3426038583229509,3.1327326808593403,0.3426038583229509,3.1327326808593403,0.0,,0.3426038583229509,3.1327326808593403,1.3680380188844548,-32.70896657646198,1.0254341605615025
