base_ssp,diet_pathway,economy_id,commodity,primary_supply_mt,processing_supply_mt,production_mt,food_demand_mt,final_demand_mt,processing_demand_mt,demand_mt,net_import_mt,primary_supply_mt_baseline,processing_supply_mt_baseline,production_mt_baseline,food_demand_mt_baseline,final_demand_mt_baseline,processing_demand_mt_baseline,demand_mt_baseline,net_import_mt_baseline,primary_supply_mt_change,primary_supply_mt_change_percent,processing_supply_mt_change,processing_supply_mt_change_percent,production_mt_change,production_mt_change_percent,food_demand_mt_change,food_demand_mt_change_percent,final_demand_mt_change,final_demand_mt_change_percent,processing_demand_mt_change,processing_demand_mt_change_percent,demand_mt_change,demand_mt_change_percent,net_import_mt_change,net_import_mt_change_percent,absolute_production_change_mt
SSP2,CGS,IND,FMK,0.0,222.16948156209608,222.16948156209608,216.25839557322848,216.25839557322848,0.0,216.25839557322848,-5.911085988867626,0.0,207.6959183563076,207.6959183563076,220.7240669337854,220.7240669337854,0.0,220.7240669337854,13.028148577477822,0.0,,14.47356320578848,6.968631507220424,14.47356320578848,6.968631507220424,-4.465671360556911,-2.023191862397389,-4.465671360556911,-2.023191862397389,0.0,,-4.465671360556911,-2.023191862397389,-18.939234566345448,-145.37165011371079,14.47356320578848
SSP2,CGS,IND,RIC,277.3948399772411,0.0,277.3948399772411,220.1319618284805,256.96296574923605,0.0,256.96296574923605,-20.43187422800503,290.97342385459007,0.0,290.97342385459007,217.31491439154536,253.67458882278515,0.0,253.67458882278515,-37.29883503180491,-13.57858387734899,-4.666606213540215,0.0,,-13.57858387734899,-4.666606213540215,2.8170474369351552,1.2962973318340953,3.288376926450894,1.2962973318340953,0.0,,3.288376926450894,1.2962973318340953,16.866960803799884,-45.22114642298436,13.57858387734899
SSP2,CGS,IND,MLK,355.1328175368502,0.0,355.1328175368502,0.0,0.0,347.2761313740604,347.2761313740604,-7.856686162789799,344.3363203462345,0.0,344.3363203462345,0.0,0.0,324.6523083270623,324.6523083270623,-19.6840120191722,10.796497190615696,3.1354511716218836,0.0,,10.796497190615696,3.1354511716218836,0.0,,0.0,,22.623823046998098,6.968631507220446,22.623823046998098,6.968631507220446,11.827325856382402,-60.085951201729614,10.796497190615696
SSP2,MTS,IND,RIC,282.45863048571744,0.0,282.45863048571744,219.06134124794409,255.7132161114203,0.0,255.7132161114203,-26.745414374297127,290.97342385459007,0.0,290.97342385459007,217.31491439154536,253.67458882278515,0.0,253.67458882278515,-37.29883503180491,-8.514793368872631,-2.926313082506049,0.0,,-8.514793368872631,-2.926313082506049,1.7464268563987275,0.8036387476158646,2.038627288635155,0.8036387476158868,0.0,,2.038627288635155,0.8036387476158868,10.553420657507786,-28.294236665860552,8.514793368872631
SSP2,MTS,IND,FMK,0.0,215.54262883264823,215.54262883264823,218.2986723096336,218.2986723096336,0.0,218.2986723096336,2.756043476985326,0.0,207.6959183563076,207.6959183563076,220.7240669337854,220.7240669337854,0.0,220.7240669337854,13.028148577477822,0.0,,7.846710476340633,3.7779801059351525,7.846710476340633,3.7779801059351525,-2.4253946241518065,-1.0988355995086851,-2.4253946241518065,-1.0988355995086851,0.0,,-2.4253946241518065,-1.0988355995086851,-10.272105100492496,-78.84547093859686,7.846710476340633
SSP2,MTS,IND,MLK,350.11946266400025,0.0,350.11946266400025,0.0,0.0,336.91760794911806,336.91760794911806,-13.201854714882188,344.3363203462345,0.0,344.3363203462345,0.0,0.0,324.6523083270623,324.6523083270623,-19.6840120191722,5.783142317765737,1.6795040128066319,0.0,,5.783142317765737,1.6795040128066319,0.0,,0.0,,12.26529962205575,3.7779801059351747,12.26529962205575,3.7779801059351747,6.482157304290013,-32.93107775984083,5.783142317765737
SSP2,CGS,USA,MLK,117.0575044266722,0.0,117.0575044266722,0.0,0.0,132.87538199495216,132.87538199495216,15.817877568279954,112.94688034276308,0.0,112.94688034276308,0.0,0.0,128.76494744147817,128.76494744147817,15.818067098715105,4.110624083909116,3.6394312719700617,0.0,,4.110624083909116,3.6394312719700617,0.0,,0.0,,4.1104345534739934,3.192199923307637,4.1104345534739934,3.192199923307637,-0.00018953043515068657,-0.0011981896016033389,4.110624083909116
SSP2,CGS,IDN,RIC,75.64500018830032,0.0,75.64500018830032,69.80363424731597,77.37875334974996,0.0,77.37875334974996,1.733753161449641,79.7480193677439,0.0,79.7480193677439,68.99024317169696,76.47709274001413,0.0,76.47709274001413,-3.2709266277297644,-4.103019179443578,-5.14497941387514,0.0,,-4.103019179443578,-5.14497941387514,0.813391075619009,1.1789943595280628,0.9016606097358277,1.178994359528085,0.0,,0.9016606097358277,1.178994359528085,5.004679789179406,-153.0049542154658,4.103019179443578
SSP2,CGS,VNM,RIC,73.66622763187358,0.0,73.66622763187358,31.772974415626983,46.18444882503076,0.0,46.18444882503076,-27.481778806842826,77.27221774657559,0.0,77.27221774657559,31.340642594783795,45.55602145169223,0.0,45.55602145169223,-31.71619629488336,-3.60599011470201,-4.666606213540203,0.0,,-3.60599011470201,-4.666606213540203,0.43233182084318855,1.3794606142349508,0.6284273733385319,1.379460614234973,0.0,,0.6284273733385319,1.379460614234973,4.234417488040535,-13.35096254503777,3.60599011470201
SSP2,CGS,IND,WHE,164.77109122852082,0.0,164.77109122852082,138.61053153320992,162.70293110863622,0.0,162.70293110863622,-2.068160119884596,168.34638518583762,0.0,168.34638518583762,137.75346754430913,161.69689771709406,0.0,161.69689771709406,-6.649487468743558,-3.575293957316802,-2.1237723360498895,0.0,,-3.575293957316802,-2.1237723360498895,0.8570639889007907,0.6221723519410638,1.0060333915421609,0.6221723519410416,0.0,,1.0060333915421609,0.6221723519410416,4.581327348858963,-68.89745067411367,3.575293957316802
