base_ssp,diet_pathway,group_system,group_code,group_name,commodity,primary_supply_mt,processing_supply_mt,production_mt,food_demand_mt,final_demand_mt,processing_demand_mt,demand_mt,net_import_mt,other_final_demand_mt,primary_supply_mt_baseline,processing_supply_mt_baseline,production_mt_baseline,food_demand_mt_baseline,final_demand_mt_baseline,processing_demand_mt_baseline,demand_mt_baseline,net_import_mt_baseline,other_final_demand_mt_baseline,primary_supply_mt_change,primary_supply_mt_change_percent,processing_supply_mt_change,processing_supply_mt_change_percent,production_mt_change,production_mt_change_percent,food_demand_mt_change,food_demand_mt_change_percent,final_demand_mt_change,final_demand_mt_change_percent,processing_demand_mt_change,processing_demand_mt_change_percent,demand_mt_change,demand_mt_change_percent,net_import_mt_change,net_import_mt_change_percent,other_final_demand_mt_change,other_final_demand_mt_change_percent
SSP2,CGS,ECONOMIC,EU27,European Union (27),BDI,14.87692760602989,0.0,14.87692760602989,0.0,16.317595416984847,0.0,16.317595416984847,1.440667810954958,16.317595416984847,14.87692760602989,0.0,14.87692760602989,0.0,16.317595416984847,0.0,16.317595416984847,1.440667810954958,16.317595416984847,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
SSP2,CGS,ECONOMIC,EU27,European Union (27),BFV,8.571537144233035,0.0,8.571537144233035,6.692260174015898,6.716645877373955,0.0,6.716645877373955,-1.8548912668590827,0.024385703358056704,9.226011517498033,0.0,9.226011517498033,6.519418419567821,6.5431897466533915,0.0,6.5431897466533915,-2.6828217708446425,0.02377132708556958,-0.654474373264998,-7.093795320152408,0.0,,-0.654474373264998,-7.093795320152408,0.17284175444807648,2.6511836382413723,0.1734561307205631,2.65094147406133,0.0,,0.1734561307205631,2.65094147406133,0.8279305039855598,-30.86043631310251,0.000614376272487123,2.58452660331312
SSP2,CGS,ECONOMIC,EU27,European Union (27),BUT,0.0,2.4332830069798494,2.4332830069798494,2.032736611327784,2.035879909345598,0.0,2.035879909345598,-0.3974030976342514,0.003143298017814211,0.0,2.5412583659874155,2.5412583659874155,2.0355108516255127,2.0386584324081842,0.0,2.0386584324081842,-0.5025999335792317,0.003147580782671189,0.0,,-0.10797535900756605,-4.248893400715348,-0.10797535900756605,-4.248893400715348,-0.0027742402977288805,-0.1362920907797438,-0.0027785230625863022,-0.1362917406082631,0.0,,-0.0027785230625863022,-0.1362917406082631,0.1051968359449803,-20.93053120716274,-4.28276485697765e-06,-0.13606528800010897
SSP2,CGS,ECONOMIC,EU27,European Union (27),CHE,0.0,11.883627206910669,11.883627206910669,10.692107016825858,11.182644107694065,0.0,11.182644107694065,-0.7009830992166051,0.49053709086820546,0.0,12.504062427986778,12.504062427986778,10.84816561679487,11.345713833788686,0.0,11.345713833788686,-1.1583485941980929,0.4975482169938161,0.0,,-0.620435221076109,-4.961869189707835,-0.620435221076109,-4.961869189707835,-0.15605859996901117,-1.438571326081206,-0.163069726094621,-1.4372804433775088,0.0,,-0.163069726094621,-1.4372804433775088,0.4573654949814878,-39.48427073441696,-0.007011126125610612,-1.4091350116721912
SSP2,CGS,ECONOMIC,EU27,European Union (27),CRN,73.27203168606714,0.0,73.27203168606714,2.9042701577102323,82.60787401345131,0.0,82.60787401345131,9.335842327384167,79.70360385574108,73.27203168606731,0.0,73.27203168606731,2.9042701577102283,82.60787401345118,0.0,82.60787401345118,9.335842327383876,79.70360385574095,-1.7053025658242404e-13,-2.3314683517128287e-13,0.0,,-1.7053025658242404e-13,-2.3314683517128287e-13,3.9968028886505635e-15,1.3322676295501878e-13,1.2789769243681803e-13,1.5543122344752192e-13,0.0,,1.2789769243681803e-13,1.5543122344752192e-13,2.913225216616411e-13,3.1308289294429414e-12,1.2789769243681803e-13,1.5543122344752192e-13
SSP2,CGS,ECONOMIC,EU27,European Union (27),CTN,0.0,0.33914700809231735,0.33914700809231735,0.0,0.33421984064328103,0.0,0.33421984064328103,-0.004927167449036077,0.33421984064328103,0.0,0.33914700809231735,0.33914700809231735,0.0,0.33421984064328103,0.0,0.33421984064328103,-0.004927167449036077,0.33421984064328103,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
SSP2,CGS,ECONOMIC,EU27,European Union (27),DDG,0.0,3.0739210300054345,3.0739210300054345,0.0,2.7479356918227738,0.0,2.7479356918227738,-0.32598533818266007,2.7479356918227738,0.0,3.0739210300054363,3.0739210300054363,0.0,2.747935691822772,0.0,2.747935691822772,-0.3259853381826638,2.747935691822772,0.0,,-1.7763568394002505e-15,-5.551115123125783e-14,-1.7763568394002505e-15,-5.551115123125783e-14,0.0,,1.7763568394002505e-15,6.661338147750939e-14,0.0,,1.7763568394002505e-15,6.661338147750939e-14,3.7192471324942744e-15,-1.1435297153639112e-12,1.7763568394002505e-15,6.661338147750939e-14
SSP2,CGS,ECONOMIC,EU27,European Union (27),ETH,0.0,4.0985613733405835,4.0985613733405835,0.0,5.492712786450806,0.0,5.492712786450806,1.3941514131102222,5.492712786450806,0.0,4.098561373340586,4.098561373340586,0.0,5.492712786450805,0.0,5.492712786450805,1.3941514131102182,5.492712786450805,0.0,,-2.6645352591003757e-15,-6.661338147750939e-14,-2.6645352591003757e-15,-6.661338147750939e-14,0.0,,8.881784197001252e-16,2.220446049250313e-14,0.0,,8.881784197001252e-16,2.220446049250313e-14,3.9968028886505635e-15,2.886579864025407e-13,8.881784197001252e-16,2.220446049250313e-14
SSP2,CGS,ECONOMIC,EU27,European Union (27),FMK,0.0,23.98190549556423,23.98190549556423,19.308849831145782,19.308849831145782,0.0,19.308849831145782,-4.673055664418448,0.0,0.0,23.782213179742953,23.782213179742953,19.62197449366102,19.62197449366102,0.0,19.62197449366102,-4.160238686081932,0.0,0.0,,0.19969231582127733,0.8396708679382803,0.19969231582127733,0.8396708679382803,-0.3131246625152393,-1.595785697389407,-0.3131246625152393,-1.595785697389407,0.0,,-0.3131246625152393,-1.595785697389407,-0.5128169783365157,12.326623951941595,0.0,
SSP2,CGS,ECONOMIC,EU27,European Union (27),MLK,231.7912575606492,0.0,231.7912575606492,0.0,0.0,176.73630034496472,176.73630034496472,-55.054957215684496,0.0,223.6516108935254,0.0,223.6516108935254,0.0,0.0,182.96646179481544,182.96646179481544,-40.68514909870995,0.0,8.139646667123799,3.639431271970084,0.0,,8.139646667123799,3.639431271970084,0.0,,0.0,,-6.230161449850726,-3.4050838545686246,-6.230161449850726,-3.4050838545686246,-14.369808116974546,35.31954149193517,0.0,
SSP2,CGS,ECONOMIC,EU27,European Union (27),NBM,0.0,5.323896127979847,5.323896127979847,0.0,7.259641230219227,0.0,7.259641230219227,1.9357451022393803,7.259641230219227,0.0,5.344269514277794,5.344269514277794,0.0,7.285672812096337,0.0,7.285672812096337,1.9414032978185418,7.285672812096337,0.0,,-0.020373386297947604,-0.38121928999871324,-0.020373386297947604,-0.38121928999871324,0.0,,-0.026031581877109744,-0.3572982557477733,0.0,,-0.026031581877109744,-0.3572982557477733,-0.0056581955791614735,-0.291448746662748,-0.026031581877109744,-0.3572982557477733
SSP2,CGS,ECONOMIC,EU27,European Union (27),NBO,0.0,5.1948319794227595,5.1948319794227595,2.5089045462786133,4.375562820253381,0.0,4.375562820253381,-0.8192691591693784,1.866658273974768,0.0,5.214711465446817,5.214711465446817,2.4981660055758397,4.357795031037828,0.0,4.357795031037828,-0.8569164344089899,1.8596290254619876,0.0,,-0.01987948602405787,-0.38121928999871324,-0.01987948602405787,-0.38121928999871324,0.01073854070277358,0.4298569702255728,0.017767789215553442,0.4077242983895557,0.0,,0.017767789215553442,0.4077242983895557,0.03764727523961153,-4.393342656052179,0.007029248512780306,0.3779919767080475
SSP2,CGS,ECONOMIC,EU27,European Union (27),NBS,9.833943394250555,0.0,9.833943394250555,0.0660471412460135,1.1256475327882272,11.950384125656223,13.07603165844445,3.2420882641938946,1.0596003915422136,9.866923783540756,0.0,9.866923783540756,0.0659977637229123,1.124733176871488,11.996115632497855,13.120848809369344,3.253925025828588,1.0587354131485758,-0.03298038929020031,-0.3342519919452114,0.0,,-0.03298038929020031,-0.3342519919452114,4.937752310120447e-05,0.07481696396336446,0.0009143559167390514,0.08129536280616634,-0.04573150684163174,-0.38121928999870214,-0.04481715092489402,-0.34157203985836215,-0.011836761634693271,-0.3637687267142642,0.0008649783936378608,0.08169920292602217
SSP2,CGS,ECONOMIC,EU27,European Union (27),NDM,0.0,1.9519560096790929,1.9519560096790929,0.5721923834117066,1.1943692363946354,0.0,1.1943692363946354,-0.7575867732844572,0.6221768529829289,0.0,2.012289666717531,2.012289666717531,0.5897623306428393,1.2284809176867724,0.0,1.2284809176867724,-0.7838087490307586,0.6387185870439329,0.0,,-0.06033365703843807,-2.998259049695118,-0.06033365703843807,-2.998259049695118,-0.0175699472311327,-2.979157250002984,-0.03411168129213693,-2.776736764977117,0.0,,-0.03411168129213693,-2.776736764977117,0.026221975746301363,-3.345455862635738,-0.01654173406100401,-2.5898313273708173
SSP2,CGS,ECONOMIC,EU27,European Union (27),OCG,98.50376543726455,0.0,98.50376543726455,5.376911765882045,71.47674838996062,0.0,71.47674838996062,-27.027017047303932,66.09983662407858,98.50376543726473,0.0,98.50376543726473,5.376911765882036,71.47674838996049,0.0,71.47674838996049,-27.02701704730424,66.09983662407845,-1.8474111129762605e-13,-1.887379141862766e-13,0.0,,-1.8474111129762605e-13,-1.887379141862766e-13,8.881784197001252e-15,1.5543122344752192e-13,1.2789769243681803e-13,1.7763568394002505e-13,0.0,,1.2789769243681803e-13,1.7763568394002505e-13,3.090860900556436e-13,-1.1435297153639112e-12,1.2789769243681803e-13,1.9984014443252818e-13
SSP2,CGS,ECONOMIC,EU27,European Union (27),ODA,0.0,1.453011098588968,1.453011098588968,0.056929037544984795,1.3689702644831228,0.0,1.3689702644831228,-0.08404083410584451,1.3120412269381379,0.0,1.5288717130699436,1.5288717130699436,0.05689744356459189,1.3684074137589382,0.0,1.3684074137589382,-0.16046429931100523,1.3115099701943462,0.0,,-0.0758606144809757,-4.961869189707824,-0.0758606144809757,-4.961869189707824,3.159398039290218e-05,0.05552794363605784,0.0005628507241846048,0.04113180903035918,0.0,,0.0005628507241846048,0.04113180903035918,0.07642346520516072,-47.6264599249207,0.0005312567437916194,0.04050725925575094
SSP2,CGS,ECONOMIC,EU27,European Union (27),OTO,5.439916613090204,0.0,5.439916613090204,3.217624016968463,14.150947325407143,0.0,14.150947325407143,8.711030712316939,10.93332330843868,5.51704150748305,0.0,5.51704150748305,3.208584344546012,14.113693733919765,0.0,14.113693733919765,8.596652226436714,10.905109389373754,-0.07712489439284642,-1.397939353695965,0.0,,-0.07712489439284642,-1.397939353695965,0.009039672422451073,0.28173398146185136,0.037253591487377946,0.26395352052910326,0.0,,0.037253591487377946,0.26395352052910326,0.11437848588022526,1.3305003257952475,0.02821391906492643,0.2587220178865701
SSP2,CGS,ECONOMIC,EU27,European Union (27),PLM,18.412695243896923,0.0,18.412695243896923,11.09414626980272,11.837012534823849,0.0,11.837012534823849,-6.5756827090730745,0.7428662650211307,17.68622657905842,0.0,17.68622657905842,11.3593866534293,12.118287733808867,0.0,12.118287733808867,-5.567938845249553,0.7589010803795646,0.726468664838503,4.107539059228649,0.0,,0.726468664838503,4.107539059228649,-0.26524038362658153,-2.3349886021047372,-0.28127519898501774,-2.321080380029983,0.0,,-0.28127519898501774,-2.321080380029983,-1.0077438638235217,18.09904691541839,-0.016034815358433874,-2.112899266188162
