base_ssp,diet_pathway,group_system,group_code,group_name,commodity,primary_supply_mt,processing_supply_mt,production_mt,food_demand_mt,final_demand_mt,processing_demand_mt,demand_mt,net_import_mt,other_final_demand_mt,primary_supply_mt_baseline,processing_supply_mt_baseline,production_mt_baseline,food_demand_mt_baseline,final_demand_mt_baseline,processing_demand_mt_baseline,demand_mt_baseline,net_import_mt_baseline,other_final_demand_mt_baseline,primary_supply_mt_change,primary_supply_mt_change_percent,processing_supply_mt_change,processing_supply_mt_change_percent,production_mt_change,production_mt_change_percent,food_demand_mt_change,food_demand_mt_change_percent,final_demand_mt_change,final_demand_mt_change_percent,processing_demand_mt_change,processing_demand_mt_change_percent,demand_mt_change,demand_mt_change_percent,net_import_mt_change,net_import_mt_change_percent,other_final_demand_mt_change,other_final_demand_mt_change_percent
SSP2,CGS,ECONOMIC,EU27,European Union (27),PRK,18.62752643174435,0.0,18.62752643174435,23.222168554299607,23.25102450358735,0.0,23.25102450358735,4.6234980718430005,0.028855949287741663,24.30919072032606,0.0,24.30919072032606,20.027012142714764,20.05203714298163,0.0,20.05203714298163,-4.257153577344434,0.025025000266866326,-5.681664288581711,-23.372494600698502,0.0,,-5.681664288581711,-23.372494600698502,3.1951564115848434,15.954234155428647,3.19898736060572,15.953428261653668,0.0,,3.19898736060572,15.953428261653668,8.880651649187435,-208.60538591908374,0.0038309490208753363,15.308487432655893
SSP2,CGS,ECONOMIC,EU27,European Union (27),RBM,0.0,16.46359080434273,16.46359080434273,0.0,14.050912147714838,0.0,14.050912147714838,-2.4126786566278917,14.050912147714838,0.0,16.676990597122117,16.676990597122117,0.0,14.21639583047503,0.0,14.21639583047503,-2.460594766647086,14.21639583047503,0.0,,-0.2133997927793878,-1.279606122798993,-0.2133997927793878,-1.279606122798993,0.0,,-0.16548368276019154,-1.164034012090831,0.0,,-0.16548368276019154,-1.164034012090831,0.04791611001919449,-1.9473385324836334,-0.16548368276019154,-1.164034012090831
SSP2,CGS,ECONOMIC,EU27,European Union (27),RBO,0.0,12.076621164951298,12.076621164951298,1.259575566388509,10.372477748049402,0.0,10.372477748049402,-1.7041434169018965,9.112902181660893,0.0,12.23315739600218,12.23315739600218,1.2423994895346364,10.243744596402331,0.0,10.243744596402331,-1.9894127995998485,9.001345106867696,0.0,,-0.15653623105088244,-1.279606122798993,-0.15653623105088244,-1.279606122798993,0.01717607685387268,1.3824922658577599,0.12873315164707044,1.2567001298751768,0.0,,0.12873315164707044,1.2567001298751768,0.285269382697952,-14.3393760588718,0.11155707479319688,1.2393378263886756
SSP2,CGS,ECONOMIC,EU27,European Union (27),RBS,22.180321611057472,0.0,22.180321611057472,0.094193388567889,1.46735206049259,29.30507441143241,30.772426471925005,8.592104860867535,1.373158671924701,22.40290306546597,0.0,22.40290306546597,0.0939852145029079,1.4636625163597268,29.684924523179276,31.148587039539002,8.745683974073033,1.369677301856819,-0.2225814544084983,-0.9935384434689998,0.0,,-0.2225814544084983,-0.9935384434689998,0.00020817406498110924,0.2214966110171135,0.003689544132863265,0.25207615086293433,-0.37985011174686534,-1.279606122799004,-0.3761605676139972,-1.2076328442651718,-0.15357911320549889,-1.7560560576027062,0.0034813700678821835,0.2541744732983853
SSP2,CGS,ECONOMIC,EU27,European Union (27),RIC,2.389334359482684,0.0,2.389334359482684,4.411265132379492,5.914836516417051,0.0,5.914836516417051,3.525502156934366,1.503571384037559,2.5252766986656807,0.0,2.5252766986656807,4.365792808483367,5.852698900079344,0.0,5.852698900079344,3.327422201413663,1.4869060915959764,-0.1359423391829968,-5.383265099417689,0.0,,-0.1359423391829968,-5.383265099417689,0.04547232389612432,1.0415593659819367,0.06213761633770698,1.0616916639409668,0.0,,0.06213761633770698,1.0616916639409668,0.1980799555207029,5.952955276807015,0.016665292441582658,1.1208032932123357
SSP2,CGS,ECONOMIC,EU27,European Union (27),SBE,144.02460180272544,0.0,144.02460180272544,0.0,11.73482624029732,132.40060796842636,144.13543420872367,0.11083240599821931,11.73482624029732,144.02460180272544,0.0,144.02460180272544,0.0,11.73482624029732,132.40060796842636,144.1354342087237,0.11083240599823069,11.73482624029732,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-2.842170943040401e-14,-2.220446049250313e-14,-1.1379786002407855e-14,-1.0269562977782698e-11,0.0,0.0
SSP2,CGS,ECONOMIC,EU27,European Union (27),SBM,0.0,13.118398232337057,13.118398232337057,0.0,26.21912541140672,0.0,26.21912541140672,13.100727179069663,26.21912541140672,0.0,13.19483620712469,13.19483620712469,0.0,26.35376462667967,0.0,26.35376462667967,13.158928419554979,26.35376462667967,0.0,,-0.07643797478763226,-0.5793021875205917,-0.07643797478763226,-0.5793021875205917,0.0,,-0.13463921527295142,-0.5108917726943885,0.0,,-0.13463921527295142,-0.5108917726943885,-0.05820124048531561,-0.44229468106860015,-0.13463921527295142,-0.5108917726943885
SSP2,CGS,ECONOMIC,EU27,European Union (27),SBO,0.0,3.140239803491448,3.140239803491448,1.7096766389952198,2.4859694341370098,0.0,2.4859694341370098,-0.654270369354438,0.7762927951417902,0.0,3.1585372790425956,3.1585372790425956,1.671266159690372,2.432822192353413,0.0,2.432822192353413,-0.7257150866891822,0.7615560326630411,0.0,,-0.0182974755511478,-0.5793021875206139,-0.0182974755511478,-0.5793021875206139,0.03841047930484787,2.298286187519283,0.053147241783596755,2.1845921148961667,0.0,,0.053147241783596755,2.1845921148961667,0.07144471733474411,-9.844733648942771,0.01473676247874911,1.935085777893053
SSP2,CGS,ECONOMIC,EU27,European Union (27),SBS,3.1219377578397562,0.0,3.1219377578397562,0.1414833531009638,1.4314212876750265,16.89209146579585,18.32351275347088,15.201574995631121,1.2899379345740627,3.137111173839238,0.0,3.137111173839238,0.1413806909205259,1.4302798985185172,16.990517907706273,18.42079780622479,15.283686632385551,1.2888992075979915,-0.015173415999481854,-0.4836747937406516,0.0,,-0.015173415999481854,-0.4836747937406516,0.00010266218043789022,0.07261400391345152,0.0011413891565092982,0.07980180366735645,-0.09842644191042282,-0.5793021875206028,-0.09728505275391086,-0.5281261635749379,-0.0821116367544299,-0.5372501983941347,0.0010387269760712137,0.08059024087747613
SSP2,CGS,ECONOMIC,EU27,European Union (27),SCA,0.0,0.0,0.0,0.0,0.002215264326785416,11.319465258048552,11.321680522375338,11.321680522375338,0.002215264326785416,0.0,0.0,0.0,0.0,0.002215264326785416,11.319465258048563,11.321680522375349,11.321680522375349,0.002215264326785416,0.0,,0.0,,0.0,,0.0,,0.0,0.0,-1.0658141036401503e-14,-8.881784197001252e-14,-1.0658141036401503e-14,-8.881784197001252e-14,-1.0658141036401503e-14,-8.881784197001252e-14,0.0,0.0
SSP2,CGS,ECONOMIC,EU27,European Union (27),SUG,0.0,22.412120065908386,22.412120065908386,15.922018044888146,17.74914287611199,0.0,17.74914287611199,-4.662977189796396,1.8271248312238422,0.0,22.41212006590839,22.41212006590839,15.922018044888146,17.74914287611199,0.0,17.74914287611199,-4.6629771897964,1.8271248312238422,0.0,,-3.552713678800501e-15,-1.1102230246251565e-14,-3.552713678800501e-15,-1.1102230246251565e-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.552713678800501e-15,-7.771561172376096e-14,0.0,0.0
SSP2,CGS,ECONOMIC,EU27,European Union (27),WDM,0.0,0.6007016633989749,0.6007016633989749,0.2243288305501995,0.3229219126246633,0.0,0.3229219126246633,-0.2777797507743114,0.09859308207446381,0.0,0.6183917465900367,0.6183917465900367,0.230765839196004,0.331792253645375,0.0,0.331792253645375,-0.2865994929446613,0.10102641444937101,0.0,,-0.0176900831910618,-2.8606596528186645,-0.0176900831910618,-2.8606596528186645,-0.006437008645804487,-2.789411408651832,-0.008870341020711714,-2.673462361840573,0.0,,-0.008870341020711714,-2.673462361840573,0.00881974217034992,-3.0773753574131035,-0.002433332374907199,-2.408610053291216
SSP2,CGS,ECONOMIC,EU27,European Union (27),WHE,156.24339331688563,0.0,156.24339331688563,48.333833196581836,127.64608132178802,0.0,127.64608132178802,-28.597311995097627,79.31224812520618,160.17563614644422,0.0,160.17563614644422,47.66519260048559,125.63783065199608,0.0,125.63783065199608,-34.53780549444811,77.9726380515105,-3.9322428295585894,-2.454956898665561,0.0,,-3.9322428295585894,-2.454956898665561,0.668640596096246,1.4027858896964451,2.0082506697919342,1.5984442419692657,0.0,,2.0082506697919342,1.5984442419692657,5.940493499350481,-17.199973809295454,1.339610073695681,1.7180514949496795
SSP2,CGS,FOCUS,CHINA_MAINLAND,China mainland,BDI,9.78180031729403,0.0,9.78180031729403,0.0,7.872182570629183,0.0,7.872182570629183,-1.9096177466648472,7.872182570629183,9.78180031729403,0.0,9.78180031729403,0.0,7.872182570629183,0.0,7.872182570629183,-1.9096177466648472,7.872182570629183,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
SSP2,CGS,FOCUS,CHINA_MAINLAND,China mainland,BFV,12.033432565800958,0.0,12.033432565800958,3.80704347328728,3.80704347328728,0.0,3.80704347328728,-8.226389092513678,0.0,12.908990962648884,0.0,12.908990962648884,13.63006322777773,13.63006322777773,0.0,13.63006322777773,0.7210722651288481,0.0,-0.8755583968479268,-6.782547136188133,0.0,,-0.8755583968479268,-6.782547136188133,-9.823019754490451,-72.06877613356465,-9.823019754490451,-72.06877613356465,0.0,,-9.823019754490451,-72.06877613356465,-8.947461357642526,-1240.8550141702797,0.0,
SSP2,CGS,FOCUS,CHINA_MAINLAND,China mainland,BUT,0.0,0.206346020885716,0.206346020885716,0.582876330751865,0.5850811816529324,0.0,0.5850811816529324,0.3787351607672164,0.002204850901067479,0.0,0.1910914300068724,0.1910914300068724,0.2707094953344008,0.272917877026096,0.0,0.272917877026096,0.0818264470192235,0.0022083816916951826,0.0,,0.015254590878843594,7.982875463486239,0.015254590878843594,7.982875463486239,0.31216683541746415,115.31432801492687,0.31216330462683645,114.37994023271254,0.0,,0.31216330462683645,114.37994023271254,0.29690871374799294,362.8517729460258,-3.5307906277037837e-06,-0.1598813575108715
SSP2,CGS,FOCUS,CHINA_MAINLAND,China mainland,CHE,0.0,0.3988817899072669,0.3988817899072669,0.9595901574738004,0.9756381562819908,0.0,0.9756381562819908,0.5767563663747237,0.01604799880819041,0.0,0.369393561891345,0.369393561891345,0.4526310953721373,0.4689558749987746,0.0,0.4689558749987746,0.0995623131074296,0.01632477962663731,0.0,,0.029488228015921936,7.9828754634862165,0.029488228015921936,7.9828754634862165,0.5069590621016631,112.00270314721953,0.5066822812832161,108.0447667458138,0.0,,0.5066822812832161,108.0447667458138,0.47719405326729414,479.2918508757352,-0.00027678081844689784,-1.6954643479246245
SSP2,CGS,FOCUS,CHINA_MAINLAND,China mainland,CRN,443.271861425408,0.0,443.271861425408,10.738572645826125,336.9070881445481,0.0,336.9070881445481,-106.36477328085994,326.16851549872194,443.271861425409,0.0,443.271861425409,10.73857264583118,336.9070881445526,0.0,336.9070881445526,-106.3647732808564,326.1685154987214,-9.663381206337363e-13,-2.220446049250313e-13,0.0,,-9.663381206337363e-13,-2.220446049250313e-13,-5.055511564933113e-12,-4.707345624410664e-11,-4.490630090003833e-12,-1.3322676295501878e-12,0.0,,-4.490630090003833e-12,-1.3322676295501878e-12,-3.538502824085299e-12,3.3306690738754696e-12,5.684341886080801e-13,1.7763568394002505e-13
SSP2,CGS,FOCUS,CHINA_MAINLAND,China mainland,CTN,0.0,7.8439665438896995,7.8439665438896995,0.0,7.159377527164156,0.0,7.159377527164156,-0.6845890167255435,7.159377527164156,0.0,7.8439665438896995,7.8439665438896995,0.0,7.159377527164156,0.0,7.159377527164156,-0.6845890167255435,7.159377527164156,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
SSP2,CGS,FOCUS,CHINA_MAINLAND,China mainland,DDG,0.0,2.662640060610439,2.662640060610439,0.0,2.3878380362716096,0.0,2.3878380362716096,-0.2748020243388294,2.3878380362716096,0.0,2.6626400606104403,2.6626400606104403,0.0,2.3878380362716083,0.0,2.3878380362716083,-0.274802024338832,2.3878380362716083,0.0,,-1.3322676295501878e-15,-5.551115123125783e-14,-1.3322676295501878e-15,-5.551115123125783e-14,0.0,,1.3322676295501878e-15,6.661338147750939e-14,0.0,,1.3322676295501878e-15,6.661338147750939e-14,2.609024107869118e-15,-9.547918011776346e-13,1.3322676295501878e-15,6.661338147750939e-14
SSP2,CGS,FOCUS,CHINA_MAINLAND,China mainland,ETH,0.0,3.550186747480585,3.550186747480585,0.0,3.035184532205244,0.0,3.035184532205244,-0.5150022152753411,3.035184532205244,0.0,3.5501867474805877,3.5501867474805877,0.0,3.0351845322052435,0.0,3.0351845322052435,-0.5150022152753437,3.0351845322052435,0.0,,-2.6645352591003757e-15,-7.771561172376096e-14,-2.6645352591003757e-15,-7.771561172376096e-14,0.0,,4.440892098500626e-16,2.220446049250313e-14,0.0,,4.440892098500626e-16,2.220446049250313e-14,2.6645352591003757e-15,-5.218048215738236e-13,4.440892098500626e-16,2.220446049250313e-14
SSP2,CGS,FOCUS,CHINA_MAINLAND,China mainland,FMK,0.0,69.96307569582582,69.96307569582582,102.2144996946938,102.2144996946938,0.0,102.2144996946938,32.25142399886796,0.0,0.0,64.79089892311993,64.79089892311993,48.30185875332657,48.30185875332657,0.0,48.30185875332657,-16.489040169793356,0.0,0.0,,5.172176772705896,7.9828754634862165,5.172176772705896,7.9828754634862165,53.91264094136723,111.6160792417833,53.91264094136723,111.6160792417833,0.0,,53.91264094136723,111.6160792417833,48.74046416866132,-295.59309496953057,0.0,
SSP2,CGS,FOCUS,CHINA_MAINLAND,China mainland,MLK,81.93840331873825,0.0,81.93840331873825,0.0,0.0,78.78416435557166,78.78416435557166,-3.1542389631665912,0.0,79.18960169213713,0.0,79.18960169213713,0.0,0.0,72.95986888422144,72.95986888422144,-6.229732807915696,0.0,2.7488016266011215,3.471164859860698,0.0,,2.7488016266011215,3.471164859860698,0.0,,0.0,,5.824295471350226,7.9828754634862165,5.824295471350226,7.9828754634862165,3.075493844749105,-49.36798960047347,0.0,
SSP2,CGS,FOCUS,CHINA_MAINLAND,China mainland,NBM,0.0,0.4690182888733123,0.4690182888733123,0.0,3.7301405898745754,0.0,3.7301405898745754,3.2611223010012624,3.7301405898745754,0.0,0.4708131193039435,0.4708131193039435,0.0,3.7452748221287777,0.0,3.7452748221287777,3.2744617028248344,3.7452748221287777,0.0,,-0.0017948304306311669,-0.38121928999869104,-0.0017948304306311669,-0.38121928999869104,0.0,,-0.015134232254202296,-0.40408869770470757,0.0,,-0.015134232254202296,-0.40408869770470757,-0.013339401823571961,-0.4073769380800618,-0.015134232254202296,-0.40408869770470757
SSP2,CGS,FOCUS,CHINA_MAINLAND,China mainland,NBO,0.0,0.4576481485369895,0.4576481485369895,0.2911202120484489,1.6612650319981428,0.0,1.6612650319981428,1.2036168834611534,1.370144819949694,0.0,0.4593994679268782,0.4593994679268782,0.5239648298901308,1.888649046737244,0.0,1.888649046737244,1.4292495788103654,1.3646842168471132,0.0,,-0.0017513193898887058,-0.38121928999871324,-0.0017513193898887058,-0.38121928999871324,-0.23284461784168192,-44.43897845023428,-0.2273840147391013,-12.039505970255348,0.0,,-0.2273840147391013,-12.039505970255348,-0.22563269534921204,-15.786794601473119,0.0054606031025807855,0.40013675216357125
SSP2,CGS,FOCUS,CHINA_MAINLAND,China mainland,NBS,4.520517489440381,0.0,4.520517489440381,0.0,2.1014964059499124,1.0527907718817335,3.154287177831646,-1.3662303116087346,2.1014964059499124,4.534987864113569,0.0,4.534987864113569,0.0,2.0994432596193064,1.0568195719504905,3.156262831569797,-1.3787250325437723,2.0994432596193064,-0.01447037467318868,-0.3190829855950872,0.0,,-0.01447037467318868,-0.3190829855950872,0.0,,0.002053146330605937,0.09779479970219995,-0.004028800068756944,-0.38121928999870214,-0.0019756537381510064,-0.06259471544606265,0.012494720935037673,-0.9062518370312578,0.002053146330605937,0.09779479970219995
