base_ssp,diet_pathway,commodity,world_price_index_2050_2023eq1,world_price_index_2050_2023eq1_baseline,world_price_index_2050_2023eq1_change,world_price_index_2050_change_percent
SSP1,CGS,BDI,1.1791460351848817,1.1791460351848817,0.0,0.0
SSP1,CGS,BFV,1.0126876781692475,1.1556966106383249,-0.1430089324690773,-12.374262514284728
SSP1,CGS,BUT,1.82488796902988,1.806605953726741,0.01828201530313911,1.0119536728762757
SSP1,CGS,CHE,1.1581854961913176,1.0472848364021556,0.11090065978916197,10.589350283171317
SSP1,CGS,CRN,0.961464395836194,0.9614643958362008,-6.772360450213455e-15,-6.994405055138486e-13
SSP1,CGS,CTN,0.6385107823823386,0.6385107823823386,0.0,0.0
SSP1,CGS,DDG,1.2435980980709926,1.2435980980709926,0.0,0.0
SSP1,CGS,ETH,1.2954671903240746,1.2954671903240746,0.0,0.0
SSP1,CGS,FMK,1.9668141344713377,1.651312221563162,0.31550191290817575,19.106133218678423
SSP1,CGS,MLK,1.617762827318844,1.3956331385020806,0.22212968881676343,15.916051481492687
SSP1,CGS,NBM,0.8501427445333497,0.843778572371921,0.006364172161428705,0.7542467146965492
SSP1,CGS,NBO,1.0443644458025685,1.079586674162755,-0.0352222283601864,-3.2625660545043345
SSP1,CGS,NBS,0.8115572203887701,0.8196968247475452,-0.008139604358775143,-0.9930018164071797
SSP1,CGS,NDM,2.473069999924393,1.9021513903842389,0.5709186095401539,30.014362286107364
SSP1,CGS,OCG,0.9808144424356392,0.9808144424356428,-3.552713678800501e-15,-3.6637359812630166e-13
SSP1,CGS,ODA,2.9741315340222982,2.9897674146407374,-0.015635880618439124,-0.5229798325405155
SSP1,CGS,OTO,1.0923553083673152,1.1219026364202935,-0.029547328052978328,-2.63368024049363
SSP1,CGS,PLM,1.13961137409626,1.0496392633947764,0.08997211070148348,8.571717335581841
SSP1,CGS,PRK,0.4587046519298215,0.862488288165084,-0.40378363623526253,-46.81612976963423
SSP1,CGS,RBM,0.8966699348357793,0.8704578727211183,0.026212062114660983,3.0112958864649153
SSP1,CGS,RBO,0.5341018627498515,0.6105737216718994,-0.07647185892204789,-12.524590595325547
SSP1,CGS,RBS,0.6266457246018714,0.6462419991516387,-0.019596274549767312,-3.032343081305844
SSP1,CGS,RIC,0.6989261338111078,0.8228045694294474,-0.12387843561833956,-15.05563291952059
SSP1,CGS,SBE,0.8897878568782722,0.8897878568782728,-5.551115123125783e-16,-6.661338147750939e-14
SSP1,CGS,SBM,1.0995942641006804,1.0701893338614443,0.02940493023923607,2.7476381336317024
SSP1,CGS,SBO,0.8582329363979603,1.0330637961608666,-0.17483085976290635,-16.923529835487727
SSP1,CGS,SBS,0.9418264560497092,0.9512788543231948,-0.009452398273485652,-0.9936516753765945
SSP1,CGS,SCA,0.881648805351201,0.8816488053512012,-1.1102230246251565e-16,-1.1102230246251565e-14
SSP1,CGS,SUG,1.2205382459862824,1.2205382459862824,0.0,0.0
SSP1,CGS,WDM,1.7662874241928923,1.4335507504116525,0.33273667378123983,23.21066580207869
SSP1,CGS,WHE,0.826970073891182,0.8756536402841597,-0.04868356639297766,-5.559682978897829
SSP1,MTS,BDI,1.1791460351848817,1.1791460351848817,0.0,0.0
SSP1,MTS,BFV,1.0654927693715122,1.1556966106383249,-0.09020384126681269,-7.805148897770886
SSP1,MTS,BUT,1.8207996145255705,1.806605953726741,0.014193660798829555,0.7856533833263679
SSP1,MTS,CHE,1.1055213131259014,1.0472848364021556,0.05823647672374577,5.560710391244794
SSP1,MTS,CRN,0.9614643958361956,0.9614643958362008,-5.218048215738236e-15,-5.440092820663267e-13
SSP1,MTS,CTN,0.6385107823823382,0.6385107823823386,-4.440892098500626e-16,-6.661338147750939e-14
SSP1,MTS,DDG,1.2435980980709926,1.2435980980709926,0.0,0.0
SSP1,MTS,ETH,1.2954671903240746,1.2954671903240746,0.0,0.0
SSP1,MTS,FMK,1.8150343301164251,1.651312221563162,0.1637221085532632,9.914667039663815
SSP1,MTS,MLK,1.511402750358504,1.3956331385020806,0.11576961185642332,8.2951320560271
SSP1,MTS,NBM,0.847115649272814,0.843778572371921,0.0033370769008930212,0.3954920177117405
SSP1,MTS,NBO,1.0609372284470346,1.079586674162755,-0.018649445715720248,-1.7274616445394075
SSP1,MTS,NBS,0.8154103155435267,0.8196968247475452,-0.004286509204018518,-0.52293836874856
SSP1,MTS,NDM,2.1907442667538533,1.9021513903842389,0.2885928763696144,15.171919429153213
SSP1,MTS,OCG,0.9808144424356378,0.9808144424356428,-4.9960036108132044e-15,-5.10702591327572e-13
SSP1,MTS,ODA,2.980558519309902,2.9897674146407374,-0.009208895330835354,-0.3080137700926078
SSP1,MTS,OTO,1.1063229722659331,1.1219026364202935,-0.015579664154360406,-1.3886823730151043
SSP1,MTS,PLM,1.1013983460191952,1.0496392633947764,0.05175908262441875,4.9311305730902255
