study_id,author_year,lang,Target,Path,crop,dep_var,x_var,beta,se,t_stat,p_report,N,df,model,endog,micro,region,data_years,spec_type,mean_y,mean_x,elast_reported,table_source,notes,part,t_use,df_use,PCC,SE_PCC,elasticity,elast_type
110-Capital_constraints_or_biased_norms_Tracing_the_root_of_gendered_agricultura,Wu & Zhang 2025,en,Yield,MCI,mixed,"Log land productivity (log crop output value per ha, yuan/ha)","Log machine (farm machinery value/cost per ha, log)",0.02,0.002,,***,9956.0,,OLS-FE (prefecture FE + province-year FE + prefectural trends),0.0,1.0,China 29省 (CRHPS),2015-2019,subgroup,,,,Table 4 col(5),男性户主×小农场子样本;机械为投入控制变量;村级聚类SE,en_g2.csv,10.0,9956.0,0.09972117053875636,0.009972117053875636,0.02,full
110-Capital_constraints_or_biased_norms_Tracing_the_root_of_gendered_agricultura,Wu & Zhang 2025,en,Yield,MCI,mixed,"Log land productivity (log crop output value per ha, yuan/ha)","Log machine (farm machinery value/cost per ha, log)",0.021,0.002,,***,8783.0,,OLS-FE (prefecture FE + province-year FE + prefectural trends),0.0,1.0,China 29省 (CRHPS),2015-2019,subgroup,,,,Table 4 col(6),男性户主×大农场子样本;机械为投入控制变量;村级聚类SE,en_g2.csv,10.5,8783.0,0.11134200779995328,0.010604000742852695,0.021,full
112-Do_Farm_Subsidies_Effectively_Increase_Grain_ProductionEvidence_from_Major_G,"Yang, Chandio, Zhang & Liu 2023",en,Yield,MCI,cgrn,"ln Grain yield (log, 稻麦玉豆四大粮食作物总产之和)","ln Mechanical operation expense (log, 机械作业费用)",0.564,,35.026,***,3472.0,,OLS,0.0,1.0,China 13个粮食主产省(全国农村固定观察点),2017,baseline,7.79,6.34,,Table 3 col(3),"机械作业费为中介变量,该系数来自中介模型第三步方程(lnGrain~补贴+机械费+控制);若协议'中介第二阶段'涵盖此方程请在分析阶段剔除;括号内为t值;机械作业费可能含外包机械服务支出",en_g2.csv,35.026,3472.0,0.5109708296427116,0.01458832951643669,0.564,full
112-Do_Farm_Subsidies_Effectively_Increase_Grain_ProductionEvidence_from_Major_G,"Yang, Chandio, Zhang & Liu 2023",en,Yield,MCI,cgrn,"ln Grain yield (log, 稻麦玉豆四大粮食作物总产之和)","ln Subsidies for purchasing agricultural machinery (log, 农机购置补贴额)",0.377,,1.146,n.s.,27.0,,OLS,0.0,1.0,China 13个粮食主产省(全国农村固定观察点),2017,subgroup,,,,Table 6 col(4),"补贴类型异质性:仅获农机购置补贴子样本,N=27极小样本,不显著;括号内为t值;正文结论'农机购置补贴对粮食产出无显著促进作用'",en_g2.csv,1.146,27.0,0.21537200424431002,0.18793368607705938,0.377,full
116-Farm_machinery_use_and_maize_yields_in_China,"Zhou, Ma, Li & Qiu 2020",en,Yield,MCI,maiz,"ln(maize yield, kg/mu)",Farm machinery use in land preparation (dummy),0.126,0.044,,***,493.0,,OLS + control function (IMR),1.0,1.0,"Gansu/Shandong/Henan, China",2016,baseline,483.211,0.856,,Table 5 col OLS,"IV=smartphone use的CF法控制自选择;dummy半弹性,正文换算增产约13%",en_g3.csv,2.8636363636363638,493.0,0.1279122559250083,0.044667771910320356,0.126,semi
116-Farm_machinery_use_and_maize_yields_in_China,"Zhou, Ma, Li & Qiu 2020",en,Yield,MCI,maiz,"ln(maize yield, kg/mu)",Farm machinery use in land preparation (dummy),0.111,0.044,,**,493.0,,UQR(RIF) + control function (IMR),1.0,1.0,"Gansu/Shandong/Henan, China",2016,subgroup,483.211,0.856,,Table 5 col 20th,无条件分位数回归20分位;正文换算增产12%,en_g3.csv,2.522727272727273,493.0,0.11289159804193166,0.04474982264725219,0.111,semi
116-Farm_machinery_use_and_maize_yields_in_China,"Zhou, Ma, Li & Qiu 2020",en,Yield,MCI,maiz,"ln(maize yield, kg/mu)",Farm machinery use in land preparation (dummy),0.041,0.02,,**,493.0,,UQR(RIF) + control function (IMR),1.0,1.0,"Gansu/Shandong/Henan, China",2016,subgroup,483.211,0.856,,Table 5 col 50th,50分位;正文换算增产4%,en_g3.csv,2.05,493.0,0.09193633974503866,0.04484699499757984,0.041,semi
116-Farm_machinery_use_and_maize_yields_in_China,"Zhou, Ma, Li & Qiu 2020",en,Yield,MCI,maiz,"ln(maize yield, kg/mu)",Farm machinery use in land preparation (dummy),0.04,0.064,,,493.0,,UQR(RIF) + control function (IMR),1.0,1.0,"Gansu/Shandong/Henan, China",2016,subgroup,483.211,0.856,,Table 5 col 80th,80分位;不显著,en_g3.csv,0.625,493.0,0.028137439277976756,0.045019902844762816,0.04,semi
118-How_aging_affects_low-carbon_crop_yield_in_rural_China,Zeng et al. 2025,en,Yield,MCI,cgrn,"YIELD (sum of rice/wheat/maize yield, kg/m2, standardized coef)",MACHINERY (dummy: machinery used in ploughing/fertilization/sowing),-0.011,0.042,,ns,2889.0,,Tobit,0.0,1.0,"China (29 provinces, CRHPS rural households)",2017,baseline,9565.49,0.673,,Table 2 col(3),机械化为控制变量; 无省固定效应; 表注: 系数为标准差单位(标准化); mean_y单位kg/ha,en_g4.csv,-0.26190476190476186,2889.0,-0.004872641594010415,0.018604631540767042,-7.73927943053623e-07,converted
118-How_aging_affects_low-carbon_crop_yield_in_rural_China,Zeng et al. 2025,en,Yield,MCI,cgrn,"YIELD (sum of rice/wheat/maize yield, kg/m2, standardized coef)",MACHINERY (dummy: machinery used in ploughing/fertilization/sowing),0.048,0.069,,ns,2889.0,,Tobit,0.0,1.0,"China (29 provinces, CRHPS rural households)",2017,baseline,9565.49,0.673,,Table 2 col(4),机械化为控制变量; 含省固定效应; 标准化系数; mean_y单位kg/ha,en_g4.csv,0.6956521739130435,2889.0,0.012941422168227353,0.018603294366826822,3.3771401151430823e-06,converted
120-Impact_of_agricultural_machinery_purchase_subsidies_on_the_sustainable_and_i,Zhou et al. 2025,en,Efficiency,MCI,mixed,"URNR (emergy ratio, sej/sej, level)","AMPS (machinery purchase subsidy funds per unit cultivated land, 10000 yuan/km2, level)",0.156,0.066,,**,987.0,,OLS(LSDV),0.0,0.0,"Huang-Huai-Hai Plain (county level, Hebei/Henan/Shandong)",2016-2023,baseline,2.136,1.916,,Table 3 URNR LADV,农机购置补贴(能值分析效率指标),en_g4.csv,2.3636363636363633,987.0,0.07502334438210802,0.031740645700122624,0.1399325842696629,converted
120-Impact_of_agricultural_machinery_purchase_subsidies_on_the_sustainable_and_i,Zhou et al. 2025,en,Efficiency,MCI,mixed,"URNR (emergy ratio, sej/sej, level)","AMPS (machinery purchase subsidy funds per unit cultivated land, 10000 yuan/km2, level)",0.156,0.059,,**,987.0,,FE(two-way),0.0,0.0,"Huang-Huai-Hai Plain (county level, Hebei/Henan/Shandong)",2016-2023,baseline,2.136,1.916,,Table 3 URNR FE,农机购置补贴(能值分析效率指标),en_g4.csv,2.6440677966101696,987.0,0.08386511367843108,0.03171821607068868,0.1399325842696629,converted
120-Impact_of_agricultural_machinery_purchase_subsidies_on_the_sustainable_and_i,Zhou et al. 2025,en,Efficiency,MCI,mixed,"URPF (emergy ratio, sej/sej, level)","AMPS (machinery purchase subsidy funds per unit cultivated land, 10000 yuan/km2, level)",0.087,0.02,,***,987.0,,OLS(LSDV),0.0,0.0,"Huang-Huai-Hai Plain (county level, Hebei/Henan/Shandong)",2016-2023,baseline,0.773,1.916,,Table 3 URPF LADV,农机购置补贴(能值分析效率指标),en_g4.csv,4.35,987.0,0.13715353189658083,0.031529547562432376,0.2156429495472186,converted
120-Impact_of_agricultural_machinery_purchase_subsidies_on_the_sustainable_and_i,Zhou et al. 2025,en,Efficiency,MCI,mixed,"URPF (emergy ratio, sej/sej, level)","AMPS (machinery purchase subsidy funds per unit cultivated land, 10000 yuan/km2, level)",0.087,0.02,,***,987.0,,FE(two-way),0.0,0.0,"Huang-Huai-Hai Plain (county level, Hebei/Henan/Shandong)",2016-2023,baseline,0.773,1.916,,Table 3 URPF FE,农机购置补贴(能值分析效率指标),en_g4.csv,4.35,987.0,0.13715353189658083,0.031529547562432376,0.2156429495472186,converted
120-Impact_of_agricultural_machinery_purchase_subsidies_on_the_sustainable_and_i,Zhou et al. 2025,en,Efficiency,MCI,mixed,"EVP (emergy ratio, sej/sej, level)","AMPS (machinery purchase subsidy funds per unit cultivated land, 10000 yuan/km2, level)",0.037,0.012,,***,987.0,,OLS(LSDV),0.0,0.0,"Huang-Huai-Hai Plain (county level, Hebei/Henan/Shandong)",2016-2023,baseline,0.434,1.916,,Table 3 EVP LADV,农机购置补贴(能值分析效率指标),en_g4.csv,3.083333333333333,987.0,0.0976743013005282,0.03167815177314428,0.16334562211981565,converted
120-Impact_of_agricultural_machinery_purchase_subsidies_on_the_sustainable_and_i,Zhou et al. 2025,en,Efficiency,MCI,mixed,"EVP (emergy ratio, sej/sej, level)","AMPS (machinery purchase subsidy funds per unit cultivated land, 10000 yuan/km2, level)",0.037,0.012,,***,987.0,,FE(two-way),0.0,0.0,"Huang-Huai-Hai Plain (county level, Hebei/Henan/Shandong)",2016-2023,baseline,0.434,1.916,,Table 3 EVP FE,农机购置补贴(能值分析效率指标),en_g4.csv,3.083333333333333,987.0,0.0976743013005282,0.03167815177314428,0.16334562211981565,converted
120-Impact_of_agricultural_machinery_purchase_subsidies_on_the_sustainable_and_i,Zhou et al. 2025,en,Efficiency,MCI,mixed,"ELP (emergy ratio, sej/sej, level)","AMPS (machinery purchase subsidy funds per unit cultivated land, 10000 yuan/km2, level)",0.003,0.001,,**,987.0,,OLS(LSDV),0.0,0.0,"Huang-Huai-Hai Plain (county level, Hebei/Henan/Shandong)",2016-2023,baseline,0.062,1.916,,Table 3 ELP LADV,"农机购置补贴(能值分析效率指标); ELP为环境负荷压力(越低越好), 类似无效率方向, 汇总时需反号",en_g4.csv,3.0,987.0,0.0950586375786717,0.031686212526223896,0.09270967741935483,converted
120-Impact_of_agricultural_machinery_purchase_subsidies_on_the_sustainable_and_i,Zhou et al. 2025,en,Efficiency,MCI,mixed,"ELP (emergy ratio, sej/sej, level)","AMPS (machinery purchase subsidy funds per unit cultivated land, 10000 yuan/km2, level)",0.003,0.001,,***,987.0,,FE(two-way),0.0,0.0,"Huang-Huai-Hai Plain (county level, Hebei/Henan/Shandong)",2016-2023,baseline,0.062,1.916,,Table 3 ELP FE,"农机购置补贴(能值分析效率指标); ELP为环境负荷压力(越低越好), 类似无效率方向, 汇总时需反号",en_g4.csv,3.0,987.0,0.0950586375786717,0.031686212526223896,0.09270967741935483,converted
121-Int_J_Fin_Econ_-_2022_-_Chandio_-_The_impact_of_R_D_investment_on_grain_crop,Chandio et al. 2022,en,Yield,MCI,cgrn,"lnGP (grain crops production, 10000 tons, log)","lnAGM (agricultural machinery, number of tractors, log)",-0.0014,0.0182,-0.0774,0.9398,28.0,,ARDL,0.0,0.0,China (national time series),1990-2017,baseline,10.8488,14.315,-0.0014,Table 8 long-run,机械为控制变量; 长期弹性(log-log); 不显著; mean为ln值,en_g4.csv,-0.0774,28.0,-0.014625660567311296,0.1889620228334793,-0.0014,reported
121-Int_J_Fin_Econ_-_2022_-_Chandio_-_The_impact_of_R_D_investment_on_grain_crop,Chandio et al. 2022,en,Yield,MCI,cgrn,"lnGP (grain crops production, 10000 tons, log)",DLnAGM (first difference of log agricultural machinery),0.0826,0.0454,1.8162,0.0994,28.0,,ARDL,0.0,0.0,China (national time series),1990-2017,baseline,10.8488,14.315,0.0826,Table 8 short-run,机械为控制变量; 短期弹性; 正文报告短期机械+0.082%; mean为ln值,en_g4.csv,1.8162,28.0,0.32463948240946094,0.17874654906368295,0.0826,reported
121-Int_J_Fin_Econ_-_2022_-_Chandio_-_The_impact_of_R_D_investment_on_grain_crop,Chandio et al. 2022,en,Yield,MCI,cgrn,"lnGP (grain crops production, 10000 tons, log)",DLnAGM(-1) (lagged first difference of log machinery),-0.0849,0.0379,-2.2373,0.0492,28.0,,ARDL,0.0,0.0,China (national time series),1990-2017,baseline,10.8488,14.315,,Table 8 short-run,"机械为控制变量; 短期滞后一期差分项, 与DLnAGM同一方程, 使用时注意动态项性质; mean为ln值",en_g4.csv,-2.2373,28.0,-0.38943142179246115,0.1740631215270465,-0.0849,full
122-Is_small_still_beautiful_A_comparative_study_of_rice_farm_size_and_productiv,Wang et al. 2015,en,Yield,AMS,rice,"Ln(yield) (rice, ton/ha, plot-level yearly, Measurement 1, log)","Ln(agricultural machinery service cost) (USD/ha, log)",0.007,0.002,,***,783.0,,OLS pooled,0.0,1.0,"Jiangxi, China (Shangrao)",2011,baseline,12.11,571.26,0.007,Table V Model 4,"机械服务费为投入(控制)变量; log-log弹性; C-D生产函数; mean_y为ton/ha, mean_x为USD/ha(原值)",en_g4.csv,3.5,783.0,0.12411269483234834,0.03546076995209953,0.007,reported
122-Is_small_still_beautiful_A_comparative_study_of_rice_farm_size_and_productiv,Wang et al. 2015,en,Yield,AMS,rice,"Ln(yield) (rice, ton/ha, plot-level yearly, Measurement 1, log)","Ln(agricultural machinery service cost) (USD/ha, log)",0.006,0.002,,***,783.0,,OLS pooled,0.0,1.0,"Jiangxi, China (Shangrao)",2011,baseline,12.11,571.26,0.006,Table V Model 5,"机械服务费为投入(控制)变量; log-log弹性; C-D生产函数; mean_y为ton/ha, mean_x为USD/ha(原值)",en_g4.csv,3.0,783.0,0.10660035817780522,0.035533452725935076,0.006,reported
122-Is_small_still_beautiful_A_comparative_study_of_rice_farm_size_and_productiv,Wang et al. 2015,en,Yield,AMS,rice,"Ln(yield) (rice, ton/ha, plot-level yearly, Measurement 1, log)","Ln(agricultural machinery service cost) (USD/ha, log)",0.006,0.002,,***,783.0,,OLS pooled,0.0,1.0,"Jiangxi, China (Shangrao)",2011,baseline,12.11,571.26,0.006,Table V Model 6,"机械服务费为投入(控制)变量; log-log弹性; C-D生产函数; mean_y为ton/ha, mean_x为USD/ha(原值)",en_g4.csv,3.0,783.0,0.10660035817780522,0.035533452725935076,0.006,reported
122-Is_small_still_beautiful_A_comparative_study_of_rice_farm_size_and_productiv,Wang et al. 2015,en,Yield,AMS,rice,"Ln(yield) (rice, ton/ha, plot-level yearly, Measurement 1, log)","Ln(agricultural machinery service cost) (USD/ha, log)",0.006,0.001,,***,783.0,,Village FE,0.0,1.0,"Jiangxi, China (Shangrao)",2011,robust,12.11,571.26,0.006,Table V Model 7,"机械服务费为投入(控制)变量; log-log弹性; C-D生产函数; mean_y为ton/ha, mean_x为USD/ha(原值)",en_g4.csv,6.0,783.0,0.20965696734438366,0.03494282789073061,0.006,reported
122-Is_small_still_beautiful_A_comparative_study_of_rice_farm_size_and_productiv,Wang et al. 2015,en,Yield,AMS,rice,"Ln(yield) (rice, ton/ha, plot-level yearly, Measurement 1, log)","Ln(agricultural machinery service cost) (USD/ha, log)",0.004,0.002,,*,783.0,,Household FE,0.0,1.0,"Jiangxi, China (Shangrao)",2011,robust,12.11,571.26,0.004,Table V Model 8,"机械服务费为投入(控制)变量; log-log弹性; C-D生产函数; mean_y为ton/ha, mean_x为USD/ha(原值)",en_g4.csv,2.0,783.0,0.07129230057995191,0.03564615028997595,0.004,reported
122-Is_small_still_beautiful_A_comparative_study_of_rice_farm_size_and_productiv,Wang et al. 2015,en,Yield,AMS,rice,"Ln(yield) (rice, ton/ha, plot-level yearly, Measurement 1, log)","Ln(agricultural machinery service cost) (USD/ha, log)",0.005,0.002,,**,783.0,,Household FE,0.0,1.0,"Jiangxi, China (Shangrao)",2011,robust,12.11,571.26,0.005,Table V Model 9,"机械服务费为投入(控制)变量; log-log弹性; C-D生产函数; mean_y为ton/ha, mean_x为USD/ha(原值)",en_g4.csv,2.5,783.0,0.08898825966347892,0.035595303865391566,0.005,reported
122-Is_small_still_beautiful_A_comparative_study_of_rice_farm_size_and_productiv,Wang et al. 2015,en,Yield,MCI,rice,"Ln(yield) (rice, ton/ha, plot-level yearly, Measurement 1, log)",Tractor ownership dummy,0.031,0.014,,**,783.0,,OLS pooled,0.0,1.0,"Jiangxi, China (Shangrao)",2011,baseline,12.11,0.31,,Table V Model 5,拖拉机拥有为控制变量; 半弹性(dummy); 模型列序按HH特征自Model5引入推断(OCR表头错位),en_g4.csv,2.2142857142857144,783.0,0.07888551483459086,0.035625716376911996,0.031,semi
122-Is_small_still_beautiful_A_comparative_study_of_rice_farm_size_and_productiv,Wang et al. 2015,en,Yield,MCI,rice,"Ln(yield) (rice, ton/ha, plot-level yearly, Measurement 1, log)",Tractor ownership dummy,0.023,0.013,,*,783.0,,OLS pooled,0.0,1.0,"Jiangxi, China (Shangrao)",2011,baseline,12.11,0.31,,Table V Model 6,拖拉机拥有为控制变量; 半弹性(dummy); 模型列序按HH特征自Model5引入推断(OCR表头错位),en_g4.csv,1.7692307692307694,783.0,0.0631011464377685,0.03566586537786915,0.023,semi
122-Is_small_still_beautiful_A_comparative_study_of_rice_farm_size_and_productiv,Wang et al. 2015,en,Yield,MCI,rice,"Ln(yield) (rice, ton/ha, plot-level yearly, Measurement 1, log)",Tractor ownership dummy,0.012,0.013,,ns,783.0,,Village FE,0.0,1.0,"Jiangxi, China (Shangrao)",2011,robust,12.11,0.31,,Table V Model 7,拖拉机拥有为控制变量; 半弹性(dummy); 模型列序按HH特征自Model5引入推断(OCR表头错位),en_g4.csv,0.9230769230769231,783.0,0.03297014359857917,0.03571765556512744,0.012,semi
122-Is_small_still_beautiful_A_comparative_study_of_rice_farm_size_and_productiv,Wang et al. 2015,en,Yield,MCI,rice,"Ln(yield) (rice, ton/ha, plot-level seasonal, log)",Tractor ownership dummy,0.032,0.012,,***,1394.0,,OLS pooled,0.0,1.0,"Jiangxi, China (Shangrao)",2011,baseline,6.8,0.32,,Table IV Model 5,拖拉机拥有为控制变量; 半弹性(dummy); 季节层面; 模型列序按变量引入顺序推断(OCR表头错位),en_g4.csv,2.6666666666666665,1394.0,0.07124139972024637,0.026715524895092393,0.032,semi
122-Is_small_still_beautiful_A_comparative_study_of_rice_farm_size_and_productiv,Wang et al. 2015,en,Yield,MCI,rice,"Ln(yield) (rice, ton/ha, plot-level seasonal, log)",Tractor ownership dummy,0.022,0.011,,**,1394.0,,OLS pooled,0.0,1.0,"Jiangxi, China (Shangrao)",2011,baseline,6.8,0.32,,Table IV Model 6,拖拉机拥有为控制变量; 半弹性(dummy); 季节层面; 模型列序按变量引入顺序推断(OCR表头错位),en_g4.csv,2.0,1394.0,0.05349046951599404,0.026745234757997022,0.022,semi
122-Is_small_still_beautiful_A_comparative_study_of_rice_farm_size_and_productiv,Wang et al. 2015,en,Yield,MCI,rice,"Ln(yield) (rice, ton/ha, plot-level seasonal, log)",Tractor ownership dummy,0.011,0.011,,ns,1394.0,,Village FE,0.0,1.0,"Jiangxi, China (Shangrao)",2011,robust,6.8,0.32,,Table IV Model 7,拖拉机拥有为控制变量; 半弹性(dummy); 季节层面; 模型列序按变量引入顺序推断(OCR表头错位),en_g4.csv,1.0,1394.0,0.026773977630083295,0.026773977630083295,0.011,semi
203-Land_transfer-in_choices_agricultural_mechanization_services_and_farm_perfor,Wang & Huang 2025,en,Yield,AMS,cgrn,"Total grain yields (1000 kg) (RIF at 25th quantile, level)","AMS adoption (per mu AMS adoption costs, 1000 yuan/mu; predicted value, level)",0.107,0.024,,***,2024.0,,UQR(RIF-OLS),1.0,1.0,"China national (CRRS, east/central/west/northeast)",2019(2020 CRRS survey),baseline,7.06,0.163,,Table 6 col(2) Grain yields(total) 25th,"AMS为控制处理内生性的预测值(第一阶段MVTE/GPS);dep_var原始量纲见表1,回归中疑经标准化,原文未明示",en_g5.csv,4.458333333333333,2024.0,0.09861550107422058,0.022119364726927982,0.0024703966005665727,converted
203-Land_transfer-in_choices_agricultural_mechanization_services_and_farm_perfor,Wang & Huang 2025,en,Yield,AMS,cgrn,"Total grain yields (1000 kg) (RIF at 50th quantile, level)","AMS adoption (per mu AMS adoption costs, 1000 yuan/mu; predicted value, level)",0.143,0.027,,***,2024.0,,UQR(RIF-OLS),1.0,1.0,"China national (CRRS, east/central/west/northeast)",2019(2020 CRRS survey),baseline,7.06,0.163,,Table 6 col(3) Grain yields(total) 50th,"AMS为控制处理内生性的预测值(第一阶段MVTE/GPS);dep_var原始量纲见表1,回归中疑经标准化,原文未明示",en_g5.csv,5.296296296296296,2024.0,0.11691715103707087,0.02207526627972667,0.003301558073654391,converted
203-Land_transfer-in_choices_agricultural_mechanization_services_and_farm_perfor,Wang & Huang 2025,en,Yield,AMS,cgrn,"Total grain yields (1000 kg) (RIF at 75th quantile, level)","AMS adoption (per mu AMS adoption costs, 1000 yuan/mu; predicted value, level)",0.158,0.022,,***,2024.0,,UQR(RIF-OLS),1.0,1.0,"China national (CRRS, east/central/west/northeast)",2019(2020 CRRS survey),baseline,7.06,0.163,,Table 6 col(4) Grain yields(total) 75th,"AMS为控制处理内生性的预测值(第一阶段MVTE/GPS);dep_var原始量纲见表1,回归中疑经标准化,原文未明示",en_g5.csv,7.1818181818181825,2024.0,0.15763941812708113,0.021949792397441673,0.003647875354107649,converted
203-Land_transfer-in_choices_agricultural_mechanization_services_and_farm_perfor,Wang & Huang 2025,en,Yield,AMS,cgrn,"Grain yields per mu (1000 kg/mu) (RIF at 25th quantile, level)","AMS adoption (per mu AMS adoption costs, 1000 yuan/mu; predicted value, level)",0.128,0.025,,***,2024.0,,UQR(RIF-OLS),1.0,1.0,"China national (CRRS, east/central/west/northeast)",2019(2020 CRRS survey),robust,,0.163,,Table 6 col(8) Grain yields(mean) 25th,"每亩口径复核性回归;AMS为控制处理内生性的预测值(第一阶段MVTE/GPS);dep_var原始量纲见表1,回归中疑经标准化,原文未明示",en_g5.csv,5.12,2024.0,0.11307596980940342,0.022085150353399103,,none
203-Land_transfer-in_choices_agricultural_mechanization_services_and_farm_perfor,Wang & Huang 2025,en,Yield,AMS,cgrn,"Grain yields per mu (1000 kg/mu) (RIF at 50th quantile, level)","AMS adoption (per mu AMS adoption costs, 1000 yuan/mu; predicted value, level)",0.208,0.029,,***,2024.0,,UQR(RIF-OLS),1.0,1.0,"China national (CRRS, east/central/west/northeast)",2019(2020 CRRS survey),robust,,0.163,,Table 6 col(9) Grain yields(mean) 50th,"每亩口径复核性回归;AMS为控制处理内生性的预测值(第一阶段MVTE/GPS);dep_var原始量纲见表1,回归中疑经标准化,原文未明示",en_g5.csv,7.1724137931034475,2024.0,0.15743811360980933,0.02195050622444457,,none
203-Land_transfer-in_choices_agricultural_mechanization_services_and_farm_perfor,Wang & Huang 2025,en,Yield,AMS,cgrn,"Grain yields per mu (1000 kg/mu) (RIF at 75th quantile, level)","AMS adoption (per mu AMS adoption costs, 1000 yuan/mu; predicted value, level)",0.241,0.026,,***,2024.0,,UQR(RIF-OLS),1.0,1.0,"China national (CRRS, east/central/west/northeast)",2019(2020 CRRS survey),robust,,0.163,,Table 6 col(10) Grain yields(mean) 75th,"每亩口径复核性回归;AMS为控制处理内生性的预测值(第一阶段MVTE/GPS);dep_var原始量纲见表1,回归中疑经标准化,原文未明示",en_g5.csv,9.26923076923077,2024.0,0.20179520398005063,0.021770436943905878,,none
208-Renting-in_cropland_machinery_use_intensity_and_land_productivity_in_rural_C,Zheng et al. 2021,en,Yield,MCI,whea,wheat yields (100 kg/mu; level),self-owned machinery use intensity (count 0-10; level),0.373,0.12,,***,558.0,,2SRI/OLS 2nd stage,1.0,1.0,Shandong/Henan/Anhui,2018,baseline,4.12,3.2,,Table 4 col Wheat yields,machinery use intensity core var; residual-inclusion endogeneity-corrected,en_g6.csv,3.1083333333333334,558.0,0.13046162245290627,0.04197156754517092,0.28970873786407764,converted
208-Renting-in_cropland_machinery_use_intensity_and_land_productivity_in_rural_C,Zheng et al. 2021,en,Yield,AMS,whea,wheat yields (100 kg/mu; level),purchased machinery service use intensity (count 0-10; level),0.522,0.132,,***,558.0,,2SRI/OLS 2nd stage,1.0,1.0,Shandong/Henan/Anhui,2018,baseline,4.12,4.82,,Table 4 col Wheat yields,AMS = purchased machinery service use intensity,en_g6.csv,3.9545454545454546,558.0,0.16511154932953875,0.041752345807469574,0.6106893203883496,converted
209-Resource_misallocation_and_machinery_outsourcing_services_of_rice_production,Sun et al. 2025,en,Efficiency,AMS,rice,resource distortion index / household misallocation (lnDI; inefficiency-type),AMS adoption (dummy),0.096,0.04,,**,708.0,,TEM (treatment effects),1.0,1.0,Heilongjiang/Jiangsu/Hunan,2020,baseline,0.39,0.87,,Table 5 outcome eq,无效率(distortion)方程需反号;negative coef = AMS reduces misallocation improves allocative efficiency;IV=village outsourcing level,en_g6.csv,2.4,708.0,0.0898328418533775,0.03743035077224063,0.096,semi
209-Resource_misallocation_and_machinery_outsourcing_services_of_rice_production,Sun et al. 2025,en,Efficiency,AMS,rice,resource distortion index (household misallocation),AMS adoption (dummy),0.027,0.014,1.92,*,708.0,,TEM (ATE),1.0,1.0,Heilongjiang/Jiangsu/Hunan,2020,baseline,0.39,0.87,,Table 6 ATE,average treatment effect;无效率方程需反号;ATT=-0.029(-1.99*),en_g6.csv,1.92,708.0,0.07197089365908223,0.03748484044743866,0.06023076923076923,converted
209-Resource_misallocation_and_machinery_outsourcing_services_of_rice_production,Sun et al. 2025,en,Efficiency,AMS,rice,resource distortion index (household misallocation),AMS (share of service fees in total cost; continuous),0.02,0.014,,,708.0,,OLS,0.0,1.0,Heilongjiang/Jiangsu/Hunan,2020,robust,0.39,,,Table 7 OLS,robustness;AMS proxied by service fee share;无效率方程需反号;not significant,en_g6.csv,1.4285714285714286,708.0,0.053611789370724486,0.03752825255950713,,none
209-Resource_misallocation_and_machinery_outsourcing_services_of_rice_production,Sun et al. 2025,en,Efficiency,AMS,rice,resource distortion index (household misallocation),AMS (share of service fees in total cost; continuous),0.419,0.171,,**,708.0,,2SLS/IV,1.0,1.0,Heilongjiang/Jiangsu/Hunan,2020,robust,0.39,,,Table 7 2SLS,robustness IV;无效率方程需反号;Cragg-Donald F=17.4,en_g6.csv,2.4502923976608186,708.0,0.09169963575837672,0.037423956359623915,,none
212-The_cropland_intensive_utilisation_transition_in_China,Ke et al.,en,Yield,MCI,cgrn,ln(grain yield per unit cropland area),"ln(labour-saving factors: agricultural machinery power per unit cropland, kw/area)",0.07,,2.06,*,42.0,,ML估计C-D生产函数,0.0,0.0,China national,1978-2019,baseline,,,0.07,Table 2,"机械化(劳动节约要素γ)为C-D生产函数投入弹性之一,近似控制变量性质;该文星号定义特殊:*=5%,**=1%,***=0.1%;R2=0.71;出版年OCR未见(引用含2023文献,约2023-2024)",en_g7.csv,2.06,42.0,0.30292938446627504,0.14705309925547333,0.07,reported
214-The_impact_of_mechanization_on_crop_production_in_China,Qiao 2023,en,Area,MCI,cgrn,"Sown area of grain crops (1000 ha, level)","Total power of agricultural machinery (million kw, level)",528.1844,,13.38,***,526.0,,"3SLS(联立方程,IV=农机购置补贴)",1.0,0.0,China 31 provinces,2000-2016,baseline,3484.05,2.69,,Table 2 col Grain,括号内为z统计量;grain含rice/wheat/corn/beans/tubers,en_g7.csv,13.38,526.0,0.5039112330259321,0.037661527131982966,0.4078058684576857,converted
214-The_impact_of_mechanization_on_crop_production_in_China,Qiao 2023,en,Area,MCI,cgrn,"Share of grain crops in total sown area (ratio, level)","Total power of agricultural machinery (million kw, level)",0.0107,,3.62,***,526.0,,3SLS(IV=补贴),1.0,0.0,China 31 provinces,2000-2016,baseline,0.83,2.69,,Table 2 col Share of grain crops,种粮面积占比;z值,en_g7.csv,3.62,526.0,0.15590933972935594,0.043068878378275124,0.03467831325301205,converted
