variant,item,n_missing_x,n_nonpositive_x,n_missing_p,n_nonpositive_p,x_min,x_median,x_max,p_min,p_median,p_max
robust_real_derived_cpi_nonfood,grain,0,0,0,0,0.23266685748709856,0.41097336433881493,0.8749452676964855,667.1835980471446,936.5515729751854,1442.5409186203772
robust_real_derived_cpi_nonfood,oil,0,0,0,0,0.07438381159315068,0.11992860887671235,0.2579597710520548,3242.9238073325296,5207.117816327474,6933.8910202522775
robust_real_derived_cpi_nonfood,vegetable,0,0,0,0,0.007332440901657534,0.02924282138178082,0.04374145479452055,2806.220086118513,5411.71176571243,10191.007495811717
robust_real_derived_cpi_nonfood,fruit,0,0,0,0,0.002489043310410959,0.02206737091506849,0.03744152628136986,9310.412053415115,14456.521651031604,25826.68341815563
robust_real_derived_cpi_nonfood,pork,0,0,0,0,0.015776437413452055,0.10046268808126028,0.24441051757758908,1916.2446881721191,3122.9376326198935,5364.40194662875
robust_real_derived_cpi_nonfood,beef,0,0,0,0,0.0009531538735068494,0.003761933314684932,0.044831595016849315,18761.612419467863,23505.48016092052,34737.12743285484
robust_real_derived_cpi_nonfood,mutton,0,0,0,0,0.0005398614499315068,0.0029490284258630135,0.0456712605509178,8801.572247718086,12261.118044432325,20076.25576684969
robust_real_derived_cpi_nonfood,poultry,0,0,0,0,0.0015685717950684932,0.013735178082191778,0.05624110115726027,3864.9346691402843,6573.86658920967,10723.41927380839
robust_real_derived_cpi_nonfood,aquatic,0,0,0,0,0.00039354928356164393,0.0105397876630137,0.034911780821917815,6062.794879879735,9495.166199449233,15795.679327781732
robust_real_derived_cpi_nonfood,egg,0,0,0,0,0.004521525764273972,0.01846804305873973,0.046492307983013695,1780.8401578920225,2794.608513886175,4371.846013670163
robust_real_derived_cpi_nonfood,milk,0,0,0,0,0.0030972580383561636,0.009995067747945206,0.022417937446575345,3115.6982978346787,4158.50179629881,6463.410009297401
robust_real_derived_cpi_nonfood,nonfood,0,0,0,0,59.127344494806735,161.00979332602088,441.9268681440541,88.06828744245037,96.7000255737779,100.85401908761504
