model,group,parameter,value,near_lower_boundary,near_upper_boundary,imposed_by_saturation
AIDADS_sat,grain,alpha,7.095534635638175e-05,True,False,False
AIDADS_sat,grain,beta,0.0,True,False,True
AIDADS_sat,grain,delta,0.41162410720208864,False,False,False
AIDADS_sat,grain,tau,0.41162410720208864,False,False,False
AIDADS_sat,oil,alpha,0.00029924644125574063,False,False,False
AIDADS_sat,oil,beta,0.0,True,False,True
AIDADS_sat,oil,delta,0.12629198621479837,False,False,False
AIDADS_sat,oil,tau,0.12629198621479837,False,False,False
AIDADS_sat,vegetable,alpha,0.003430033282582148,False,False,False
AIDADS_sat,vegetable,beta,0.0,True,False,True
AIDADS_sat,vegetable,delta,0.025011698038559817,False,False,False
AIDADS_sat,vegetable,tau,0.025011698038559817,False,False,False
AIDADS_sat,fruit,alpha,0.011526595187018549,False,False,False
AIDADS_sat,fruit,beta,0.0,True,False,True
AIDADS_sat,fruit,delta,0.016349055047838405,False,False,False
AIDADS_sat,fruit,tau,0.016349055047838405,False,False,False
AIDADS_sat,pork,alpha,0.019225625451644992,False,False,False
AIDADS_sat,pork,beta,0.0,True,False,True
AIDADS_sat,pork,delta,0.05967178443878229,False,False,False
AIDADS_sat,pork,tau,0.05967178443878229,False,False,False
AIDADS_sat,beef,alpha,0.014777554501961481,False,False,False
AIDADS_sat,beef,beta,0.0,True,False,True
AIDADS_sat,beef,delta,7.413235952275422e-05,True,False,False
AIDADS_sat,beef,tau,7.413235952275422e-05,True,False,False
AIDADS_sat,mutton,alpha,0.006412320294721142,False,False,False
AIDADS_sat,mutton,beta,0.0,True,False,True
AIDADS_sat,mutton,delta,0.0012096478163000797,False,False,False
AIDADS_sat,mutton,tau,0.0012096478163000797,False,False,False
AIDADS_sat,poultry,alpha,0.00011750040433545812,False,False,False
AIDADS_sat,poultry,beta,0.0,True,False,True
AIDADS_sat,poultry,delta,0.017195764270053485,False,False,False
AIDADS_sat,poultry,tau,0.017195764270053485,False,False,False
AIDADS_sat,aquatic,alpha,0.015451869225049389,False,False,False
AIDADS_sat,aquatic,beta,0.0,True,False,True
AIDADS_sat,aquatic,delta,0.0001639267177270926,False,False,False
AIDADS_sat,aquatic,tau,0.0001639267177270926,False,False,False
AIDADS_sat,egg,alpha,0.004205081160236025,False,False,False
AIDADS_sat,egg,beta,0.0,True,False,True
AIDADS_sat,egg,delta,0.008889589194192872,False,False,False
AIDADS_sat,egg,tau,0.008889589194192872,False,False,False
AIDADS_sat,milk,alpha,0.0025506980962197315,False,False,False
