feature,importance
food_ssr_w,0.23038452216123
ln_income,0.126394852191247
ln_sown,0.0965945236944549
ln_dist_county,0.08375630608346
age_yrs_i,0.0812924089122415
gaez_si,0.0806513258931539
ln_dist_town,0.0725090938199344
ln_vpop,0.070299480257228
water_occ_z,0.0582211227240551
elevation_mean_z,0.0291337503626247
hh_size_rec,0.0218137546998451
dep_ratio,0.0216306133282467
female_i,0.0204037288864348
hb_vehicle,0.00490688114039046
hb_fridge,0.00200763584545358
