term,est,se,t,p,n
detour_town_5km,-0.0236511181020976,0.116779458010997,-0.202528068762491,0.839621258276434,2120
detour_town_5km:perishable,0.00606685005060946,0.0348430263396442,0.17411949213225,0.861871935214748,2120
