iv,b,se,t,F,n
detour_town_5km,-0.409682328065044,0.210391094987876,-1.94724176937552,3.79175050840071,345
detour_county_5km,-0.642305321709332,0.348494366829006,-1.84308666895752,3.39696846928891,345
detour_town_5km (joint),-0.152293772514977,0.304922195049303,-0.499451253426641,0.249451554549442,345
detour_county_5km (joint),-0.502922627977879,0.498338660111487,-1.00919849940072,1.01848161119267,345
