dq,n_villages,poi_grocery,poi_fresh,poi_meat,poi_restaurant,vs_super,vs_market,dist_town_km,dist_county_km,nearest_outlet_km,elevation_m,slope_deg,population
Q1,91,34.021978021978,9.68131868131868,5.97802197802198,1.49450549450549,1.62637362637363,1.08791208791209,3.04937068407675,49.8263903272703,0.387727272727273,194.509131658039,3.00247404997789,1977.24444444444
Q2,90,13.3222222222222,4.54444444444444,1.73333333333333,0.466666666666667,0.933333333333333,0.688888888888889,3.00024360587441,20.154711753837,0.673823529411765,804.612479262432,14.3037686111645,2316.79545454545
Q3,90,4.75555555555556,1.11111111111111,0.377777777777778,0.388888888888889,0.933333333333333,0.488888888888889,6.03757740128081,58.9830793517802,0.617045454545455,1106.3741489483,19.7591831131321,2256.78651685393
Q4,90,6.01111111111111,2.75555555555556,0.344444444444444,0.266666666666667,0.9,0.611111111111111,472.945255092358,340.781123309241,0.87,993.639880742387,17.6414729214612,2028.90909090909
