demand_group,G01_主食,G02_食用油,G03_蔬菜,G04_水果,G05_猪肉,G06_禽类及其他肉类,G07_牛羊肉,G08_海鲜,G09_乳制品,G10_坚果
G01_主食,-0.349332269709627,-0.457471534113914,0.0993511746818259,0.142174834712774,-0.0804992070970298,0.0731367065511936,0.52202606507602,-0.227991589596312,-0.859661341207376,0.601778550424578
G02_食用油,-0.283547636757227,0.447420948086629,-0.189357517765452,-0.0122155200638271,-0.101856025771375,-0.330611800875449,0.808817067985079,0.0981563824465105,0.227826632926836,-0.875439374686338
G03_蔬菜,0.0743173364908231,-0.387735001450448,-1.04083165584706,-0.0280335012184324,0.151706464838288,0.231847828936733,-0.536993477411285,0.137157177028922,0.133940086091932,0.497849582235416
G04_水果,0.0550042699877982,-0.111455268352932,-0.0656447884873821,-1.06399829301129,-0.049828208199943,-0.353612228254936,0.145941676888679,0.0405386221801849,-0.310722736281944,0.776124047384086
G05_猪肉,-0.0709932779620171,-0.209858310895834,0.100558662032635,-0.0054786270286713,-0.702482686567587,-0.0289213985141873,-0.111550019001014,0.0483864259758549,-0.155653871922012,0.204345703127954
G06_禽类及其他肉类,0.0992971885392031,-0.576250921851836,0.352737000362399,-0.413713310009558,-0.0121459773761466,0.731469357128651,-0.414582316687748,-0.659400432996727,0.11854231460751,-0.00168876444879946
G07_牛羊肉,0.368997188972929,0.648444151542463,-0.362974058662866,0.158513079024043,-0.0910747548853723,-0.280565775995051,-1.26365326119116,-0.014895393985355,-0.0338027867827276,-0.0614150814448976
G08_海鲜,-0.190720275161964,0.0376820384027233,0.145902649944029,0.128908317871061,0.100412228391477,-0.503213681524894,-0.000402057993544852,-0.379956831523902,0.0403063219928984,-0.182097880439901
G09_乳制品,-0.495320866084479,0.0888313012011985,0.120220245464922,-0.178540049297119,-0.0821040526654801,0.0624948291329486,-0.00637455053551548,0.0647540874793332,0.170409561655597,-0.35627529645835
G10_坚果,0.433926475688319,-0.603736303488495,-0.294685823500085,0.790301848957581,-0.589903076761133,0.173750048868005,0.189011030270733,-1.23704052042503,-2.20400911057361,-3.69027432787226
