demand_group,G01_主食,G02_食用油,G03_蔬菜,G04_水果,G05_猪肉,G06_禽类及其他肉类,G07_牛羊肉,G08_海鲜,G09_乳制品,G10_坚果
G01_主食,-0.276331602430855,-0.399231111419891,0.16089668111254,0.231359643285479,-0.019787841958296,0.103930313220801,0.564489979466444,-0.188088358996164,-0.779182008293789,0.59504046432067
G02_食用油,-0.250023813449967,0.476534120192918,-0.178060183660984,0.0327539824516647,-0.0841862088279001,-0.330721206770231,0.825126766144325,0.11199051507241,0.271546176423149,-0.892995333936306
G03_蔬菜,0.140205374507833,-0.342779233421735,-0.945899481596429,0.0942086920787244,0.249135919451753,0.279459954753475,-0.485508903738891,0.201765549814956,0.268928049625982,0.542729677719189
G04_水果,0.141667383172078,-0.0327576332128471,0.0470149333339023,-0.911350050415756,0.0595674194659538,-0.300200470802373,0.213245709035784,0.121775702602682,-0.141084850967058,0.806207987081032
G05_猪肉,0.00947100559288551,-0.145966501797338,0.217992244272882,0.139716457332336,-0.582195259439764,0.0292404378308936,-0.0460092292170045,0.1296178214091,0.00890234638637671,0.239101389198801
G06_禽类及其他肉类,0.165463224910101,-0.538808098466835,0.446416631748957,-0.297573272440151,0.0841770454194657,0.7797567389863,-0.37694600896391,-0.586629261499621,0.260166311058657,0.0472352408332727
G07_牛羊肉,0.455748389150581,0.721615908684154,-0.250734523861755,0.315582559792384,0.02494787650506,-0.233827388745515,-1.20174611145507,0.0759854673381329,0.141589505120392,-0.0421047409723209
G08_海鲜,-0.125912840799967,0.0924763304764317,0.239418880051727,0.255446889132296,0.196606358442009,-0.450550304797478,0.0636242127626365,-0.313007185831208,0.172011821920929,-0.134750870503022
G09_乳制品,-0.449968913620251,0.140960669869803,0.19152053498176,-0.0807708929863407,-0.0113092313450248,0.100572059099912,0.0400252984690683,0.110237408923906,0.291065240911754,-0.344561943935916
G10_坚果,1.096367643019,-0.0978489849439055,0.602019989416111,1.98189301153313,0.29431726811277,0.582190770296791,0.679813887886635,-0.592186282820478,-0.882894726751267,-3.41375615391341
