model,n_nonpositive_eig,max_eig,min_eig,negative_semidefinite_full,eigenvalues
constrained_sy_easi,6,0.15024806310396,-0.245919582789441,FALSE,0.1502; 0.1045; 0.0334; 0.0008; -0.0462; -0.0667; -0.0950; -0.1087; -0.1805; -0.2459
constrained_sy_quaids,6,0.147426982400466,-0.245951238831008,FALSE,0.1474; 0.1021; 0.0336; 0.0008; -0.0466; -0.0671; -0.0963; -0.1090; -0.1804; -0.2460
