town_code,county_code,省,区县名称,镇,policy_layers,ten_entry_year,yi_entry_year
150123203,150123,内蒙古自治区,和林格尔县,舍必崖乡,0,,
150123205,150123,内蒙古自治区,和林格尔县,大红城乡,0,,
150123206,150123,内蒙古自治区,和林格尔县,羊群沟乡,0,,
150123207,150123,内蒙古自治区,和林格尔县,黑老夭乡,0,,
150123400,150123,内蒙古自治区,和林格尔县,盛乐经济工业园区,0,,
150123401,150123,内蒙古自治区,和林格尔县,内蒙古和林格尔新区,0,,
150124100,150124,内蒙古自治区,清水河县,城关镇,0,,
150124101,150124,内蒙古自治区,清水河县,宏河镇,1,,
150124102,150124,内蒙古自治区,清水河县,喇嘛湾镇,0,,
150124103,150124,内蒙古自治区,清水河县,老牛湾镇,0,,
150124200,150124,内蒙古自治区,清水河县,窑沟乡,0,,
150124201,150124,内蒙古自治区,清水河县,北堡乡,0,,
150124202,150124,内蒙古自治区,清水河县,韭菜庄乡,0,,
150124203,150124,内蒙古自治区,清水河县,五良太乡,0,,
150124401,150124,内蒙古自治区,清水河县,内蒙古清水河工业园区,0,,
150125100,150125,内蒙古自治区,武川县,可可以力更镇,1,,
150125101,150125,内蒙古自治区,武川县,哈乐镇,1,,
150125102,150125,内蒙古自治区,武川县,西乌兰不浪镇,1,,
150125200,150125,内蒙古自治区,武川县,大青山乡,1,,
150125205,150125,内蒙古自治区,武川县,上秃亥乡,1,,
150125207,150125,内蒙古自治区,武川县,得胜沟乡,1,,
150125211,150125,内蒙古自治区,武川县,二份子乡,1,,
150125213,150125,内蒙古自治区,武川县,哈拉合少乡,1,,
150125214,150125,内蒙古自治区,武川县,耗赖山乡,1,,
150125402,150125,内蒙古自治区,武川县,内蒙古武川经济开发区,1,,
150125403,150125,内蒙古自治区,武川县,武川金三角经济开发区,1,,
150172401,150172,内蒙古自治区,呼和浩特经济技术开发区,如意工业园区,0,,
150172402,150172,内蒙古自治区,呼和浩特经济技术开发区,金川工业园区,0,,
150172403,150172,内蒙古自治区,呼和浩特经济技术开发区,呼和浩特综合保税区,0,,
150172404,150172,内蒙古自治区,呼和浩特经济技术开发区,呼和浩特留学人员创业园,0,,
150172405,150172,内蒙古自治区,呼和浩特经济技术开发区,沙尔沁工业区（如意南区）,0,,
150172406,150172,内蒙古自治区,呼和浩特经济技术开发区,呼和浩特白塔空港物流园区,0,,
150202001,150202,内蒙古自治区,东河区,和平路街道,1,,
150202002,150202,内蒙古自治区,东河区,财神庙街道,1,,
150202003,150202,内蒙古自治区,东河区,西脑包街道,1,,
150202004,150202,内蒙古自治区,东河区,南门外街道,1,,
150202005,150202,内蒙古自治区,东河区,南圪洞街道,1,,
150202006,150202,内蒙古自治区,东河区,东站街道,1,,
150202007,150202,内蒙古自治区,东河区,回民街道,1,,
150202008,150202,内蒙古自治区,东河区,天骄街道,1,,
150202009,150202,内蒙古自治区,东河区,河东街道,1,,
150202010,150202,内蒙古自治区,东河区,铁西街道,1,,
150202011,150202,内蒙古自治区,东河区,东兴街道,1,,
150202012,150202,内蒙古自治区,东河区,杨圪塄街道,1,,
150202100,150202,内蒙古自治区,东河区,河东镇,1,,
150202101,150202,内蒙古自治区,东河区,沙尔沁镇,2,,
150202400,150202,内蒙古自治区,东河区,铝业产业园区,1,,
150203001,150203,内蒙古自治区,昆都仑区,少先路街道,0,,
150203003,150203,内蒙古自治区,昆都仑区,沼潭街道,0,,
150203004,150203,内蒙古自治区,昆都仑区,林荫路街道,0,,
150203005,150203,内蒙古自治区,昆都仑区,友谊大街街道,0,,
150203006,150203,内蒙古自治区,昆都仑区,阿尔丁大街街道,0,,
150203007,150203,内蒙古自治区,昆都仑区,团结大街街道,0,,
150203008,150203,内蒙古自治区,昆都仑区,鞍山道街道,0,,
150203009,150203,内蒙古自治区,昆都仑区,前进道街道,0,,
150203010,150203,内蒙古自治区,昆都仑区,市府东路街道,0,,
150203011,150203,内蒙古自治区,昆都仑区,白云路街道,0,,
150203012,150203,内蒙古自治区,昆都仑区,黄河西路街道,0,,
150203013,150203,内蒙古自治区,昆都仑区,昆工路街道,0,,
150203014,150203,内蒙古自治区,昆都仑区,昆北街道,0,,
150203100,150203,内蒙古自治区,昆都仑区,昆河镇,0,,
150203102,150203,内蒙古自治区,昆都仑区,卜尔汉图镇,0,,
150203400,150203,内蒙古自治区,昆都仑区,包钢厂区办事处,0,,
150204001,150204,内蒙古自治区,青山区,先锋道街道,0,,
150204002,150204,内蒙古自治区,青山区,幸福路街道,0,,
150204003,150204,内蒙古自治区,青山区,万青路街道,0,,
150204004,150204,内蒙古自治区,青山区,富强路街道,0,,
150204005,150204,内蒙古自治区,青山区,科学路街道,0,,
150204006,150204,内蒙古自治区,青山区,青山路街道,0,,
150204007,150204,内蒙古自治区,青山区,自由路街道,0,,
150204008,150204,内蒙古自治区,青山区,乌素图街道,0,,
150204100,150204,内蒙古自治区,青山区,青福镇,0,,
150204101,150204,内蒙古自治区,青山区,兴胜镇,0,,
150204401,150204,内蒙古自治区,青山区,包头市装备制造产业园区,0,,
150205001,150205,内蒙古自治区,石拐区,石拐街道,0,,
150205002,150205,内蒙古自治区,石拐区,大发街道,0,,
150205003,150205,内蒙古自治区,石拐区,大磁街道,0,,
150205004,150205,内蒙古自治区,石拐区,五当沟街道,0,,
150205005,150205,内蒙古自治区,石拐区,白狐沟街道,0,,
150205006,150205,内蒙古自治区,石拐区,大德恒街道,0,,
150205101,150205,内蒙古自治区,石拐区,五当召镇,0,,
150205202,150205,内蒙古自治区,石拐区,吉忽伦图苏木,0,,
150205400,150205,内蒙古自治区,石拐区,内蒙古包头钢铁冶金开发区管委会石拐产业园,0,,
150206001,150206,内蒙古自治区,白云鄂博矿区,矿山路街道,0,,
150206002,150206,内蒙古自治区,白云鄂博矿区,通阳道街道,0,,
150207001,150207,内蒙古自治区,九原区,沙河街道,0,,
150207002,150207,内蒙古自治区,九原区,赛汗街道,0,,
150207003,150207,内蒙古自治区,九原区,萨如拉街道,0,,
150207004,150207,内蒙古自治区,九原区,白音席勒街道,0,,
150207103,150207,内蒙古自治区,九原区,麻池镇,0,,
150207105,150207,内蒙古自治区,九原区,哈林格尔镇,0,,
150207110,150207,内蒙古自治区,九原区,哈业胡同镇,0,,
150207202,150207,内蒙古自治区,九原区,阿嘎如泰苏木,0,,
150221104,150221,内蒙古自治区,土默特右旗,萨拉齐镇,1,,
150221105,150221,内蒙古自治区,土默特右旗,双龙镇,1,,
150221106,150221,内蒙古自治区,土默特右旗,美岱召镇,1,,
150221107,150221,内蒙古自治区,土默特右旗,沟门镇,1,,
150221108,150221,内蒙古自治区,土默特右旗,将军尧镇,1,,
150221213,150221,内蒙古自治区,土默特右旗,海子乡,1,,
150221214,150221,内蒙古自治区,土默特右旗,明沙淖乡,1,,
150221215,150221,内蒙古自治区,土默特右旗,苏波盖乡,1,,
150221500,150221,内蒙古自治区,土默特右旗,九峰山生态管理区,1,,
150222102,150222,内蒙古自治区,固阳县,金山镇,1,,
150222103,150222,内蒙古自治区,固阳县,西斗铺镇,1,,
150222104,150222,内蒙古自治区,固阳县,下湿壕镇,1,,
150222105,150222,内蒙古自治区,固阳县,银号镇,1,,
150222106,150222,内蒙古自治区,固阳县,怀朔镇,1,,
150222107,150222,内蒙古自治区,固阳县,兴顺西镇,1,,
150223102,150223,内蒙古自治区,达尔罕茂明安联合旗,满都拉镇,0,,
150223103,150223,内蒙古自治区,达尔罕茂明安联合旗,希拉穆仁镇,0,,
150223104,150223,内蒙古自治区,达尔罕茂明安联合旗,百灵庙镇,0,,
150223105,150223,内蒙古自治区,达尔罕茂明安联合旗,石宝镇,0,,
150223106,150223,内蒙古自治区,达尔罕茂明安联合旗,乌克忽洞镇,0,,
150223107,150223,内蒙古自治区,达尔罕茂明安联合旗,明安镇,0,,
150223108,150223,内蒙古自治区,达尔罕茂明安联合旗,巴音花镇,0,,
150223213,150223,内蒙古自治区,达尔罕茂明安联合旗,达尔汗苏木,0,,
150223214,150223,内蒙古自治区,达尔罕茂明安联合旗,查干哈达苏木,0,,
150223215,150223,内蒙古自治区,达尔罕茂明安联合旗,巴音敖包苏木,0,,
150223216,150223,内蒙古自治区,达尔罕茂明安联合旗,西河乡,0,,
150223217,150223,内蒙古自治区,达尔罕茂明安联合旗,小文公乡,0,,
150271010,150271,内蒙古自治区,包头稀土高新技术产业开发区,稀土路街道,0,,
150271020,150271,内蒙古自治区,包头稀土高新技术产业开发区,民馨路街道,0,,
150271102,150271,内蒙古自治区,包头稀土高新技术产业开发区,万水泉镇,0,,
150302001,150302,内蒙古自治区,海勃湾区,凤凰岭街道,1,,
150302002,150302,内蒙古自治区,海勃湾区,海北街道,1,,
150302003,150302,内蒙古自治区,海勃湾区,新华街道,1,,
150302004,150302,内蒙古自治区,海勃湾区,新华西街道,1,,
150302007,150302,内蒙古自治区,海勃湾区,滨河街道,1,,
150302008,150302,内蒙古自治区,海勃湾区,林荫街道,1,,
150302101,150302,内蒙古自治区,海勃湾区,千里山镇,2,,
150302400,150302,内蒙古自治区,海勃湾区,乌海高新技术产业开发区海勃湾产业园,1,,
150303001,150303,内蒙古自治区,海南区,拉僧仲街道,1,,
150303002,150303,内蒙古自治区,海南区,西卓子山街道,1,,
150303102,150303,内蒙古自治区,海南区,公乌素镇,1,,
150303103,150303,内蒙古自治区,海南区,拉僧庙镇,1,,
150303104,150303,内蒙古自治区,海南区,巴音陶亥镇,1,,
150304002,150304,内蒙古自治区,乌达区,三道坎街道,1,,
150304003,150304,内蒙古自治区,乌达区,五虎山街道,1,,
150304008,150304,内蒙古自治区,乌达区,新达街道,1,,
150304009,150304,内蒙古自治区,乌达区,巴音赛街道,1,,
150304010,150304,内蒙古自治区,乌达区,梁家沟街道,1,,
150304011,150304,内蒙古自治区,乌达区,苏海图街道,1,,
150304012,150304,内蒙古自治区,乌达区,滨海街道,1,,
150304101,150304,内蒙古自治区,乌达区,乌兰淖尔镇,1,,
150304400,150304,内蒙古自治区,乌达区,乌达经济开发区,1,,
150402001,150402,内蒙古自治区,红山区,西屯街道,2,,
150402002,150402,内蒙古自治区,红山区,三中街街道,2,,
150402003,150402,内蒙古自治区,红山区,永巨街道,2,,
150402004,150402,内蒙古自治区,红山区,东城街道,2,,
150402005,150402,内蒙古自治区,红山区,南新街街道,2,,
150402006,150402,内蒙古自治区,红山区,站前街道,2,,
150402007,150402,内蒙古自治区,红山区,铁南街道,2,,
150402008,150402,内蒙古自治区,红山区,长青街道,2,,
150402009,150402,内蒙古自治区,红山区,哈达街道,2,,
150402010,150402,内蒙古自治区,红山区,西城街道,2,,
150402011,150402,内蒙古自治区,红山区,桥北街道,2,,
150402100,150402,内蒙古自治区,红山区,红庙子镇,2,,
150402102,150402,内蒙古自治区,红山区,文钟镇,2,,
150402400,150402,内蒙古自治区,红山区,内蒙古赤峰高新技术产业开发区管理委员会红山产业园,2,,
150402401,150402,内蒙古自治区,红山区,内蒙古赤峰商贸服务物流园区,2,,
150403001,150403,内蒙古自治区,元宝山区,西露天街道,2,,
150403002,150403,内蒙古自治区,元宝山区,平庄城区街道,2,,
150403003,150403,内蒙古自治区,元宝山区,平庄东城街道,2,,
150403004,150403,内蒙古自治区,元宝山区,平庄西城街道,2,,
150403005,150403,内蒙古自治区,元宝山区,马林街道,2,,
150403006,150403,内蒙古自治区,元宝山区,云杉路街道,2,,
150403100,150403,内蒙古自治区,元宝山区,风水沟镇,2,,
150403101,150403,内蒙古自治区,元宝山区,元宝山镇,2,,
150403102,150403,内蒙古自治区,元宝山区,美丽河镇,2,,
150403103,150403,内蒙古自治区,元宝山区,平庄镇,2,,
150403104,150403,内蒙古自治区,元宝山区,五家镇,2,,
150403200,150403,内蒙古自治区,元宝山区,小五家乡,2,,
150404001,150404,内蒙古自治区,松山区,振兴街道,4,,
150404002,150404,内蒙古自治区,松山区,向阳街道,4,,
150404003,150404,内蒙古自治区,松山区,松州街道,4,,
150404004,150404,内蒙古自治区,松山区,铁东街道,4,,
150404100,150404,内蒙古自治区,松山区,穆家营子镇,4,,
150404101,150404,内蒙古自治区,松山区,初头朗镇,4,,
150404102,150404,内蒙古自治区,松山区,大庙镇,4,,
150404103,150404,内蒙古自治区,松山区,王府镇,4,,
150404104,150404,内蒙古自治区,松山区,老府镇,4,,2022.0
150404105,150404,内蒙古自治区,松山区,哈拉道口镇,4,,
150404106,150404,内蒙古自治区,松山区,上官地镇,4,,
150404107,150404,内蒙古自治区,松山区,安庆镇,4,,
150404108,150404,内蒙古自治区,松山区,太平地镇,4,,
150404200,150404,内蒙古自治区,松山区,当铺地满族乡,4,,
150404201,150404,内蒙古自治区,松山区,夏家店乡,4,,
150404202,150404,内蒙古自治区,松山区,城子乡,4,,
150404203,150404,内蒙古自治区,松山区,大夫营子乡,4,,
150404204,150404,内蒙古自治区,松山区,岗子乡,4,,
150404400,150404,内蒙古自治区,松山区,玉龙街道,4,,
150404401,150404,内蒙古自治区,松山区,全宁街道,4,,
150404407,150404,内蒙古自治区,松山区,兴安街道,4,,
150404408,150404,内蒙古自治区,松山区,松城街道筹备处,4,,
150421100,150421,内蒙古自治区,阿鲁科尔沁旗,天山镇,4,,
150421101,150421,内蒙古自治区,阿鲁科尔沁旗,天山口镇,4,,
150421102,150421,内蒙古自治区,阿鲁科尔沁旗,双胜镇,4,,
150421103,150421,内蒙古自治区,阿鲁科尔沁旗,坤都镇,4,,
150421104,150421,内蒙古自治区,阿鲁科尔沁旗,巴彦花镇,4,,
150421105,150421,内蒙古自治区,阿鲁科尔沁旗,绍根镇,4,,
150421106,150421,内蒙古自治区,阿鲁科尔沁旗,扎嘎斯台镇,4,,
150421200,150421,内蒙古自治区,阿鲁科尔沁旗,新民乡,4,,
150421201,150421,内蒙古自治区,阿鲁科尔沁旗,先锋乡,4,,
150421202,150421,内蒙古自治区,阿鲁科尔沁旗,罕苏木苏木,4,,
150421203,150421,内蒙古自治区,阿鲁科尔沁旗,赛罕塔拉苏木,4,,
150421204,150421,内蒙古自治区,阿鲁科尔沁旗,巴拉奇如德苏木,4,,
150421205,150421,内蒙古自治区,阿鲁科尔沁旗,乌兰哈达乡,4,,
150421206,150421,内蒙古自治区,阿鲁科尔沁旗,巴彦温都尔苏木,4,,
150421400,150421,内蒙古自治区,阿鲁科尔沁旗,轻工食品产业园,4,,
150421401,150421,内蒙古自治区,阿鲁科尔沁旗,新能源产业园,4,,
150421402,150421,内蒙古自治区,阿鲁科尔沁旗,绍根煤碳及煤化工产业园,4,,
150421403,150421,内蒙古自治区,阿鲁科尔沁旗,罕乌拉街道,4,,
150421404,150421,内蒙古自治区,阿鲁科尔沁旗,欧沐沦街道,4,,
150422100,150422,内蒙古自治区,巴林左旗,林东镇,3,,
150422101,150422,内蒙古自治区,巴林左旗,隆昌镇,3,,
150422102,150422,内蒙古自治区,巴林左旗,十三敖包镇,4,,
150422103,150422,内蒙古自治区,巴林左旗,碧流台镇,3,,
150422104,150422,内蒙古自治区,巴林左旗,富河镇,3,,
150422105,150422,内蒙古自治区,巴林左旗,白音勿拉镇,3,,
150422106,150422,内蒙古自治区,巴林左旗,哈拉哈达镇,3,,
150422200,150422,内蒙古自治区,巴林左旗,查干哈达苏木,3,,
150422201,150422,内蒙古自治区,巴林左旗,乌兰达坝苏木,3,,
150422202,150422,内蒙古自治区,巴林左旗,三山乡,3,,
150422203,150422,内蒙古自治区,巴林左旗,花加拉嘎乡,3,,
150422403,150422,内蒙古自治区,巴林左旗,林东西城街道,3,,
150422404,150422,内蒙古自治区,巴林左旗,林东东城街道,3,,
150422405,150422,内蒙古自治区,巴林左旗,林东产业园,3,,
150423100,150423,内蒙古自治区,巴林右旗,大板镇,4,,
150423101,150423,内蒙古自治区,巴林右旗,索博日嘎镇,4,,
150423102,150423,内蒙古自治区,巴林右旗,宝日勿苏镇,4,,
150423103,150423,内蒙古自治区,巴林右旗,查干诺尔镇,4,,
150423105,150423,内蒙古自治区,巴林右旗,巴彦琥硕镇,4,,
150423200,150423,内蒙古自治区,巴林右旗,西拉沐沦苏木,4,,
150423201,150423,内蒙古自治区,巴林右旗,巴彦塔拉苏木,4,,
150423202,150423,内蒙古自治区,巴林右旗,幸福之路苏木,4,,
150423203,150423,内蒙古自治区,巴林右旗,查干沐沦苏木,4,,
150423400,150423,内蒙古自治区,巴林右旗,内蒙古赤峰冶金化工开发区管理委员会巴林右旗产业园,4,,
150423401,150423,内蒙古自治区,巴林右旗,赛罕街道,4,,
150423402,150423,内蒙古自治区,巴林右旗,达尔罕街道,4,,
150424100,150424,内蒙古自治区,林西县,林西镇,2,,
150424101,150424,内蒙古自治区,林西县,新城子镇,2,,
150424102,150424,内蒙古自治区,林西县,新林镇,2,,
150424103,150424,内蒙古自治区,林西县,五十家子镇,2,,
150424104,150424,内蒙古自治区,林西县,官地镇,2,,
150424105,150424,内蒙古自治区,林西县,大井镇,2,,
150424106,150424,内蒙古自治区,林西县,统部镇,2,,
150424200,150424,内蒙古自治区,林西县,大营子乡,2,,
150424201,150424,内蒙古自治区,林西县,十二吐乡,2,,
150424400,150424,内蒙古自治区,林西县,城北街道,2,,
150424401,150424,内蒙古自治区,林西县,城南街道,2,,
150424402,150424,内蒙古自治区,林西县,内蒙古林西工业园区,2,,
150425100,150425,内蒙古自治区,克什克腾旗,经棚镇,3,,
150425101,150425,内蒙古自治区,克什克腾旗,宇宙地镇,3,,
150425102,150425,内蒙古自治区,克什克腾旗,土城子镇,3,,
150425103,150425,内蒙古自治区,克什克腾旗,同兴镇,3,,
150425104,150425,内蒙古自治区,克什克腾旗,万合永镇,3,,
150425105,150425,内蒙古自治区,克什克腾旗,芝瑞镇,3,,
150425106,150425,内蒙古自治区,克什克腾旗,达来诺日镇,3,,
150425200,150425,内蒙古自治区,克什克腾旗,新开地乡,3,,
150425201,150425,内蒙古自治区,克什克腾旗,红山子乡,3,,
150425202,150425,内蒙古自治区,克什克腾旗,达日罕乌拉苏木,3,,
150425203,150425,内蒙古自治区,克什克腾旗,巴彦查干苏木,3,,
150425204,150425,内蒙古自治区,克什克腾旗,浩来呼热苏木,3,2021.0,
150425205,150425,内蒙古自治区,克什克腾旗,乌兰布统苏木,3,,
150425400,150425,内蒙古自治区,克什克腾旗,应昌街道,3,,
150425401,150425,内蒙古自治区,克什克腾旗,热水塘街道,3,,
150425403,150425,内蒙古自治区,克什克腾旗,西拉沐沦街道,3,,
150426100,150426,内蒙古自治区,翁牛特旗,乌丹镇,3,,
150426101,150426,内蒙古自治区,翁牛特旗,乌敦套海镇,3,,
150426102,150426,内蒙古自治区,翁牛特旗,五分地镇,3,,
150426103,150426,内蒙古自治区,翁牛特旗,桥头镇,3,,
150426104,150426,内蒙古自治区,翁牛特旗,广德公镇,3,,
150426105,150426,内蒙古自治区,翁牛特旗,梧桐花镇,3,,
150426106,150426,内蒙古自治区,翁牛特旗,海拉苏镇,3,,
150426107,150426,内蒙古自治区,翁牛特旗,亿合公镇,3,,
150426200,150426,内蒙古自治区,翁牛特旗,解放营子乡,3,,
150426201,150426,内蒙古自治区,翁牛特旗,阿什罕苏木,3,,
150426202,150426,内蒙古自治区,翁牛特旗,新苏莫苏木,3,,
150426203,150426,内蒙古自治区,翁牛特旗,白音套海苏木,3,,
150426204,150426,内蒙古自治区,翁牛特旗,毛山东乡,3,,
150426205,150426,内蒙古自治区,翁牛特旗,格日僧苏木,3,,
150426400,150426,内蒙古自治区,翁牛特旗,玉龙工业园区,3,,
150426402,150426,内蒙古自治区,翁牛特旗,紫城街道,3,,
150426403,150426,内蒙古自治区,翁牛特旗,全宁街道,3,,
150428100,150428,内蒙古自治区,喀喇沁旗,锦山镇,3,,
150428101,150428,内蒙古自治区,喀喇沁旗,美林镇,3,,
150428102,150428,内蒙古自治区,喀喇沁旗,王爷府镇,3,,
150428103,150428,内蒙古自治区,喀喇沁旗,小牛群镇,3,,
150428104,150428,内蒙古自治区,喀喇沁旗,牛家营子镇,3,,
150428105,150428,内蒙古自治区,喀喇沁旗,乃林镇,3,,
150428106,150428,内蒙古自治区,喀喇沁旗,西桥镇,3,,
150428200,150428,内蒙古自治区,喀喇沁旗,十家满族乡,3,,
150428201,150428,内蒙古自治区,喀喇沁旗,南台子乡,3,,
150428400,150428,内蒙古自治区,喀喇沁旗,乃林果树农场,3,,
150428401,150428,内蒙古自治区,喀喇沁旗,马鞍山羊场,3,,
150428402,150428,内蒙古自治区,喀喇沁旗,喀喇沁经济开发区,3,,
150428404,150428,内蒙古自治区,喀喇沁旗,河北街道,3,,
150428405,150428,内蒙古自治区,喀喇沁旗,河南街道,3,,
150429100,150429,内蒙古自治区,宁城县,天义镇,3,,
150429101,150429,内蒙古自治区,宁城县,小城子镇,3,,
150429102,150429,内蒙古自治区,宁城县,大城子镇,3,,2021.0
150429103,150429,内蒙古自治区,宁城县,八里罕镇,3,,
150429104,150429,内蒙古自治区,宁城县,黑里河镇,3,,
150429105,150429,内蒙古自治区,宁城县,右北平镇,3,,
150429106,150429,内蒙古自治区,宁城县,大双庙镇,3,,
150429107,150429,内蒙古自治区,宁城县,汐子镇,3,,
150429108,150429,内蒙古自治区,宁城县,大明镇,3,,
150429109,150429,内蒙古自治区,宁城县,忙农镇,3,,
150429110,150429,内蒙古自治区,宁城县,五化镇,3,,
150429111,150429,内蒙古自治区,宁城县,三座店镇,3,,
150429112,150429,内蒙古自治区,宁城县,必斯营子镇,3,,
150429202,150429,内蒙古自治区,宁城县,一肯中乡,3,,
150429203,150429,内蒙古自治区,宁城县,存金沟乡,3,,
150429400,150429,内蒙古自治区,宁城县,中京工业园,3,,
150429401,150429,内蒙古自治区,宁城县,塞飞亚食品工业园,3,,
150429402,150429,内蒙古自治区,宁城县,八里罕酒业园区,3,,
150429403,150429,内蒙古自治区,宁城县,再生资源产业园,3,,
150429404,150429,内蒙古自治区,宁城县,生物科技产业园区,3,,
150429405,150429,内蒙古自治区,宁城县,汐子工业园,3,,
150429406,150429,内蒙古自治区,宁城县,农机产业园区,3,,
150429407,150429,内蒙古自治区,宁城县,宁城县铁西街道,3,,
150429408,150429,内蒙古自治区,宁城县,宁城县铁东街道,3,,
150429409,150429,内蒙古自治区,宁城县,宁城县温泉街道,3,,
150430100,150430,内蒙古自治区,敖汉旗,新惠镇,3,,
150430101,150430,内蒙古自治区,敖汉旗,四家子镇,4,,
150430102,150430,内蒙古自治区,敖汉旗,长胜镇,3,,
150430103,150430,内蒙古自治区,敖汉旗,贝子府镇,3,,
150430104,150430,内蒙古自治区,敖汉旗,四道湾子镇,3,,
150430105,150430,内蒙古自治区,敖汉旗,下洼镇,3,,
150430106,150430,内蒙古自治区,敖汉旗,金厂沟梁镇,3,,
150430107,150430,内蒙古自治区,敖汉旗,兴隆洼镇,3,,
150430108,150430,内蒙古自治区,敖汉旗,黄羊洼镇,3,,
150430109,150430,内蒙古自治区,敖汉旗,古鲁板蒿镇,3,,
150430110,150430,内蒙古自治区,敖汉旗,牛古吐镇,3,,
150430202,150430,内蒙古自治区,敖汉旗,木头营子乡,3,,
150430204,150430,内蒙古自治区,敖汉旗,丰收乡,3,,
150430205,150430,内蒙古自治区,敖汉旗,玛尼罕乡,3,,
150430206,150430,内蒙古自治区,敖汉旗,萨力巴乡,3,,
150430207,150430,内蒙古自治区,敖汉旗,敖润苏莫苏木,3,,
150430401,150430,内蒙古自治区,敖汉旗,敖汉旗工业园区,3,,
150430404,150430,内蒙古自治区,敖汉旗,敖汉旗人民政府新州街道,3,,
150430405,150430,内蒙古自治区,敖汉旗,敖汉旗惠州街道,3,,
150502001,150502,内蒙古自治区,科尔沁区,科尔沁街道,3,,
150502002,150502,内蒙古自治区,科尔沁区,西门街道,3,,
150502003,150502,内蒙古自治区,科尔沁区,永清街道,3,,
150502004,150502,内蒙古自治区,科尔沁区,明仁街道,3,,
150502005,150502,内蒙古自治区,科尔沁区,施介街道,3,,
150502006,150502,内蒙古自治区,科尔沁区,团结街道,3,,
150502007,150502,内蒙古自治区,科尔沁区,东郊街道,3,,
150502008,150502,内蒙古自治区,科尔沁区,铁路街道,3,,
150502009,150502,内蒙古自治区,科尔沁区,红星街道,3,,
150502010,150502,内蒙古自治区,科尔沁区,霍林河街道,3,,
150502011,150502,内蒙古自治区,科尔沁区,建国街道,3,,
150502100,150502,内蒙古自治区,科尔沁区,大林镇,3,,
150502101,150502,内蒙古自治区,科尔沁区,钱家店镇,3,,
150502102,150502,内蒙古自治区,科尔沁区,余粮堡镇,3,,
150502103,150502,内蒙古自治区,科尔沁区,木里图镇,3,,
150502104,150502,内蒙古自治区,科尔沁区,丰田镇,3,,
150502105,150502,内蒙古自治区,科尔沁区,清河镇,3,,
150502106,150502,内蒙古自治区,科尔沁区,育新镇,4,,
150502107,150502,内蒙古自治区,科尔沁区,庆和镇,3,,
150502108,150502,内蒙古自治区,科尔沁区,敖力布皋镇,3,,
150502200,150502,内蒙古自治区,科尔沁区,莫力庙苏木,3,,
150502400,150502,内蒙古自治区,科尔沁区,国有哲南农场,3,,
150502401,150502,内蒙古自治区,科尔沁区,三义堂农场,3,,
150502402,150502,内蒙古自治区,科尔沁区,通辽市高林屯种畜繁育中心,3,,
150502403,150502,内蒙古自治区,科尔沁区,胡力海原种繁殖场,3,,
150502404,150502,内蒙古自治区,科尔沁区,莫力庙种羊场,3,,
150502405,150502,内蒙古自治区,科尔沁区,半截店牧场,3,,
150521100,150521,内蒙古自治区,科尔沁左翼中旗,保康镇,4,,
150521101,150521,内蒙古自治区,科尔沁左翼中旗,宝龙山镇,4,,
150521102,150521,内蒙古自治区,科尔沁左翼中旗,舍伯吐镇,4,,
150521103,150521,内蒙古自治区,科尔沁左翼中旗,巴彦塔拉镇,4,,
150521104,150521,内蒙古自治区,科尔沁左翼中旗,门达镇,4,,
150521105,150521,内蒙古自治区,科尔沁左翼中旗,架玛吐镇,4,,
150521106,150521,内蒙古自治区,科尔沁左翼中旗,腰林毛都镇,4,,
150521107,150521,内蒙古自治区,科尔沁左翼中旗,希伯花镇,4,,
150521108,150521,内蒙古自治区,科尔沁左翼中旗,花吐古拉镇,4,,
150521109,150521,内蒙古自治区,科尔沁左翼中旗,代力吉镇,4,,
150521110,150521,内蒙古自治区,科尔沁左翼中旗,努日木镇,4,,
150521200,150521,内蒙古自治区,科尔沁左翼中旗,花胡硕苏木,4,,
150521201,150521,内蒙古自治区,科尔沁左翼中旗,协代苏木,4,,
150521202,150521,内蒙古自治区,科尔沁左翼中旗,白兴吐苏木,4,,
150521203,150521,内蒙古自治区,科尔沁左翼中旗,图布信苏木,4,,
150521204,150521,内蒙古自治区,科尔沁左翼中旗,敖包苏木,4,,
150521205,150521,内蒙古自治区,科尔沁左翼中旗,胜利乡,4,,
150521400,150521,内蒙古自治区,科尔沁左翼中旗,白音塔拉农场,4,,
150521401,150521,内蒙古自治区,科尔沁左翼中旗,珠日河牧场,4,,
150521402,150521,内蒙古自治区,科尔沁左翼中旗,丰库牧场,4,,
150521403,150521,内蒙古自治区,科尔沁左翼中旗,保康街道办事处,4,,
150522100,150522,内蒙古自治区,科尔沁左翼后旗,甘旗卡镇,2,,
150522101,150522,内蒙古自治区,科尔沁左翼后旗,吉尔嘎朗镇,2,,
150522102,150522,内蒙古自治区,科尔沁左翼后旗,金宝屯镇,2,,
150522103,150522,内蒙古自治区,科尔沁左翼后旗,常胜镇,2,,
150522104,150522,内蒙古自治区,科尔沁左翼后旗,查日苏镇,2,,
150522105,150522,内蒙古自治区,科尔沁左翼后旗,双胜镇,2,,
150522106,150522,内蒙古自治区,科尔沁左翼后旗,阿古拉镇,2,,
150522107,150522,内蒙古自治区,科尔沁左翼后旗,朝鲁吐镇,2,,
150522108,150522,内蒙古自治区,科尔沁左翼后旗,努古斯台镇,2,,
