town_code,county_code,省,区县名称,镇,year,ten_enter,yi_enter,has_yi_by,qz_pre2020,park_pre,tqz_pre,brand_pre,mte_pre,gi_pre,grain800,grain720,light_mean_2019,light_sum_2019,light_sum_2015,agri_firms_pre,coop_pre
110102001,110102,北京市,西城区,西长安街街道,2020,0,0,0,0,0,0,0,1,0,0,0,62.14847373962402,1678.0087909698486,1394.1166362762451,805.0,0.0
110102003,110102,北京市,西城区,新街口街道,2020,0,0,0,0,0,0,0,1,0,0,0,42.953474884033206,1073.83687210083,921.534912109375,805.0,0.0
110102007,110102,北京市,西城区,月坛街道,2020,0,0,0,0,0,0,0,1,0,0,0,45.21312141418457,1356.393642425537,1141.1514472961426,805.0,0.0
110102009,110102,北京市,西城区,展览路街道,2020,0,0,0,0,0,0,0,1,0,0,0,43.13764353359447,1466.679880142212,1223.3094863891602,805.0,0.0
110102010,110102,北京市,西城区,德胜街道,2020,0,0,0,0,0,0,0,1,0,0,0,35.1928192421242,950.2061195373535,831.022102355957,805.0,0.0
110102011,110102,北京市,西城区,金融街街道,2020,0,0,0,0,0,0,0,1,0,0,0,52.2377385226163,1149.2302474975586,931.9193782806396,805.0,0.0
110102012,110102,北京市,西城区,什刹海街道,2020,0,0,0,0,0,0,0,1,0,0,0,32.904129813699164,1118.7404136657715,939.8563060760498,805.0,0.0
110102013,110102,北京市,西城区,大栅栏街道,2020,0,0,0,0,0,0,0,1,0,0,0,52.84634256362915,422.7707405090332,385.8356475830078,805.0,0.0
110102014,110102,北京市,西城区,天桥街道,2020,0,0,0,0,0,0,0,1,0,0,0,37.72260916233063,603.56174659729,557.0511379241943,805.0,0.0
110102015,110102,北京市,西城区,椿树街道,2020,0,0,0,0,0,0,0,1,0,0,0,38.626657485961914,154.50662994384766,157.27573776245117,805.0,0.0
110102016,110102,北京市,西城区,陶然亭街道,2020,0,0,0,0,0,0,0,1,0,0,0,35.87871184715858,466.4232540130615,427.859411239624,805.0,0.0
110102017,110102,北京市,西城区,广安门内街道,2020,0,0,0,0,0,0,0,1,0,0,0,41.74566650390625,500.947998046875,455.0212707519531,805.0,0.0
110102018,110102,北京市,西城区,牛街街道,2020,0,0,0,0,0,0,0,1,0,0,0,40.91401449839274,490.9681739807129,470.04734802246094,805.0,0.0
110102019,110102,北京市,西城区,白纸坊街道,2020,0,0,0,0,0,0,0,1,0,0,0,38.27019818623861,688.8635673522949,595.251859664917,805.0,0.0
110102020,110102,北京市,西城区,广安门外街道,2020,0,0,0,0,0,0,0,1,0,0,0,45.80783441331651,1649.0820388793945,1382.9154796600342,805.0,0.0
110105001,110105,北京市,朝阳区,建外街道,2020,0,0,0,0,0,0,0,0,0,0,0,72.25514526367188,1445.1029052734375,1300.1531982421875,3648.0,3.0
110105002,110105,北京市,朝阳区,朝外街道,2020,0,0,0,0,0,0,0,0,0,0,0,57.546886682510376,920.750186920166,802.2911567687988,3648.0,3.0
110105003,110105,北京市,朝阳区,呼家楼街道,2020,0,0,0,0,0,0,0,0,0,0,0,54.17802921930949,1300.2727012634277,1239.2987327575684,3648.0,3.0
110105004,110105,北京市,朝阳区,三里屯街道,2020,0,0,0,0,0,0,0,0,0,0,0,55.794720369226795,948.5102462768555,829.2428855895996,3648.0,3.0
110105005,110105,北京市,朝阳区,左家庄街道,2020,0,0,0,0,0,0,0,0,0,0,0,47.645711708068845,952.914234161377,824.204402923584,3648.0,3.0
110105006,110105,北京市,朝阳区,香河园街道,2020,0,0,0,0,0,0,0,0,0,0,0,41.52812623977661,498.33751487731934,398.11562156677246,3648.0,3.0
110105007,110105,北京市,朝阳区,和平街街道,2020,0,0,0,0,0,0,0,0,0,0,0,37.23714990615845,744.742998123169,639.655574798584,3648.0,3.0
110105008,110105,北京市,朝阳区,安贞街道,2020,0,0,0,0,0,0,0,0,0,0,0,41.94694137573242,503.36329650878906,415.62911224365234,3648.0,3.0
110105009,110105,北京市,朝阳区,亚运村街道,2020,0,0,0,0,0,0,0,0,0,0,0,50.749089674516156,1674.7199592590332,1379.1896362304688,3648.0,3.0
110105010,110105,北京市,朝阳区,小关街道,2020,0,0,0,0,0,0,0,0,0,0,0,38.42592709859212,576.3889064788818,478.3618049621582,3648.0,3.0
110105011,110105,北京市,朝阳区,酒仙桥街道,2020,0,0,0,0,0,0,0,0,0,0,0,36.87405986785889,1106.2217960357666,1049.6633071899414,3648.0,3.0
110105012,110105,北京市,朝阳区,麦子店街道,2020,0,0,0,0,0,0,0,0,0,0,0,38.04827284812927,1521.930913925171,1355.011957168579,3648.0,3.0
110105013,110105,北京市,朝阳区,团结湖街道,2020,0,0,0,0,0,0,0,0,0,0,0,35.957794952392575,179.7889747619629,176.25312042236328,3648.0,3.0
110105014,110105,北京市,朝阳区,六里屯街道,2020,0,0,0,0,0,0,0,0,0,0,0,33.694378200330235,640.1931858062744,643.718391418457,3648.0,3.0
110105015,110105,北京市,朝阳区,八里庄街道,2020,0,0,0,0,0,0,0,0,0,0,0,43.84358804876154,964.5589370727539,910.0293197631836,3648.0,3.0
110105016,110105,北京市,朝阳区,双井街道,2020,0,0,0,0,0,0,0,0,0,0,0,50.33748916099812,1459.7871856689453,1215.8808784484863,3648.0,3.0
110105017,110105,北京市,朝阳区,劲松街道,2020,0,0,0,0,0,0,0,0,0,0,0,42.573532630657326,1234.6324462890625,1152.252758026123,3648.0,3.0
110105018,110105,北京市,朝阳区,潘家园街道,2020,0,0,0,0,0,0,0,0,0,0,0,38.30860298558285,727.8634567260742,659.3069667816162,3648.0,3.0
110105019,110105,北京市,朝阳区,垡头街道,2020,0,0,0,0,0,0,0,0,0,0,0,26.642834701538085,666.0708675384521,735.3960781097412,3648.0,3.0
110105020,110105,北京市,朝阳区,首都机场街道,2020,0,0,0,0,0,0,0,0,0,0,0,,,,3648.0,3.0
110105021,110105,北京市,朝阳区,南磨房地区,2020,0,0,0,0,0,0,0,0,0,0,0,40.88201104039731,1880.5725078582764,1778.118984222412,3648.0,3.0
110105022,110105,北京市,朝阳区,高碑店地区,2020,0,0,0,0,0,0,0,0,0,0,0,39.19897002759187,3606.305242538452,2863.1247129440308,3648.0,3.0
110105023,110105,北京市,朝阳区,将台地区,2020,0,0,0,0,0,0,0,0,0,0,0,27.51692909664578,1981.218894958496,2072.1668815612793,3648.0,3.0
110105024,110105,北京市,朝阳区,太阳宫地区,2020,0,0,0,0,0,0,0,0,0,0,0,45.754383959089004,1601.4034385681152,1341.5915412902832,3648.0,3.0
110105025,110105,北京市,朝阳区,大屯街道,2020,0,0,0,0,0,0,0,0,0,0,0,36.188834238860565,2135.1412200927734,1879.7410430908203,3648.0,3.0
110105026,110105,北京市,朝阳区,望京街道,2020,0,0,0,0,0,0,0,0,0,0,0,45.00490034780195,2790.3038215637207,2329.399305343628,3648.0,3.0
110105027,110105,北京市,朝阳区,小红门地区,2020,0,0,0,0,0,0,0,0,0,0,0,24.84269700923436,1763.8314876556396,1728.4165563583374,3648.0,3.0
110105028,110105,北京市,朝阳区,十八里店地区,2020,0,0,0,0,0,0,0,0,0,0,0,28.065777162305352,4125.669242858887,4082.694993019104,3648.0,3.0
110105029,110105,北京市,朝阳区,平房地区,2020,0,0,0,0,0,0,0,0,0,0,0,31.77173060366982,3018.314407348633,2410.2315349578857,3648.0,3.0
110105030,110105,北京市,朝阳区,东风地区,2020,0,0,0,0,0,0,0,0,0,0,0,30.6600767926472,1257.0631484985352,1317.207516670227,3648.0,3.0
110105031,110105,北京市,朝阳区,奥运村街道,2020,0,0,0,0,0,0,0,0,0,0,0,36.88560851822552,4315.616196632385,3647.5131912231445,3648.0,3.0
110105032,110105,北京市,朝阳区,来广营地区,2020,0,0,0,0,0,0,0,0,0,0,0,28.181146956582104,3691.730251312256,3186.721227645874,3648.0,3.0
110105033,110105,北京市,朝阳区,常营地区,2020,0,0,0,0,0,0,0,0,0,0,0,27.595053122593807,1434.942762374878,1221.6487216949463,3648.0,3.0
110105034,110105,北京市,朝阳区,三间房地区,2020,0,0,0,0,0,0,0,0,0,0,0,32.02353679216825,1665.223913192749,1279.877200126648,3648.0,3.0
110105035,110105,北京市,朝阳区,管庄地区,2020,0,0,0,0,0,0,0,0,0,0,0,28.2165210323949,1749.424304008484,1339.4449138641357,3648.0,3.0
110105036,110105,北京市,朝阳区,金盏地区,2020,0,0,0,0,0,0,0,0,0,0,0,14.454415139399076,4394.142202377319,3805.1148138046265,3648.0,3.0
110105037,110105,北京市,朝阳区,孙河地区,2020,0,0,0,0,0,0,0,0,0,0,0,15.532125150715864,3354.9390325546265,2773.7476201057434,3648.0,3.0
110105038,110105,北京市,朝阳区,崔各庄地区,2020,0,0,0,0,0,0,0,0,0,0,0,21.50655906780346,3978.71342754364,3508.5579118728638,3648.0,3.0
110105039,110105,北京市,朝阳区,东坝地区,2020,0,0,0,0,0,0,0,0,0,0,0,20.756308479309084,3113.4462718963623,2371.15495967865,3648.0,3.0
110105040,110105,北京市,朝阳区,黑庄户地区,2020,0,0,0,0,0,0,0,0,0,0,0,16.388713459710818,2425.529592037201,1861.3889145851135,3648.0,3.0
110105041,110105,北京市,朝阳区,豆各庄地区,2020,0,0,0,0,0,0,0,0,0,0,0,19.505011959509417,1716.4410524368286,1342.6896991729736,3648.0,3.0
110105042,110105,北京市,朝阳区,王四营地区,2020,0,0,0,0,0,0,0,0,0,0,0,29.696885375976564,2969.6885375976562,2390.226495742798,3648.0,3.0
110105043,110105,北京市,朝阳区,东湖街道,2020,0,0,0,0,0,0,0,0,0,0,0,103.67648109793663,6635.294790267944,5139.426610946655,3648.0,3.0
110106001,110106,北京市,丰台区,右安门街道,2020,0,0,0,0,0,0,0,0,0,0,0,49.258160727364675,1034.4213752746582,814.4083652496338,1997.0,2.0
110106002,110106,北京市,丰台区,太平桥街道,2020,0,0,0,0,0,0,0,0,0,0,0,52.755753962198895,791.3363094329834,733.1006278991699,1997.0,2.0
110106003,110106,北京市,丰台区,西罗园街道,2020,0,0,0,0,0,0,0,0,0,0,0,42.772146224975586,769.8986320495605,678.1340065002441,1997.0,2.0
110106004,110106,北京市,丰台区,大红门街道,2020,0,0,0,0,0,0,0,0,0,0,0,36.93067446209135,1551.088327407837,1464.6287384033203,1997.0,2.0
110106005,110106,北京市,丰台区,南苑街道,2020,0,0,0,0,0,0,0,0,0,0,0,15.559489987931162,824.6529693603516,865.4290866851807,1997.0,2.0
110106006,110106,北京市,丰台区,东高地街道,2020,0,0,0,0,0,0,0,0,0,0,0,21.251370844633684,488.7815294265747,442.499906539917,1997.0,2.0
110106007,110106,北京市,丰台区,东铁匠营街道,2020,0,0,0,0,0,0,0,0,0,0,0,40.7854799455212,1264.3498783111572,1121.4591751098633,1997.0,2.0
110106008,110106,北京市,丰台区,六里桥街道,2020,0,0,0,0,0,0,0,0,0,0,0,37.243939000909975,2048.416645050049,1736.465389251709,1997.0,2.0
110106009,110106,北京市,丰台区,丰台街道,2020,0,0,0,0,0,0,0,0,0,0,0,32.98814709290214,1517.4547662734985,1048.3408813476562,1997.0,2.0
110106010,110106,北京市,丰台区,新村街道,2020,0,0,0,0,0,0,0,0,0,0,0,36.71608377386023,2974.002785682678,2557.8852701187134,1997.0,2.0
110106011,110106,北京市,丰台区,长辛店街道,2020,0,0,0,0,0,0,0,0,0,0,0,13.04801551155422,900.3130702972412,673.1517856121063,1997.0,2.0
110106012,110106,北京市,丰台区,云岗街道,2020,0,0,0,0,0,0,0,0,0,0,0,16.174353621726812,695.4972057342529,536.5260019302368,1997.0,2.0
110106013,110106,北京市,丰台区,方庄街道,2020,0,0,0,0,0,0,0,0,0,0,0,39.010557348077946,858.2322616577148,785.5755882263184,1997.0,2.0
110106014,110106,北京市,丰台区,宛平街道,2020,0,0,0,0,0,0,0,0,0,0,0,22.4387585500191,2602.8959918022156,2031.9282004833221,1997.0,2.0
110106015,110106,北京市,丰台区,马家堡街道,2020,0,0,0,0,0,0,0,0,0,0,0,41.335742216843826,1074.7292976379395,928.8553886413574,1997.0,2.0
110106016,110106,北京市,丰台区,和义街道,2020,0,0,0,0,0,0,0,0,0,0,0,17.74980108199581,550.2438335418701,551.7107400894165,1997.0,2.0
110106017,110106,北京市,丰台区,卢沟桥街道,2020,0,0,0,0,0,0,0,0,0,0,0,38.29311428559132,7467.157285690308,5954.453295707703,1997.0,2.0
110106018,110106,北京市,丰台区,花乡街道,2020,0,0,0,0,0,0,0,0,0,0,0,34.19606645117502,7967.683483123779,6510.423973083496,1997.0,2.0
110106020,110106,北京市,丰台区,成寿寺街道,2020,0,0,0,0,0,0,0,0,0,0,0,,,,1997.0,2.0
110106021,110106,北京市,丰台区,石榴庄街道,2020,0,0,0,0,0,0,0,0,0,0,0,,,,1997.0,2.0
110106022,110106,北京市,丰台区,玉泉营街道,2020,0,0,0,0,0,0,0,0,0,0,0,,,,1997.0,2.0
110106023,110106,北京市,丰台区,看丹街道,2020,0,0,0,0,0,0,0,0,0,0,0,,,,1997.0,2.0
110106024,110106,北京市,丰台区,五里店街道,2020,0,0,0,0,0,0,0,0,0,0,0,,,,1997.0,2.0
110106025,110106,北京市,丰台区,青塔街道,2020,0,0,0,0,0,0,0,0,0,0,0,,,,1997.0,2.0
110106100,110106,北京市,丰台区,北宫镇,2020,0,0,0,0,0,0,0,0,0,0,0,12.207159438986837,3955.1196582317352,3200.284257411957,1997.0,2.0
110106101,110106,北京市,丰台区,王佐镇,2020,0,0,0,0,0,0,0,0,0,0,0,10.916177183651854,3722.4164196252823,2266.1155067682266,1997.0,2.0
110107001,110107,北京市,石景山区,八宝山街道,2020,0,0,0,0,0,0,0,0,0,0,0,38.27831825843224,995.2362747192383,898.3997211456299,440.0,0.0
110107002,110107,北京市,石景山区,老山街道,2020,0,0,0,0,0,0,0,0,0,0,0,26.568684260050457,717.3544750213623,662.4411334991455,440.0,0.0
110107003,110107,北京市,石景山区,八角街道,2020,0,0,0,0,0,0,0,0,0,0,0,36.35008073360362,1708.4537944793701,1534.741943359375,440.0,0.0
110107004,110107,北京市,石景山区,古城街道,2020,0,0,0,0,0,0,0,0,0,0,0,30.828373442996632,2712.8968629837036,1975.6992654800415,440.0,0.0
110107005,110107,北京市,石景山区,苹果园街道,2020,0,0,0,0,0,0,0,0,0,0,0,18.959761667787358,1687.418788433075,1270.8944623470306,440.0,0.0
110107006,110107,北京市,石景山区,金顶街街道,2020,0,0,0,0,0,0,0,0,0,0,0,22.009754090082076,462.20483589172363,397.87240505218506,440.0,0.0
110107009,110107,北京市,石景山区,广宁街道,2020,0,0,0,0,0,0,0,0,0,0,0,19.0538266318185,666.8839321136475,619.2673511505127,440.0,0.0
110107010,110107,北京市,石景山区,五里坨街道,2020,0,0,0,0,0,0,0,0,0,0,0,10.16951176109693,1535.5962759256363,1066.7099919319153,440.0,0.0
110107011,110107,北京市,石景山区,鲁谷街道,2020,0,0,0,0,0,0,0,0,0,0,0,32.720948322399245,1210.675087928772,1094.7021102905273,440.0,0.0
110108001,110108,北京市,海淀区,万寿路街道,2020,0,0,0,0,0,0,0,0,1,0,0,39.074018716812134,2188.1450481414795,2289.377363204956,1857.0,4.0
110108002,110108,北京市,海淀区,永定路街道,2020,0,0,0,0,0,0,0,0,1,0,0,32.669767803616,294.02791023254395,321.02185821533203,1857.0,4.0
110108003,110108,北京市,海淀区,羊坊店街道,2020,0,0,0,0,0,0,0,0,1,0,0,46.094167709350586,1705.4842052459717,1597.7411479949951,1857.0,4.0
110108004,110108,北京市,海淀区,甘家口街道,2020,0,0,0,0,0,0,0,0,1,0,0,34.30353477673653,1337.8378562927246,1229.9852046966553,1857.0,4.0
110108005,110108,北京市,海淀区,八里庄街道,2020,0,0,0,0,0,0,0,0,1,0,0,33.581305117220495,1242.5082893371582,1181.169620513916,1857.0,4.0
110108006,110108,北京市,海淀区,紫竹院街道,2020,0,0,0,0,0,0,0,0,1,0,0,37.67884763081869,1469.4750576019287,1224.5655155181885,1857.0,4.0
110108007,110108,北京市,海淀区,北下关街道,2020,0,0,0,0,0,0,0,0,1,0,0,33.13338716568485,1027.1350021362305,853.0336532592773,1857.0,4.0
110108008,110108,北京市,海淀区,北太平庄街道,2020,0,0,0,0,0,0,0,0,1,0,0,33.182063940799594,1095.0081100463867,968.0827007293701,1857.0,4.0
110108010,110108,北京市,海淀区,学院路街道,2020,0,0,0,0,0,0,0,0,1,0,0,40.13799540201823,2167.4517517089844,1645.3023090362549,1857.0,4.0
110108011,110108,北京市,海淀区,中关村街道,2020,0,0,0,0,0,0,0,0,1,0,0,39.28864692919182,1296.52534866333,1052.4480628967285,1857.0,4.0
110108012,110108,北京市,海淀区,海淀街道,2020,0,0,0,0,0,0,0,0,1,0,0,41.747852420806886,1669.9140968322754,1376.2190914154053,1857.0,4.0
110108013,110108,北京市,海淀区,青龙桥街道,2020,0,0,0,0,0,0,0,0,1,0,0,19.721183432473076,2129.8878107070923,1687.0248897075653,1857.0,4.0
110108014,110108,北京市,海淀区,清华园街道,2020,0,0,0,0,0,0,0,0,1,0,0,38.05985485423695,837.3168067932129,586.2020168304443,1857.0,4.0
110108015,110108,北京市,海淀区,燕园街道,2020,0,0,0,0,0,0,0,0,1,0,0,32.427690946138824,421.5599822998047,341.5154857635498,1857.0,4.0
110108016,110108,北京市,海淀区,香山街道,2020,0,0,0,0,0,0,0,0,1,0,0,5.747630480828324,706.9585491418839,499.78678250312805,1857.0,4.0
110108017,110108,北京市,海淀区,清河街道,2020,0,0,0,0,0,0,0,0,1,0,0,33.95540806225368,1901.502851486206,1501.137243270874,1857.0,4.0
110108018,110108,北京市,海淀区,花园路街道,2020,0,0,0,0,0,0,0,0,1,0,0,42.0478197561728,1555.7693309783936,1189.0293292999268,1857.0,4.0
110108019,110108,北京市,海淀区,西三旗街道,2020,0,0,0,0,0,0,0,0,1,0,0,29.075779506138392,1424.7131958007812,1228.8813247680664,1857.0,4.0
110108020,110108,北京市,海淀区,马连洼街道,2020,0,0,0,0,0,0,0,0,1,0,0,33.743338951697716,2193.3170318603516,1815.2559795379639,1857.0,4.0
110108021,110108,北京市,海淀区,田村路街道,2020,0,0,0,0,0,0,0,0,1,0,0,32.427362773729406,1491.6586875915527,1471.58522605896,1857.0,4.0
110108022,110108,北京市,海淀区,上地街道,2020,0,0,0,0,0,0,0,0,1,0,0,32.46777947743734,1948.0667686462402,1758.641653060913,1857.0,4.0
110108023,110108,北京市,海淀区,万柳地区,2020,0,0,0,0,0,0,0,0,1,0,0,23.58905196912361,778.4387149810791,663.3344554901123,1857.0,4.0
110108024,110108,北京市,海淀区,东升地区,2020,0,0,0,0,0,0,0,0,1,0,0,32.30276018030503,1647.4407691955566,1300.366723537445,1857.0,4.0
110108025,110108,北京市,海淀区,曙光街道,2020,0,0,0,0,0,0,0,0,1,0,0,36.92696694766774,1255.5168762207031,1056.0336418151855,1857.0,4.0
110108026,110108,北京市,海淀区,温泉地区,2020,0,0,0,0,0,0,0,0,1,0,0,10.582681965101793,2084.7883471250534,1837.2630999088287,1857.0,4.0
110108027,110108,北京市,海淀区,四季青地区,2020,0,0,0,0,0,0,0,0,1,0,0,19.90404710633968,4896.395588159561,4327.3908767700195,1857.0,4.0
110108028,110108,北京市,海淀区,西北旺地区,2020,0,0,0,0,0,0,0,0,1,0,0,19.268236631800416,6050.22630238533,5045.084274530411,1857.0,4.0
110108029,110108,北京市,海淀区,苏家坨地区,2020,0,0,0,0,0,0,0,0,1,0,0,7.523865456710993,3867.2668447494507,3752.336585342884,1857.0,4.0
110108030,110108,北京市,海淀区,上庄地区,2020,0,0,0,0,0,0,0,0,1,0,0,11.058715847031824,2565.622076511383,2097.59658575058,1857.0,4.0
110109001,110109,北京市,门头沟区,大峪街道,2020,0,0,0,0,0,0,0,0,1,0,0,41.593891588846844,1247.8167476654053,759.4520215988159,629.0,124.0
110109002,110109,北京市,门头沟区,城子街道,2020,0,0,0,0,0,0,0,0,1,0,0,22.447654184542206,426.5054295063019,246.16501116752625,629.0,124.0
110109003,110109,北京市,门头沟区,东辛房街道,2020,0,0,0,0,0,0,0,0,1,0,0,14.871902704238892,565.1323027610779,324.46381509304047,629.0,124.0
110109004,110109,北京市,门头沟区,大台街道,2020,0,0,0,0,0,0,0,0,1,0,0,0.36173984619478383,173.63512617349625,165.1396467834711,629.0,124.0
110109005,110109,北京市,门头沟区,王平地区,2020,0,0,0,0,0,0,0,0,1,0,0,0.5967239548141757,171.85649898648262,97.45369789004326,629.0,124.0
110109006,110109,北京市,门头沟区,永定地区,2020,0,0,0,0,0,0,0,0,1,0,0,11.134511669275119,4386.997597694397,2567.827878832817,629.0,124.0
110109007,110109,北京市,门头沟区,龙泉地区,2020,0,0,0,0,0,0,0,0,1,0,0,6.965596351475842,1574.2247754335403,1009.51307284832,629.0,124.0
110109101,110109,北京市,门头沟区,潭柘寺镇,2020,0,0,0,0,0,0,0,0,1,0,0,2.236544872877806,1102.6166223287582,327.1233439743519,629.0,124.0
110109104,110109,北京市,门头沟区,军庄镇,2020,0,0,0,0,0,0,0,0,1,0,0,1.8295376743420515,369.5666102170944,303.90206468105316,629.0,124.0
110109105,110109,北京市,门头沟区,雁翅镇,2020,0,0,0,0,0,0,0,0,1,0,0,0.09262607775358145,148.01647225022316,42.582281067967415,629.0,124.0
110109106,110109,北京市,门头沟区,斋堂镇,2020,0,0,0,0,0,0,0,0,1,0,0,0.09662720344399893,224.65824800729752,122.52447120845318,629.0,124.0
110109107,110109,北京市,门头沟区,清水镇,2020,0,0,0,0,0,0,0,0,1,0,0,0.055984667511492205,113.98478305339813,22.711927384138107,629.0,124.0
110109108,110109,北京市,门头沟区,妙峰山镇,2020,0,0,0,0,0,0,0,0,1,0,0,0.7281376624107361,491.49292212724686,244.53914445638657,629.0,124.0
110111001,110111,北京市,房山区,城关街道,2020,0,0,0,0,1,0,0,1,0,0,0,8.772752954051239,2693.23515689373,2586.3024666309357,3398.0,400.0
110111002,110111,北京市,房山区,新镇街道,2020,0,0,0,0,1,0,0,1,0,0,0,12.129189057783647,133.42107963562012,104.02822589874268,3398.0,400.0
110111004,110111,北京市,房山区,向阳街道,2020,0,0,0,0,1,0,0,1,0,0,0,16.21652876553328,1491.920646429062,2346.1468716859818,3398.0,400.0
110111005,110111,北京市,房山区,东风街道,2020,0,0,0,0,1,0,0,1,0,0,0,6.126752422780407,600.4217374324799,673.2908867001534,3398.0,400.0
110111006,110111,北京市,房山区,迎风街道,2020,0,0,0,0,1,0,0,1,0,0,0,18.425752182006836,921.2876091003418,975.3178129196167,3398.0,400.0
110111007,110111,北京市,房山区,星城街道,2020,0,0,0,0,1,0,0,1,0,0,0,13.636806964874268,81.8208417892456,64.42144203186035,3398.0,400.0
110111008,110111,北京市,房山区,良乡地区,2020,0,0,0,0,1,0,0,1,0,0,0,7.0043033779047095,1099.6756303310394,733.5777691602707,3398.0,400.0
110111009,110111,北京市,房山区,周口店地区,2020,0,0,0,0,1,0,0,1,0,0,0,1.528736759002517,1123.62151786685,1148.1847908198833,3398.0,400.0
110111010,110111,北京市,房山区,琉璃河地区,2020,0,0,0,0,1,0,0,1,0,0,0,2.12424712140619,1376.5121346712112,853.1623179912567,3398.0,400.0
110111011,110111,北京市,房山区,拱辰街道,2020,0,0,0,0,1,0,0,1,0,0,0,20.731452417660908,3441.421101331711,2744.67236828804,3398.0,400.0
110111012,110111,北京市,房山区,西潞街道,2020,0,0,0,0,1,0,0,1,0,0,0,15.14584309307497,1014.771487236023,828.7963633537292,3398.0,400.0
110111101,110111,北京市,房山区,阎村镇,2020,0,0,0,0,1,0,0,1,0,0,0,9.027224164173521,2617.895007610321,2139.779982805252,3398.0,400.0
110111103,110111,北京市,房山区,窦店镇,2020,0,0,0,1,1,0,0,1,0,0,0,6.590523295123462,2590.0756549835205,1510.9201775193214,3398.0,400.0
110111104,110111,北京市,房山区,石楼镇,2020,0,0,0,0,1,0,0,1,0,0,0,2.4711786612220434,625.2082012891769,501.6247786283493,3398.0,400.0
110111105,110111,北京市,房山区,长阳镇,2020,0,0,0,0,1,0,0,1,0,0,0,11.357023291996796,6223.648764014244,4272.414630115032,3398.0,400.0
110111107,110111,北京市,房山区,河北镇,2020,0,0,0,0,1,0,0,1,0,0,0,0.632214476114296,262.36900758743286,199.32786664366722,3398.0,400.0
110111108,110111,北京市,房山区,长沟镇,2020,0,0,0,0,1,0,0,1,0,0,0,2.2733601713079516,536.5130004286766,410.84347972273827,3398.0,400.0
110111109,110111,北京市,房山区,大石窝镇,2020,0,0,0,0,1,0,0,1,0,0,0,1.3059592805599254,716.9716450273991,574.2930673658848,3398.0,400.0
110111110,110111,北京市,房山区,张坊镇,2020,0,0,0,0,1,0,0,1,0,0,0,0.5266875134013728,379.74169716238976,251.03982746601105,3398.0,400.0
110111111,110111,北京市,房山区,十渡镇,2020,0,0,0,0,1,0,0,1,0,0,0,0.12254452792210975,143.00946408510208,84.11970822513103,3398.0,400.0
