town_code,county_code,省,区县名称,镇,year,ten_enter,yi_enter,has_yi_by,qz_pre2020,park_pre,tqz_pre,brand_pre,mte_pre,gi_pre,grain800,grain720,light_mean_2019,light_sum_2019,light_sum_2015,agri_firms_pre,coop_pre
340406103,340406,安徽省,潘集区,潘集镇,2020,0,0,0,0,0,0,0,0,0,1,0,1.6420741051952275,568.1576403975487,502.8956992328167,3557.0,421.0
340406104,340406,安徽省,潘集区,芦集镇,2020,0,0,0,0,0,0,0,0,0,1,0,0.8292743049446165,320.099881708622,262.2008364200592,3557.0,421.0
340406105,340406,安徽省,潘集区,架河镇,2020,0,0,0,0,0,0,0,0,0,1,0,2.8069873049855234,673.6769531965256,680.1395993828773,3557.0,421.0
340406106,340406,安徽省,潘集区,夹沟镇,2020,0,0,0,0,0,0,0,0,0,1,0,0.6825737483638654,189.75550204515457,206.36083295941353,3557.0,421.0
340406107,340406,安徽省,潘集区,祁集镇,2020,0,0,0,0,0,0,0,0,0,1,0,13.108121725051634,2031.7588673830032,245.68347012996674,3557.0,421.0
340406108,340406,安徽省,潘集区,贺疃镇,2020,0,0,0,0,0,0,0,0,0,1,0,,,,3557.0,421.0
340406202,340406,安徽省,潘集区,古沟回族乡,2020,0,0,0,0,0,0,0,0,0,1,0,2.897970539485586,672.329165160656,382.29189813137054,3557.0,421.0
340421100,340421,安徽省,凤台县,城关镇,2020,0,0,0,0,0,0,0,0,1,1,1,4.521760735478434,646.6117851734161,608.7393288612366,7812.0,1538.0
340421102,340421,安徽省,凤台县,新集镇,2020,0,0,0,0,0,0,0,0,1,1,1,1.0534391649459538,400.30688267946243,308.8798838555813,7812.0,1538.0
340421103,340421,安徽省,凤台县,朱马店镇,2020,0,0,0,0,0,0,0,0,1,1,1,0.3685546971198381,137.47090202569962,92.71196345984936,7812.0,1538.0
340421104,340421,安徽省,凤台县,岳张集镇,2020,0,0,0,0,0,0,0,0,1,1,1,1.385801020790549,471.1723470687866,517.6248028576374,7812.0,1538.0
340421105,340421,安徽省,凤台县,顾桥镇,2020,0,0,0,0,0,0,0,0,1,1,1,2.1912075654320096,503.9777400493622,524.5161993801594,7812.0,1538.0
340421106,340421,安徽省,凤台县,毛集镇,2020,0,0,0,0,0,0,0,0,1,1,1,1.3465094367663066,504.94103878736496,302.88885697722435,7812.0,1538.0
340421107,340421,安徽省,凤台县,夏集镇,2020,0,0,0,0,0,0,0,0,1,1,1,0.7667646512941078,165.62116467952728,141.26552999019623,7812.0,1538.0
340421108,340421,安徽省,凤台县,桂集镇,2020,0,0,0,0,0,0,0,0,1,1,1,1.0900868014301486,426.2239393591881,532.026174724102,7812.0,1538.0
340421109,340421,安徽省,凤台县,焦岗湖镇,2020,0,0,0,0,0,0,0,0,1,1,1,0.5235818753371367,271.21541142463684,198.9946073293686,7812.0,1538.0
340421110,340421,安徽省,凤台县,凤凰镇,2020,0,0,0,0,0,0,0,0,1,1,1,2.8060757289330165,1010.1872624158859,913.9711338281631,7812.0,1538.0
340421111,340421,安徽省,凤台县,杨村镇,2020,0,0,0,0,0,0,0,0,1,1,1,0.19392387574449235,52.55337032675743,80.74424171447754,7812.0,1538.0
340421112,340421,安徽省,凤台县,丁集镇,2020,0,0,0,0,0,0,0,0,1,1,1,,,,7812.0,1538.0
340421113,340421,安徽省,凤台县,刘集镇,2020,0,0,0,0,0,0,0,0,1,1,1,,,,7812.0,1538.0
340421114,340421,安徽省,凤台县,大兴镇,2020,0,0,0,0,0,0,0,0,1,1,1,,,,7812.0,1538.0
340421115,340421,安徽省,凤台县,尚塘镇,2020,0,0,0,0,0,0,0,0,1,1,1,,,,7812.0,1538.0
340421204,340421,安徽省,凤台县,古店乡,2020,0,0,0,0,0,0,0,0,1,1,1,0.20242248574234792,61.13159069418907,30.98778310418129,7812.0,1538.0
340421205,340421,安徽省,凤台县,钱庙乡,2020,0,0,0,0,0,0,0,0,1,1,1,0.4165673162667982,129.13586804270744,102.67674249410629,7812.0,1538.0
340421209,340421,安徽省,凤台县,关店乡,2020,0,0,0,0,0,0,0,0,1,1,1,0.9134597896564345,225.6245680451393,227.6610500216484,7812.0,1538.0
340421212,340421,安徽省,凤台县,李冲回族乡,2020,0,0,0,0,0,0,0,0,1,1,1,,,,7812.0,1538.0
340422100,340422,安徽省,寿县,寿春镇,2020,0,0,0,0,0,0,0,0,0,1,1,3.3620114844334896,1768.4180408120155,926.7257045805454,8019.0,2572.0
340422101,340422,安徽省,寿县,双桥镇,2020,0,0,0,0,0,0,0,0,0,1,1,0.24567533285599055,156.003836363554,103.33126229047775,8019.0,2572.0
340422102,340422,安徽省,寿县,涧沟镇,2020,0,0,0,0,0,0,0,0,0,1,1,0.08353085226338842,38.424192041158676,90.09318359196186,8019.0,2572.0
340422103,340422,安徽省,寿县,丰庄镇,2020,0,0,0,0,0,0,0,0,0,1,1,0.062721897521881,27.409469217061996,35.16659142076969,8019.0,2572.0
340422104,340422,安徽省,寿县,正阳关镇,2020,0,0,0,0,0,0,0,0,0,1,1,0.0795280017844796,47.47821706533432,33.58787241578102,8019.0,2572.0
340422105,340422,安徽省,寿县,迎河镇,2020,0,0,0,0,0,0,0,0,0,1,1,0.06726815293794908,42.782545268535614,28.41912242770195,8019.0,2572.0
340422106,340422,安徽省,寿县,板桥镇,2020,0,0,0,0,0,0,0,0,0,1,1,0.05812471807003021,34.293583661317825,13.740375608205795,8019.0,2572.0
340422107,340422,安徽省,寿县,安丰塘镇,2020,0,0,0,0,0,0,0,0,0,1,1,0.06407551078146763,45.62176367640495,1.2643946409225464,8019.0,2572.0
340422108,340422,安徽省,寿县,堰口镇,2020,0,0,0,0,0,0,0,0,0,1,1,0.2412483709496121,186.72623911499977,61.207190841436386,8019.0,2572.0
340422109,340422,安徽省,寿县,保义镇,2020,0,0,0,0,0,0,0,0,0,1,1,0.1081242376830109,78.06569960713387,22.763546496629715,8019.0,2572.0
340422110,340422,安徽省,寿县,隐贤镇,2020,0,0,0,0,0,0,0,0,0,1,1,0.03056468800446833,16.077025890350342,0.9391426742076874,8019.0,2572.0
340422111,340422,安徽省,寿县,安丰镇,2020,0,0,0,0,0,0,0,0,0,1,1,0.1687383242785486,180.88748362660408,79.2098802626133,8019.0,2572.0
340422112,340422,安徽省,寿县,众兴镇,2020,0,0,0,0,0,0,0,0,0,1,1,0.1711278830636416,103.36124137043953,51.86802741885185,8019.0,2572.0
340422113,340422,安徽省,寿县,茶庵镇,2020,0,0,0,0,0,0,0,0,0,1,1,0.14648441930363132,81.8847903907299,11.798823744058609,8019.0,2572.0
340422114,340422,安徽省,寿县,三觉镇,2020,0,0,0,0,0,0,0,0,0,1,1,0.11124016239609517,102.67466989159584,12.051816076040268,8019.0,2572.0
340422115,340422,安徽省,寿县,炎刘镇,2020,0,0,0,0,0,0,0,0,0,1,1,1.992740858177056,2062.486788213253,848.7076494693756,8019.0,2572.0
340422116,340422,安徽省,寿县,刘岗镇,2020,0,0,0,0,0,0,0,0,0,1,1,0.1549520950741563,126.2859574854374,32.887583151459694,8019.0,2572.0
340422117,340422,安徽省,寿县,双庙集镇,2020,0,0,0,0,0,0,0,0,0,1,1,0.10034507791517269,50.47357419133186,0.951923668384552,8019.0,2572.0
340422118,340422,安徽省,寿县,小甸镇,2020,0,0,0,0,0,0,0,0,0,1,1,0.04318636482681971,41.6316556930542,36.207566633820534,8019.0,2572.0
340422119,340422,安徽省,寿县,瓦埠镇,2020,0,0,0,0,0,0,0,0,0,1,1,0.08026299211714003,28.17231023311615,8.793375745415688,8019.0,2572.0
340422120,340422,安徽省,寿县,大顺镇,2020,0,0,0,0,0,0,0,0,0,1,1,0.018690043687820436,10.933675557374954,13.324661523103714,8019.0,2572.0
340422121,340422,安徽省,寿县,窑口镇,2020,0,0,0,0,0,0,0,0,0,1,1,,,,8019.0,2572.0
340422200,340422,安徽省,寿县,八公山乡,2020,0,0,0,0,0,0,0,0,0,1,1,1.3154741474406213,290.7197865843773,216.01744928956032,8019.0,2572.0
340422201,340422,安徽省,寿县,张李乡,2020,0,0,0,0,0,0,0,0,0,1,1,0.02408058059842963,11.438275784254074,3.6244262605905533,8019.0,2572.0
340422203,340422,安徽省,寿县,陶店回族乡,2020,0,0,0,0,0,0,0,0,0,1,1,0.012230009863523924,5.344514310359955,2.8152427077293396,8019.0,2572.0
340422402,340422,安徽省,寿县,安徽寿县经济开发区,2020,0,0,0,0,0,0,0,0,0,1,1,2.0863184175993266,79.28009986877441,92.60795974731445,8019.0,2572.0
340422500,340422,安徽省,寿县,寿西湖农场,2020,0,0,0,0,0,0,0,0,0,1,1,0.6044969001041461,140.84777772426605,153.710672467947,8019.0,2572.0
340422501,340422,安徽省,寿县,正阳关农场,2020,0,0,0,0,0,0,0,0,0,1,1,0.14389370679855346,10.79202800989151,12.87628023326397,8019.0,2572.0
340503001,340503,安徽省,花山区,沙塘路街道,2020,0,0,0,0,0,0,0,0,0,0,0,26.334945559501648,421.35912895202637,328.9732656478882,3778.0,50.0
340503002,340503,安徽省,花山区,解放路街道,2020,0,0,0,0,0,0,0,0,0,0,0,25.3222415630634,329.1891403198242,253.99943161010742,3778.0,50.0
340503003,340503,安徽省,花山区,湖东路街道,2020,0,0,0,0,0,0,0,0,0,0,0,37.58403994820335,826.8488788604736,608.1884727478027,3778.0,50.0
340503004,340503,安徽省,花山区,桃源路街道,2020,0,0,0,0,0,0,0,0,0,0,0,42.36429225697237,720.1929683685303,573.8170185089111,3778.0,50.0
340503005,340503,安徽省,花山区,霍里街道,2020,0,0,0,0,0,0,0,0,0,0,0,6.519947909878285,2888.3369240760803,2284.280632674694,3778.0,50.0
340503006,340503,安徽省,花山区,金家庄街道,2020,0,0,0,0,0,0,0,0,0,0,0,9.144296331985577,1353.3558571338654,1423.9753383398056,3778.0,50.0
340503007,340503,安徽省,花山区,塘西街道,2020,0,0,0,0,0,0,0,0,0,0,0,22.210914611816406,910.6474990844727,810.7802572250366,3778.0,50.0
340503008,340503,安徽省,花山区,慈湖街道,2020,0,0,0,0,0,0,0,0,0,0,0,21.26525115966797,21.26525115966797,21.174638748168945,3778.0,50.0
340503009,340503,安徽省,花山区,江东街道,2020,0,0,0,0,0,0,0,0,0,0,0,20.701614807391987,600.3468294143677,468.50704193115234,3778.0,50.0
340503101,340503,安徽省,花山区,濮塘镇,2020,0,0,0,0,0,0,0,0,0,0,0,,,,3778.0,50.0
340503401,340503,安徽省,花山区,慈湖高新技术产业开发区,2020,0,0,0,0,0,0,0,0,0,0,0,27.442331906911487,1015.3662805557251,979.337498664856,3778.0,50.0
340504001,340504,安徽省,雨山区,平湖街道,2020,0,0,0,0,0,0,0,0,0,0,0,28.57344947542463,1200.0848779678345,1100.5671768188477,3222.0,154.0
340504002,340504,安徽省,雨山区,雨山街道,2020,0,0,0,0,0,0,0,0,0,0,0,37.01274781478079,703.242208480835,543.212212562561,3222.0,154.0
340504003,340504,安徽省,雨山区,安民街道,2020,0,0,0,0,0,0,0,0,0,0,0,43.752800976788556,1181.325626373291,975.9939136505127,3222.0,154.0
340504004,340504,安徽省,雨山区,采石街道,2020,0,0,0,0,0,0,0,0,0,0,0,8.298022293275402,257.2386910915375,228.30707669258118,3222.0,154.0
340504100,340504,安徽省,雨山区,向山镇,2020,0,0,0,0,0,0,0,0,0,0,0,4.542858381255144,1335.6003640890121,1442.8892294168472,3222.0,154.0
340504101,340504,安徽省,雨山区,银塘镇,2020,0,0,0,0,0,0,0,0,0,0,0,17.194641732900156,3043.4515867233276,2606.363045692444,3222.0,154.0
340504200,340504,安徽省,雨山区,佳山乡,2020,0,0,0,0,0,0,0,0,0,0,0,11.090100047100021,3681.913215637207,3026.948439836502,3222.0,154.0
340504401,340504,安徽省,雨山区,雨山经济开发区,2020,0,0,0,0,0,0,0,0,0,0,0,23.38701238939839,724.9973840713501,610.9915657043457,3222.0,154.0
340504402,340504,安徽省,雨山区,市经济技术开发区,2020,0,0,0,0,0,0,0,0,0,0,0,,,,3222.0,154.0
340506100,340506,安徽省,博望区,博望镇,2020,0,0,0,0,0,0,0,0,0,0,0,1.0296931816003674,917.4566248059273,445.4446197748184,2414.0,284.0
340506101,340506,安徽省,博望区,丹阳镇,2020,0,0,0,0,0,0,0,0,0,0,0,0.9582741783124529,676.5415698885918,707.1496067047119,2414.0,284.0
340506102,340506,安徽省,博望区,新市镇,2020,0,0,0,0,0,0,0,0,0,0,0,0.6216295749569932,238.7057567834854,95.67172905802727,2414.0,284.0
340506400,340506,安徽省,博望区,博望高新技术产业开发区,2020,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2414.0,284.0
340521100,340521,安徽省,当涂县,姑孰镇,2020,0,0,0,0,0,0,0,0,0,1,0,4.717352680785664,2764.368670940399,2680.9996289014816,11484.0,880.0
340521101,340521,安徽省,当涂县,黄池镇,2020,0,0,0,0,0,0,0,0,0,1,0,0.6757728988474065,297.3400754928589,130.4458411037922,11484.0,880.0
340521102,340521,安徽省,当涂县,乌溪镇,2020,0,0,0,0,0,0,0,0,0,1,0,0.39934923686937657,87.45748287439346,32.74030318856239,11484.0,880.0
340521103,340521,安徽省,当涂县,石桥镇,2020,0,0,0,0,0,0,0,0,0,1,0,0.2841982527306695,131.01539450883865,79.01464986801147,11484.0,880.0
340521104,340521,安徽省,当涂县,塘南镇,2020,0,0,0,0,0,0,0,0,0,1,0,0.19818846126900444,62.6275537610054,12.090086728334427,11484.0,880.0
340521105,340521,安徽省,当涂县,护河镇,2020,0,0,0,0,0,0,0,0,0,1,0,0.21213334942438516,88.03534001111984,77.44098830223083,11484.0,880.0
340521106,340521,安徽省,当涂县,太白镇,2020,0,0,0,0,0,0,0,0,0,1,0,4.804958727143028,2114.181839942932,2245.7221945524216,11484.0,880.0
340521110,340521,安徽省,当涂县,年陡镇,2020,0,0,0,0,0,0,0,0,0,1,0,4.079138277844467,1741.7920446395874,1134.6362248063087,11484.0,880.0
340521111,340521,安徽省,当涂县,湖阳镇,2020,0,0,0,0,0,0,0,0,0,1,0,,,,11484.0,880.0
340521112,340521,安徽省,当涂县,大陇镇,2020,0,0,0,0,0,0,0,0,0,1,0,,,,11484.0,880.0
340521202,340521,安徽省,当涂县,江心乡,2020,0,0,0,0,0,0,0,0,0,1,0,1.359599502345596,726.0261342525482,699.2912557125092,11484.0,880.0
340521400,340521,安徽省,当涂县,当涂经济开发区,2020,0,0,0,0,0,0,0,0,0,1,0,10.71633206549145,1125.2148668766022,1384.125162601471,11484.0,880.0
340521402,340521,安徽省,当涂县,当涂大青山李白文化旅游区,2020,0,0,0,0,0,0,0,0,0,1,0,,,,11484.0,880.0
340521500,340521,安徽省,当涂县,当涂现代农业示范区,2020,0,0,0,0,0,0,0,0,0,1,0,2.2828920781612396,9.131568312644958,7.156614899635315,11484.0,880.0
340522100,340522,安徽省,含山县,环峰镇,2020,0,1,1,0,0,0,0,0,1,0,0,2.337747721498095,2499.0523142814636,1752.486868262291,5904.0,1272.0
340522101,340522,安徽省,含山县,运漕镇,2020,0,0,0,0,0,0,0,0,1,0,0,0.17661336354911328,70.64534541964531,44.24291589856148,5904.0,1272.0
340522102,340522,安徽省,含山县,铜闸镇,2020,0,0,0,0,0,0,0,0,1,0,0,0.46103004400435715,190.40540817379951,103.99522432684898,5904.0,1272.0
340522103,340522,安徽省,含山县,陶厂镇,2020,0,0,0,0,0,0,0,0,1,0,0,0.24257193922193765,144.08773189783096,115.07315576076508,5904.0,1272.0
340522104,340522,安徽省,含山县,林头镇,2020,0,0,0,0,0,0,0,0,1,0,0,0.8066076873071518,694.4892187714577,552.8764885962009,5904.0,1272.0
340522105,340522,安徽省,含山县,清溪镇,2020,0,0,0,0,0,0,0,0,1,0,0,0.5179211258978692,341.3100219666958,204.39104214310646,5904.0,1272.0
340522106,340522,安徽省,含山县,仙踪镇,2020,0,0,0,0,0,0,0,0,1,0,0,0.12340254217609843,115.13457185029984,115.01086728274822,5904.0,1272.0
340522107,340522,安徽省,含山县,昭关镇,2020,0,0,0,0,0,0,0,0,1,0,0,0.0638162535260186,29.291660368442535,37.21337999403477,5904.0,1272.0
340522401,340522,安徽省,含山县,安徽含山经济开发区,2020,0,0,0,0,0,0,0,0,1,0,0,2.752487122129511,371.585761487484,221.16355541348457,5904.0,1272.0
340523100,340523,安徽省,和县,历阳镇,2020,0,0,0,0,1,0,0,0,0,1,0,2.9400334664276526,2834.192261636257,2638.0288704633713,7046.0,814.0
340523102,340523,安徽省,和县,白桥镇,2020,0,0,0,0,1,0,0,0,0,1,0,0.7381018133458911,428.8371535539627,271.31660863757133,7046.0,814.0
340523103,340523,安徽省,和县,姥桥镇,2020,0,0,0,0,1,0,0,0,0,1,0,2.348678022130462,1705.1402440667152,1294.5180688798428,7046.0,814.0
340523104,340523,安徽省,和县,功桥镇,2020,0,0,0,0,1,0,0,0,0,1,0,0.2060956565596217,143.23648130893707,59.25491514801979,7046.0,814.0
340523105,340523,安徽省,和县,西埠镇,2020,0,0,0,0,1,0,0,0,0,1,0,0.41280241939756607,371.52217745780945,191.15070325136185,7046.0,814.0
340523106,340523,安徽省,和县,香泉镇,2020,0,0,0,0,1,0,0,0,0,1,0,0.5348138240696508,422.5029210150242,175.54089522361755,7046.0,814.0
340523107,340523,安徽省,和县,乌江镇,2020,0,0,0,0,1,0,0,0,0,1,0,1.5572637801153073,1289.4144099354744,740.123089492321,7046.0,814.0
340523108,340523,安徽省,和县,善厚镇,2020,0,0,0,0,1,0,0,0,0,1,0,0.05872512859754284,44.2787469625473,40.66294080018997,7046.0,814.0
340523109,340523,安徽省,和县,石杨镇,2020,0,0,0,0,1,0,0,0,0,1,0,0.6474567365696768,612.4940727949142,597.6214193105698,7046.0,814.0
340523400,340523,安徽省,和县,安徽和县经济开发区,2020,0,0,0,0,1,0,0,0,0,1,0,7.279789529997727,211.11389636993408,89.72740685939789,7046.0,814.0
340523401,340523,安徽省,和县,安徽精细化工产业有机合成基地,2020,0,0,0,0,1,0,0,0,0,1,0,17.617073604038783,246.63903045654297,131.3828296661377,7046.0,814.0
340523500,340523,安徽省,和县,安徽和县台湾农民创业园,2020,0,0,0,0,1,0,0,0,0,1,0,2.438466257519192,21.94619631767273,12.047293782234192,7046.0,814.0
340602001,340602,安徽省,杜集区,高岳街道,2020,0,0,0,0,0,0,0,0,0,0,0,6.503242991571351,1651.8237198591232,1017.4011365771294,1561.0,120.0
340602002,340602,安徽省,杜集区,矿山集街道,2020,0,0,0,0,0,0,0,0,0,0,0,5.950244207400829,1523.2625170946121,809.4186586737633,1561.0,120.0
340602100,340602,安徽省,杜集区,朔里镇,2020,0,0,0,0,0,0,0,0,0,0,0,2.7447850811643666,806.9668138623238,399.8081131577492,1561.0,120.0
340602101,340602,安徽省,杜集区,石台镇,2020,0,0,0,0,0,0,0,0,0,0,0,1.1877845747189388,342.0819575190544,218.8590323626995,1561.0,120.0
340602102,340602,安徽省,杜集区,段园镇,2020,0,0,0,0,0,0,0,0,0,0,0,2.6514389194159143,660.2082909345627,311.7689166069031,1561.0,120.0
340602400,340602,安徽省,杜集区,淮北杜集经济开发区,2020,0,0,0,0,0,0,0,0,0,0,0,,,,1561.0,120.0
340603001,340603,安徽省,相山区,相南街道,2020,0,0,0,0,0,0,0,0,1,0,0,32.508147954940796,780.1955509185791,725.9239711761475,2503.0,87.0
340603002,340603,安徽省,相山区,东街道,2020,0,0,0,0,0,0,0,0,1,0,0,17.842579871416092,285.48127794265747,233.44805026054382,2503.0,87.0
340603003,340603,安徽省,相山区,西街道,2020,0,0,0,0,0,0,0,0,1,0,0,8.054082638567143,442.97454512119293,414.0770341157913,2503.0,87.0
340603005,340603,安徽省,相山区,东山街道,2020,0,0,0,0,0,0,0,0,1,0,0,18.63577175140381,260.9008045196533,155.63675165176392,2503.0,87.0
340603008,340603,安徽省,相山区,任圩街道,2020,0,0,0,0,0,0,0,0,1,0,0,16.41919854327814,2200.1726047992706,1055.7568892240524,2503.0,87.0
340603009,340603,安徽省,相山区,南黎街道,2020,0,0,0,0,0,0,0,0,1,0,0,30.33590669985171,819.0694808959961,607.5160140991211,2503.0,87.0
340603010,340603,安徽省,相山区,曲阳街道,2020,0,0,0,0,0,0,0,0,1,0,0,10.82550927454775,476.322408080101,388.30918312072754,2503.0,87.0
340603011,340603,安徽省,相山区,三堤口街道,2020,0,0,0,0,0,0,0,0,1,0,0,,,,2503.0,87.0
340603100,340603,安徽省,相山区,渠沟镇,2020,0,0,0,1,0,0,0,0,1,0,0,1.5455033204838136,508.47059243917465,329.8431830704212,2503.0,87.0
340603400,340603,安徽省,相山区,安徽淮北相山经济开发区管理委员会,2020,0,0,0,0,0,0,0,0,1,0,0,3.4578898765344537,390.74155604839325,236.37038326263428,2503.0,87.0
340604001,340604,安徽省,烈山区,杨庄街道,2020,0,0,0,0,0,0,0,0,0,0,0,9.150069132447243,585.6044244766235,420.747452378273,2430.0,200.0
340604002,340604,安徽省,烈山区,临海童街道,2020,0,0,0,0,0,0,0,0,0,0,0,6.426057291030884,64.26057291030884,53.54331636428833,2430.0,200.0
340604003,340604,安徽省,烈山区,百善街道,2020,0,0,0,0,0,0,0,0,0,0,0,1.2809251546859741,2.5618503093719482,1.2768501043319702,2430.0,200.0
340604004,340604,安徽省,烈山区,任楼街道,2020,0,0,0,0,0,0,0,0,0,0,0,4.872012376785278,9.744024753570557,7.9158196449279785,2430.0,200.0
340604100,340604,安徽省,烈山区,烈山镇,2020,0,1,1,0,0,0,0,0,0,0,0,5.503770973052892,3626.9850712418556,1525.0204503536224,2430.0,200.0
340604101,340604,安徽省,烈山区,宋疃镇,2020,0,0,0,0,0,0,0,0,0,0,0,1.9735703372584723,1142.6972252726555,1018.3723373413086,2430.0,200.0
340604102,340604,安徽省,烈山区,古饶镇,2020,0,0,0,0,0,0,0,0,0,0,0,1.8879745121683393,1651.977698147297,1045.2841452360153,2430.0,200.0
340604400,340604,安徽省,烈山区,烈山区工业园,2020,0,0,0,0,0,0,0,0,0,0,0,5.062200307846069,10.124400615692139,9.616656303405762,2430.0,200.0
340621100,340621,安徽省,濉溪县,濉溪镇,2020,0,0,0,0,0,0,0,0,0,1,1,11.413563081264495,2853.390770316124,2265.3641340732574,9484.0,1098.0
340621101,340621,安徽省,濉溪县,韩村镇,2020,0,0,0,0,0,0,0,0,0,1,1,4.748304587016197,3233.59542375803,2291.9572185873985,9484.0,1098.0
340621102,340621,安徽省,濉溪县,刘桥镇,2020,0,0,0,0,0,0,0,0,0,1,1,1.41597720048936,683.9169878363609,752.0740376114845,9484.0,1098.0
340621103,340621,安徽省,濉溪县,五沟镇,2020,0,0,0,0,0,0,0,0,0,1,1,0.5628164639326849,578.5753249228001,656.7142541259527,9484.0,1098.0
340621104,340621,安徽省,濉溪县,临涣镇,2020,0,0,0,0,0,0,0,0,0,1,1,0.6140648000842922,558.7989680767059,384.81433659791946,9484.0,1098.0
340621105,340621,安徽省,濉溪县,双堆集镇,2020,0,0,0,0,0,0,0,0,0,1,1,0.13229879619986798,185.4829122722149,104.29479777812958,9484.0,1098.0
340621106,340621,安徽省,濉溪县,铁佛镇,2020,0,0,0,0,0,0,0,0,0,1,1,0.38107241257848473,482.0566019117832,252.38436424732208,9484.0,1098.0
340621107,340621,安徽省,濉溪县,南坪镇,2020,0,0,0,0,0,0,0,0,0,1,1,0.40791286201704113,513.9702061414719,559.051529198885,9484.0,1098.0
340621108,340621,安徽省,濉溪县,百善镇,2020,0,0,0,1,0,0,0,0,0,1,1,0.6257495360222602,854.7738662064075,514.0763745903969,9484.0,1098.0
340621109,340621,安徽省,濉溪县,孙疃镇,2020,0,0,0,0,0,0,0,0,0,1,1,0.3898480070375763,440.52824795246124,410.9215196073055,9484.0,1098.0
340621110,340621,安徽省,濉溪县,四铺镇,2020,0,0,0,0,0,0,0,0,0,1,1,0.39073812937216795,430.20268043875694,317.35790768265724,9484.0,1098.0
340621400,340621,安徽省,濉溪县,安徽省濉溪经济开发区,2020,0,0,0,0,0,0,0,0,0,1,1,9.280411798220415,965.1628270149231,809.004989027977,9484.0,1098.0
340621401,340621,安徽省,濉溪县,濉溪芜湖现代产业园区,2020,0,0,0,0,0,0,0,0,0,1,1,6.552255634277586,412.7921049594879,128.49763882160187,9484.0,1098.0
340705005,340705,安徽省,铜官区,东郊街道,2020,0,0,0,0,0,0,0,0,0,0,0,,,,1308.0,27.0
340705006,340705,安徽省,铜官区,新城街道,2020,0,0,0,0,0,0,0,0,0,0,0,,,,1308.0,27.0
340705100,340705,安徽省,铜官区,西湖镇,2020,0,0,0,0,0,0,0,0,0,0,0,,,,1308.0,27.0
340705400,340705,安徽省,铜官区,铜陵经济技术开发区,2020,0,0,0,0,0,0,0,0,0,0,0,,,,1308.0,27.0
340705401,340705,安徽省,铜官区,铜陵狮子山高新技术产业开发区,2020,0,0,0,0,0,0,0,0,0,0,0,,,,1308.0,27.0
340705402,340705,安徽省,铜官区,天井湖社区街道,2020,0,0,0,0,0,0,0,0,0,0,0,,,,1308.0,27.0
340705403,340705,安徽省,铜官区,映湖社区街道,2020,0,0,0,0,0,0,0,0,0,0,0,,,,1308.0,27.0
340705404,340705,安徽省,铜官区,五松社区街道,2020,0,0,0,0,0,0,0,0,0,0,0,,,,1308.0,27.0
340705405,340705,安徽省,铜官区,人民社区街道,2020,0,0,0,0,0,0,0,0,0,0,0,,,,1308.0,27.0
340705406,340705,安徽省,铜官区,幸福社区街道,2020,0,0,0,0,0,0,0,0,0,0,0,,,,1308.0,27.0
340705407,340705,安徽省,铜官区,官塘社区街道,2020,0,0,0,0,0,0,0,0,0,0,0,,,,1308.0,27.0
340705408,340705,安徽省,铜官区,学苑社区街道,2020,0,0,0,0,0,0,0,0,0,0,0,,,,1308.0,27.0
340705409,340705,安徽省,铜官区,阳光社区街道,2020,0,0,0,0,0,0,0,0,0,0,0,,,,1308.0,27.0
340705410,340705,安徽省,铜官区,友好社区街道,2020,0,0,0,0,0,0,0,0,0,0,0,,,,1308.0,27.0
340705411,340705,安徽省,铜官区,螺蛳山社区街道,2020,0,0,0,0,0,0,0,0,0,0,0,,,,1308.0,27.0
340705412,340705,安徽省,铜官区,露采社区街道,2020,0,0,0,0,0,0,0,0,0,0,0,,,,1308.0,27.0
340705413,340705,安徽省,铜官区,金口岭社区街道,2020,0,0,0,0,0,0,0,0,0,0,0,,,,1308.0,27.0
340705414,340705,安徽省,铜官区,鹞山社区街道,2020,0,0,0,0,0,0,0,0,0,0,0,,,,1308.0,27.0
340705415,340705,安徽省,铜官区,朝阳社区街道,2020,0,0,0,0,0,0,0,0,0,0,0,,,,1308.0,27.0
340705416,340705,安徽省,铜官区,滨江社区街道,2020,0,0,0,0,0,0,0,0,0,0,0,,,,1308.0,27.0
340705417,340705,安徽省,铜官区,金山社区街道,2020,0,0,0,0,0,0,0,0,0,0,0,,,,1308.0,27.0
340705418,340705,安徽省,铜官区,狮子山社区街道,2020,0,0,0,0,0,0,0,0,0,0,0,,,,1308.0,27.0
340705419,340705,安徽省,铜官区,立新社区街道,2020,0,0,0,0,0,0,0,0,0,0,0,,,,1308.0,27.0
340706001,340706,安徽省,义安区,新桥街道,2020,0,0,0,0,0,0,0,0,0,0,0,,,,2554.0,532.0
340706100,340706,安徽省,义安区,五松镇,2020,0,0,0,0,0,0,0,0,0,0,0,14.45451203584671,578.1804814338684,558.5198884010315,2554.0,532.0
340706101,340706,安徽省,义安区,顺安镇,2020,0,0,0,0,0,0,0,0,0,0,0,2.078868274976418,1740.012746155262,1399.8820089250803,2554.0,532.0
340706102,340706,安徽省,义安区,钟鸣镇,2020,0,0,0,0,0,0,0,0,0,0,0,0.653458321094513,545.6376981139183,516.0098782628775,2554.0,532.0
