variant,income,group,group_label_cn,items,quantity_2000kcal_elasticity,expenditure_elasticity,budget_share_elasticity,xhat,budget_share,phi,u,support_flag
baseline_real_national_nonfood,10000.0,grain,粮食/主粮,grain,-0.7996734056101141,-0.7996734056101141,-1.7996734056101142,0.5888745073765799,0.05003803442101682,0.010691879173048952,2.038530114672053,in_support
baseline_real_national_nonfood,10000.0,oil,食用油,oil,-0.04910585720984424,-0.04910585720984424,-1.0491058572098442,0.1275271039962773,0.06621086213382703,0.00015981800511513674,2.038530114672053,in_support
baseline_real_national_nonfood,10000.0,vegfruit,蔬菜水果,vegetable+fruit,0.16925171106324094,0.16925171106324094,-0.830748288936759,0.049525919842953944,0.041725156787305595,6.715459868659628e-05,2.038530114672053,in_support
baseline_real_national_nonfood,10000.0,pork,猪肉,pork,-0.9848739430213433,-0.9848739430213433,-1.9848739430213433,0.1744699413299084,0.04143880909493815,0.04796479220716805,2.038530114672053,in_support
baseline_real_national_nonfood,10000.0,aquatic,水产品,aquatic,-1.118431829241323,-1.118431829241323,-2.118431829241323,0.017972057934214653,0.01624264779722073,0.021298761871831728,2.038530114672053,in_support
baseline_real_national_nonfood,10000.0,othermeat,其他肉类(牛羊禽),beef+mutton+poultry,-0.13849893404547892,-0.13849893404547892,-1.138498934045479,0.029255715466883225,0.031622736746446126,0.0014952654266619414,2.038530114672053,in_support
baseline_real_national_nonfood,10000.0,dairyegg,奶蛋类,milk+egg,-0.04296320254988037,-0.04296320254988037,-1.0429632025498803,0.03138407776467968,0.009574797164327086,0.002436024343752086,2.038530114672053,in_support
baseline_real_national_nonfood,10000.0,nonfood,其他/未覆盖支出,,1.4801551047036738,1.4801551047036738,0.48015510470367384,74.31469558549185,0.7431469558549184,0.9158863043737355,2.038530114672053,in_support
baseline_real_national_nonfood,13533.915988267352,grain,粮食/主粮,grain,-0.49131097890742037,-0.49131097890742037,-1.4913109789074204,0.4895815653123098,0.030738245001851516,0.0058187538394129995,2.704585349061329,in_support
baseline_real_national_nonfood,13533.915988267352,oil,食用油,oil,-0.027399001960427005,-0.027399001960427005,-1.027399001960427,0.1261522474053072,0.048394751154266794,8.697644406748766e-05,2.704585349061329,in_support
baseline_real_national_nonfood,13533.915988267352,vegfruit,蔬菜水果,vegetable+fruit,0.091841918524368,0.091841918524368,-0.908158081475632,0.051385810262798225,0.031987858007863704,3.6546997269371615e-05,2.704585349061329,in_support
baseline_real_national_nonfood,13533.915988267352,pork,猪肉,pork,-0.4037549962183446,-0.4037549962183446,-1.4037549962183447,0.14445668769801082,0.025351334580746766,0.026103486047206945,2.704585349061329,in_support
baseline_real_national_nonfood,13533.915988267352,aquatic,水产品,aquatic,-0.47261695871896464,-0.47261695871896464,-1.4726169587189646,0.014458886321915358,0.009655402535543717,0.011591250743728982,2.704585349061329,in_support
baseline_real_national_nonfood,13533.915988267352,othermeat,其他肉类(牛羊禽),beef+mutton+poultry,-0.07084493238453274,-0.07084493238453274,-1.0708449323845328,0.028413338910364176,0.02269277067950026,0.0008137560574255523,2.704585349061329,in_support
baseline_real_national_nonfood,13533.915988267352,dairyegg,奶蛋类,milk+egg,0.02388545858699605,0.02388545858699605,-0.9761145414130039,0.03140361331097136,0.007079072432497558,0.0013257375783707883,2.704585349061329,in_support
baseline_real_national_nonfood,13533.915988267352,nonfood,其他/未覆盖支出,,1.2495171591298777,1.2495171591298777,0.2495171591298777,111.53307820818621,0.8241005656077297,0.9542234922925179,2.704585349061329,in_support
baseline_real_national_nonfood,15906.54997808061,grain,粮食/主粮,grain,-0.42502353893838674,-0.42502353893838674,-1.4250235389383867,0.4548372412911358,0.024297271692131476,0.004487380252040745,2.9795932021623868,in_support
baseline_real_national_nonfood,15906.54997808061,oil,食用油,oil,-0.022618367128349057,-0.022618367128349057,-1.022618367128349,0.1256471475337149,0.04101128570907619,6.707559526878764e-05,2.9795932021623868,in_support
baseline_real_national_nonfood,15906.54997808061,vegfruit,蔬菜水果,vegetable+fruit,0.07492050928247868,0.07492050928247868,-0.9250794907175213,0.052077409161435356,0.027582828715643062,2.8184776043818633e-05,2.9795932021623868,in_support
baseline_real_national_nonfood,15906.54997808061,pork,猪肉,pork,-0.28938595372279785,-0.28938595372279785,-1.2893859537227979,0.13669853769583734,0.02041148138355271,0.02013081684333193,2.9795932021623868,in_support
baseline_real_national_nonfood,15906.54997808061,aquatic,水产品,aquatic,-0.34235812399435106,-0.34235812399435106,-1.3423581239943512,0.013549556588115668,0.007698535310223063,0.008939087495254702,2.9795932021623868,in_support
baseline_real_national_nonfood,15906.54997808061,othermeat,其他肉类(牛羊禽),beef+mutton+poultry,-0.057021962655061445,-0.057021962655061445,-1.0570219626550614,0.02812386428936082,0.01911118991952822,0.000627562698620421,2.9795932021623868,in_support
baseline_real_national_nonfood,15906.54997808061,dairyegg,奶蛋类,milk+egg,0.03044452336090668,0.03044452336090668,-0.9695554766390934,0.031544533933436966,0.006050180507546657,0.001022399089694013,2.9795932021623868,in_support
baseline_real_national_nonfood,15906.54997808061,nonfood,其他/未覆盖支出,,1.1930096110951145,1.1930096110951145,0.1930096110951145,135.81604520640246,0.8538372267622985,0.9646974932497456,2.9795932021623868,in_support
baseline_real_national_nonfood,17951.50744040975,grain,粮食/主粮,grain,-0.3902820192080694,-0.3902820192080694,-1.3902820192080694,0.43299709711593753,0.020495643055554298,0.003752358067320556,3.1667664944906857,in_support
baseline_real_national_nonfood,17951.50744040975,oil,食用油,oil,-0.020084362064342137,-0.020084362064342137,-1.020084362064342,0.12532394129228314,0.036245981671687445,5.608877271158399e-05,3.1667664944906857,in_support
baseline_real_national_nonfood,17951.50744040975,vegfruit,蔬菜水果,vegetable+fruit,0.06599730719941313,0.06599730719941313,-0.9340026928005869,0.05252183200567349,0.024649287464381386,2.3568176936988873e-05,3.1667664944906857,in_support
baseline_real_national_nonfood,17951.50744040975,pork,猪肉,pork,-0.23281099530653795,-0.23281099530653795,-1.232810995306538,0.13247340790853881,0.01752727642835382,0.016833437048147715,3.1667664944906857,in_support
baseline_real_national_nonfood,17951.50744040975,aquatic,水产品,aquatic,-0.277234086430855,-0.277234086430855,-1.277234086430855,0.013053942715029054,0.006572033922773825,0.007474886279594636,3.1667664944906857,in_support
