编号,作者_年份,Path,PCC,SE_PCC,N,CI_L,CI_U,pooled,pooled_L,pooled_U
P_26,彭继权_2020,AML,0.2317350844401065,0.0237192613602645,1682,0.18524533217398806,0.2782248367062249,0.2861652274387831,-0.04351164793380191,0.6158421028113681
P_19,朱满德_2021,AML,0.3860082463836523,0.026753046779065,1189,0.3335722746966849,0.4384442180706197,0.2861652274387831,-0.04351164793380191,0.6158421028113681
P_31,杨进_2018,AMS,-0.009,0.005,54211,-0.018799999999999997,0.0008000000000000004,0.2861652274387831,-0.04351164793380191,0.6158421028113681
P_12,薛信阳_2022,AMS,0.176,0.02,2272,0.13679999999999998,0.2152,0.2861652274387831,-0.04351164793380191,0.6158421028113681
P_08,胡霞_2023,AMS,0.0705018671369727,0.0103453826777079,9297,0.05022491708866522,0.09077881718528019,0.2861652274387831,-0.04351164793380191,0.6158421028113681
E_24,Qiao_2023,MCI,0.8646620747835878,0.0219036733394708,526,0.8217308750382251,0.9075932745289506,0.2861652274387831,-0.04351164793380191,0.6158421028113681
