order,year,pooled,lo,hi
2,2020,0.10914958084255245,-1.4200053845191303,1.6383045462042352
3,2021,0.2011443212472344,-0.294396350990596,0.6966849934850647
4,2022,0.19441103260998574,-0.0656192140620813,0.4544412792820528
5,2023,0.16915954148453996,-0.019395777764391664,0.3577148607334716
6,2023,0.28616522743878303,-0.04351164793380197,0.6158421028113681
